vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
1FADP3K27EL112173|2014|Ford|Focus|SE Hatchback|Excellent Price|$1194 off avg. list price|5990|74772|Everett|WA|Black|Gray|no|1|personal
2G11Z5S34K9109755|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$893 off avg. list price|17800|34437|New Bern|NC|Black|Black|no|1|personal
3FA6P0LU8KR100649|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$827 off avg. list price|17500|7246|St. Paul|MN|Blue|Black|no|1|personal
2C4RDGCG9KR726350|2019|Dodge|Grand Caravan|SXT|Great Price|$557 off avg. list price|17995|28426|Albert Lea|MN|White|Black|no|1|personal
4JGDA5HB0HA893709|2017|Mercedes-Benz|GLE|GLE 350 4MATIC SUV|Excellent Price|$2827 off avg. list price|29997|20000|Woodbridge|VA|Black|Black|no|1|personal
5XXGT4L30KG352063|2019|Kia|Optima|LX|Great Price|$240 off avg. list price|17990|8831|Springfield|PA|White|Black|no|1|personal
2T2ZZMCA6HC060922|2017|Lexus|RX|RX 350 F Sport FWD|Excellent Price||28990|44906|Blue Mound|TX|Silver|Gray|no|1|fleet
KNMAT2MT0KP517191|2019|Nissan|Rogue|SV FWD|Great Price|$438 off avg. list price|18390|28749|Henderson|NV|Blue|Black|no|1|personal
2C4RDGCG9KR595131|2019|Dodge|Grand Caravan|SXT|Excellent Price|$846 off avg. list price|15620|29502|Anaheim|CA|White|Black|no|1|personal
KNMAT2MT0KP531768|2019|Nissan|Rogue|SV FWD|Excellent Price|$696 off avg. list price|16900|32208|Peoria|AZ|Silver|Black|no|1|personal
2C4RDGCG9KR596120|2019|Dodge|Grand Caravan|SXT|Great Price|$228 off avg. list price|17071|43777|Fresno|CA|Black|Black|no|1|personal
3N1AB7AP9KY277776|2019|Nissan|Sentra|SV CVT|Excellent Price|$582 off avg. list price|12307|30462|Chandler|AZ|Blue|Black|no|1|fleet
3GKALVEV3LL113188|2020|GMC|Terrain|SLT AWD|Great Price|$380 off avg. list price|26385|14204|Reno|NV|White|Black|no|1|personal
JM3TCBCY6K0308415|2019|Mazda|CX-9|Touring AWD|Excellent Price|$1455 off avg. list price|25263|29079|Tracy|CA|White|Beige|no|1|personal
1C6RR7GT1ES164382|2014|Ram|1500|SLT Quad Cab 6'4" Box 4WD|Excellent Price||13471|101911|Carrolton|TX|White|Gray|1|2|personal
1GCNKPEC9EZ337247|2014|Chevrolet|Silverado 1500|WT with 1WT Regular Cab Long Box 4WD|Excellent Price|$2353 off avg. list price|14797|119310|Fontana|CA|White|Black|no|2|fleet
1FADP3K20FL315441|2015|Ford|Focus|SE Hatchback|||3791|85502|Hollywood|FL|Gray|Gray|no|3|fleet
3N1AB7AP5JY289468|2018|Nissan|Sentra|S CVT|Excellent Price|$1001 off avg. list price|12617|43163|Wichita|KS|Black|Black|no|1|personal
2HGFC2F50HH522622|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$623 off avg. list price|14500|34927|Escondido|CA|White|Beige|1|1|personal
3N1AB7APXHL694670|2017|Nissan|Sentra|SV CVT|Excellent Price|$1156 off avg. list price|8499|77706|Tucson|AZ|Red|Black|1|1|personal
KMHCT4AEXEU717278|2014|Hyundai|Accent|GLS Sedan Automatic|Excellent Price|$1187 off avg. list price|5999|72081|Tacoma|WA|Gray|Gray|1|2|personal
5N1AN08W88C523741|2008|Nissan|Xterra|S 4WD Auto|||5098|132623|Murray|UT|Gray|Black|no|4|personal
KNMAT2MT0KP511665|2019|Nissan|Rogue|SV FWD|Great Price|$561 off avg. list price|16900|34168|Peoria|AZ|White|Black|no|1|personal
3GCUKREC4FG188299|2015|Chevrolet|Silverado 1500|LT Z71 Crew Cab Short Box 4WD|Excellent Price|$1639 off avg. list price|16888|140357|Chantilly|VA|Silver|Gray|1|1|personal
1GYEK63N34R108232|2004|Cadillac|Escalade|AWD|Excellent Price|$1321 off avg. list price|5800|169295|Richmond|VA|White|Gray|no|4|personal
3FA6P0LU9KR220363|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$808 off avg. list price|16288|28595|Republic|MO|Silver|Gray|no|1|personal
KNMAT2MTXKP521989|2019|Nissan|Rogue|SV FWD|Excellent Price||15769|33591|Grapevine|TX|Silver|Black|no|1|personal
5YFEPRAE4LP053696|2020|Toyota|Corolla|LE CVT|Great Price|$290 off avg. list price|15990|10376|Doral|FL|White|Black|no|1|personal
2C4RDGCG9KR799878|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1758 off avg. list price|19974|4133|Brooklyn|NY|Gray|Black|no|1|fleet
1C4NJPBA7FD226507|2015|Jeep|Patriot|Sport FWD|Excellent Price|$1276 off avg. list price|6995|101754|Louisville|TN|White|Gray|no|3|fleet
1HGCR2F39FA048682|2015|Honda|Accord|LX Sedan I4 CVT|Excellent Price|$1224 off avg. list price|9000|127300|Sandusky|OH|Black|Gray|no|1|personal
5YFBU4EE4DP096459|2013|Toyota|Corolla|LE Automatic|Excellent Price|$1167 off avg. list price|7499|96896|Murfreesboro|TN|White|Unknown|no|4|personal
KNDJP3A57K7690268|2019|Kia|Soul|+ Automatic|Excellent Price||13500|25126|Boerne|TX|Red|Black|no|1|personal
5NPD74LF0HH210228|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$620 off avg. list price|8765|80233|Saint Petersburg|FL|White|Gray|no|2|personal
1G1ZD5ST8KF152147|2019|Chevrolet|Malibu|LT with 1LT|Excellent Price|$733 off avg. list price|15900|34034|Mobile|AL|White|Gray|no|1|personal
WMWXU1C56H2E18577|2017|MINI|Hardtop|Hardtop 4-Door|||9490|108826|King George|VA|White|Black|1|1|personal
WDC0G4KB7HF141197|2017|Mercedes-Benz|GLC|GLC 300 4MATIC SUV|Excellent Price|$3125 off avg. list price|29435|46001|Alexandria|VA|White|Black|no|2|personal
3N1CN7AP4KL832002|2019|Nissan|Versa|SV Sedan CVT|Excellent Price|$768 off avg. list price|10395|30085|Burbank|IL|White|Black|no|1|fleet
3GNAXUEV0LL141841|2020|Chevrolet|Equinox|LT with 1LT AWD|Great Price|$742 off avg. list price|22000|9567|Lebanon|OH|White|Black|no||personal
1FAHP3EN6BW124669|2011|Ford|Focus|S Sedan|||3995|84785|Leesburg|FL|Black|Gray|1|3|personal
1GAZGPFG4K1322128|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price||24995|18553|Conroe|TX|White|Gray|no|1|personal
KNDJP3A59K7648300|2019|Kia|Soul|+ Automatic|Excellent Price|$928 off avg. list price|11990|20538|Fort Myers|FL|Gray|Gray|no|1|personal
JN8AT2MT0HW153907|2017|Nissan|Rogue|2017.5 SV FWD|Excellent Price|$1003 off avg. list price|17400|17723|Torrance|CA|White|Black|no|1|personal
5NPD84LF2KH432242|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$378 off avg. list price|12696|39314|Cocoa|FL|Black|Black|no|1|personal
1GKS2GKC3KR272497|2019|GMC|Yukon|XL SLT 4WD|Great Price|$1206 off avg. list price|40994|26600|Tempe|AZ|Silver|Black|no|1|personal
5NPD84LF5KH469270|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$623 off avg. list price|14600|9619|Algonquin|IL|White|Black|no|1|personal
KNDJP3A57G7260117|2016|Kia|Soul|+ Automatic|Excellent Price||8495|80064|Dallas|TX|Black|Black|2|1|personal
1FATP8UH4K5148753|2019|Ford|Mustang|EcoBoost Premium Convertible|Excellent Price|$1746 off avg. list price|21012|31034|Ocala|FL|Silver|White|no|1|personal
1GAZGPFG0K1144539|2019|Chevrolet|Express Passenger|3500 LT LWB|Great Price|$753 off avg. list price|20600|34100|Clarksville|TN|White|Gray|no|1|fleet
1HGCR2F34HA164990|2017|Honda|Accord|LX Sedan CVT|Great Price|$500 off avg. list price|15200|21424|Pikeville|KY|White|Beige|no|2|personal
1C6RR7TT1KS597105|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 4WD|Excellent Price|$2380 off avg. list price|29998|20394|Panama City|FL|Gray|Black|no|1|personal
2C3CCABG9KH515683|2019|Chrysler|300|S RWD|Excellent Price|$978 off avg. list price|18995|41882|Metairie|LA|Gray|Black|1|1|personal
3FA6P0LU5KR222529|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$962 off avg. list price|15727|25912|La Grange|GA|Red|Unknown|no|1|personal
1FATP8UH0K5170135|2019|Ford|Mustang|EcoBoost Premium Convertible|Excellent Price|$1464 off avg. list price|23488|34748|San Bernardino|CA|Black|Black|no|1|personal
WBY1Z2C50FV287301|2015|BMW|i3|60 Ah|Excellent Price|$2893 off avg. list price|12693|29329|Englewood|CO|White|Gray|no|2|personal
58ABK1GG4HU048086|2017|Lexus|ES|ES 350|Excellent Price|$1269 off avg. list price|25588|16659|Phoenix|AZ|White|Beige|no|1|personal
5NPD84LF3KH485208|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$597 off avg. list price|13995|16042|Leesburg|VA|Gray|Gray|no|1|personal
5NPD84LF8KH431337|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price||13493|32469|San Marcos|TX|Black|Gray|no|1|personal
5YFEPRAE9LP081316|2020|Toyota|Corolla|LE CVT|Great Price|$480 off avg. list price|14941|17939|New Port Richey|FL|Black|Black|no|1|personal
WDDGF4HB4EG254857|2014|Mercedes-Benz|C-Class|C 250 Sport Sedan RWD|||9995|99538|Renton|WA|Silver|Black|no|1|personal
1N4AL24E59C184124|2009|Nissan|Altima|2.5 S Coupe Manual|||4999|125086|Houston|TX|White|Black|3|4|fleet
KMHD84LF7KU769460|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$377 off avg. list price|14395|39538|Dublin|GA|Black|Gray|1|1|personal
1C6RR6TT6KS650472|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Excellent Price|$3485 off avg. list price|27310|16045|Vacaville|CA|Silver|Black|no|1|personal
1GCNKREHXEZ151496|2014|Chevrolet|Silverado 1500|LT with 2LT Regular Cab Long Box 4WD|Excellent Price|$1751 off avg. list price|17896|97216|North Aurora|IL|Black|Black|1|1|personal
19XFC2F59HE076254|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$689 off avg. list price|13591|49298|Jacksonville|FL|Black|Black|no|1|personal
4JGDF6EE6HA964594|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Great Price|$1050 off avg. list price|27500|95497|Monterey Park|CA|Gray|Black|no|1|personal
2C4RDGCG4KR656322|2019|Dodge|Grand Caravan|SXT|Great Price|$700 off avg. list price|18859|31727|Carrollton|GA|White|Black|no|1|personal
3N1AB7APXKY205985|2019|Nissan|Sentra|SV CVT|Excellent Price|$914 off avg. list price|11580|31980|Avondale|AZ|Gray|Black|no|1|personal
KNMAT2MT8KP511803|2019|Nissan|Rogue|SV FWD|Great Price|$658 off avg. list price|19478|38638|Vancouver|WA|White|Black|no|1|personal
1N4BL4EV5KC170003|2019|Nissan|Altima|SL FWD|Excellent Price|$927 off avg. list price|17500|40652|Matteson|IL|Gray|Black|1|1|personal
2C4RDGCG5KR542670|2019|Dodge|Grand Caravan|SXT|Great Price|$724 off avg. list price|19500|37951|Chehalis|WA|White|Black|no|1|personal
1N4AL2AP5CC168843|2012|Nissan|Altima|2.5 S Sedan CVT|Excellent Price|$747 off avg. list price|5995|67277|Pembroke Pines|FL|Silver|Black|no|2|fleet
2HGFB2F59FH566070|2015|Honda|Civic|LX Sedan CVT|Excellent Price|$811 off avg. list price|12080|87923|Ventura|CA|Black|Unknown|no|1|personal
1N6AD0ER6KN736198|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Excellent Price|$966 off avg. list price|19500|14882|Phoenix|AZ|White|Gray|no|1|fleet
1GAZGPFG7K1265911|2019|Chevrolet|Express Passenger|3500 LT LWB|Great Price|$562 off avg. list price|24562|26228|Columbia|MO|White|Gray|no|1|personal
3C4PDDEG6KT720022|2019|Dodge|Journey|GT AWD|Excellent Price|$945 off avg. list price|18196|29659|Gonzales|LA|White|Black|no|1|personal
3FA6P0D96KR107108|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1070 off avg. list price|17495|37624|Annapolis|MD|White|Unknown|no|2|personal
3VV3B7AX5JM042191|2018|Volkswagen|Tiguan|SE FWD|Excellent Price|$2951 off avg. list price|21250|17602|Thousand Oaks|CA|White|Black|no|1|personal
3FA6P0LUXKR121390|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$460 off avg. list price|14671|50054|Live Oak|FL|Black|Unknown|no|1|personal
3N1AB7AP1KL611392|2019|Nissan|Sentra|SV CVT|Excellent Price||12920|35337|Harlingen|TX|Silver|Black|no|1|personal
1GNSKBKC9KR359102|2019|Chevrolet|Tahoe|LT 4WD|Excellent Price||41999|24693|Castroville|TX|Red|Black|no|1|personal
5TBDT48185S501664|2005|Toyota|Tundra|Limited Double Cab V8 4WD Automatic|Excellent Price|$2198 off avg. list price|9950|184092|Albuquerque|NM|Silver|Unknown|no|2|personal
1C4HJXEG4KW630201|2019|Jeep|Wrangler|Unlimited Moab|Excellent Price|$3126 off avg. list price|39950|9118|Mount Vernon|WA|Blue|Black|no||personal
3N1CN7AP5KL822420|2019|Nissan|Versa|S Sedan Manual|Excellent Price|$1392 off avg. list price|11704|13000|Franklin|TN|Black|Black|no|1|personal
KMHD84LF5KU746355|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$653 off avg. list price|13499|35005|Yakima|WA|Silver|Gray|no|1|personal
KNMAT2MT6KP505918|2019|Nissan|Rogue|SV FWD|Great Price||16995|46622|Castroville|TX|Black|Black|no|2|personal
2GNAXUEV2L6159679|2020|Chevrolet|Equinox|LT with 1LT AWD|Excellent Price|$1254 off avg. list price|20500|13842|Omaha|NE|Silver|Black|no|1|personal
WDCTG4GB3JJ528211|2018|Mercedes-Benz|GLA|GLA 250 4MATIC|Great Price|$486 off avg. list price|22395|35638|Monroe|NC|Black|Unknown|no|1|personal
2C4RDGCGXKR622370|2019|Dodge|Grand Caravan|SXT|Great Price|$516 off avg. list price|16325|54944|Gilbert|AZ|White|Black|no|1|personal
4JGDF6EEXHA828274|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Excellent Price|$3038 off avg. list price|42987|33252|Barrington|IL|White|Brown|no|1|personal
KNMAT2MT6KP538319|2019|Nissan|Rogue|SV FWD|Great Price|$406 off avg. list price|17700|29772|Centerville|OH|Black|Black|no|1|personal
1HGCR2F1XHA009391|2017|Honda|Accord|Sport Special Edition Sedan CVT|Excellent Price|$773 off avg. list price|15250|91659|Opelousas|LA|White|Black|no|1|personal
4T1B11HK5KU683838|2019|Toyota|Camry|L Automatic|Excellent Price|$1215 off avg. list price|18043|31704|Jesup|GA|Black|Gray|no|1|personal
5NPD84LF5KH435863|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$724 off avg. list price|13099|30523|Victorville|CA|Silver|Gray|no|1|personal
SALAE25417A429772|2007|Land Rover|LR3|SE V8|||7790|141126|Newland|NC|Gray|Black|no|4|fleet
4JGDA5HB0HA947302|2017|Mercedes-Benz|GLE|GLE 350 4MATIC SUV|Great Price|$587 off avg. list price|31500|56773|O'Fallon|MO|Black|Black|no|2|personal
3N1AB7AP2KY220478|2019|Nissan|Sentra|S CVT|Excellent Price|$816 off avg. list price|11342|33462|Fontana|CA|Black|Black|no|1|personal
YV1MS382962179374|2006|Volvo|S40|2.4L Automatic FWD|Excellent Price|$814 off avg. list price|3499|123000|Happy Valley|OR|Black|Unknown|no|3|personal
5NPD84LF0KH418629|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$383 off avg. list price|13548|38763|Staunton|VA|Blue|Gray|no|1|personal
KNMAT2MT7KP528169|2019|Nissan|Rogue|SV FWD|Great Price|$203 off avg. list price|15498|33283|Palmetto Bay|FL|Silver|Black|no|1|personal
2C4RDGCG7KR674782|2019|Dodge|Grand Caravan|SXT|Excellent Price|$719 off avg. list price|16599|46757|Fort Wayne|IN|White|Black|no|1|fleet
4T4BF1FK9CR195780|2012|Toyota|Camry|L I4 Automatic|Excellent Price|$1699 off avg. list price|9497|97608|Fremont|CA|Black|Gray|no|2|personal
WP0CB29892U661811|2002|Porsche|Boxster|S Manual|Excellent Price|$3338 off avg. list price|16995|42631|Wichita|KS|Silver|Unknown|no|2|fleet
2C4RDGCG1KR564486|2019|Dodge|Grand Caravan|SXT|Excellent Price|$707 off avg. list price|17000|32126|Atlanta|GA|White|Black|no|1|personal
2C4RDGCGXKR717656|2019|Dodge|Grand Caravan|SXT|Great Price|$638 off avg. list price|18357|32380|Salisbury|MD|Black|Black|no|1|personal
3C4NJDDB9KT713037|2019|Jeep|Compass|Trailhawk 4WD|Great Price|$695 off avg. list price|21998|30392|Olympia|WA|White|Red|no|1|personal
3FA6P0D93KR117482|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1069 off avg. list price|17500|51941|Lynchburg|VA|White|Unknown|no|1|personal
2C4RDGCGXKR707743|2019|Dodge|Grand Caravan|SXT|Great Price|$317 off avg. list price|19881|17429|Easton|MD|Black|Black|no|1|personal
1GAZGPFG8K1299386|2019|Chevrolet|Express Passenger|3500 LT LWB|Great Price||24995|23463|Conroe|TX|White|Gray|no|1|personal
KM8JU3AC1CU389579|2012|Hyundai|Tucson|GLS FWD Automatic (PZEV)|Excellent Price|$1370 off avg. list price|6985|109737|Pensacola|FL|Blue|Black|no|3|fleet
3FA6P0LU0KR204102|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$656 off avg. list price|16227|29442|Raytown|MO|Black|Gray|no|1|personal
KNAFE122385525369|2008|Kia|Spectra|EX Sedan Automatic|Excellent Price|$715 off avg. list price|3499|133229|South Gate|CA|Blue|Gray|no|3|fleet
KMHD84LF5KU741950|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$393 off avg. list price|12899|40083|Wake Forest|NC|Black|Gray|no|1|personal
3N1AB7APXKY283800|2019|Nissan|Sentra|SV CVT|Great Price|$320 off avg. list price|12575|37342|Amherst|VA|Silver|Black|no|1|personal
1HGCM66517A029276|2007|Honda|Accord|EX-L V6 Sedan Automatic|Excellent Price|$700 off avg. list price|5995|108270|Melbourne|FL|Gray|Gray|no|1|personal
KNMAT2MV7HP560095|2017|Nissan|Rogue|SV AWD|Excellent Price|$1391 off avg. list price|15395|36028|Peabody|MA|White|Black|no|1|personal
5UXKR0C53F0P02469|2015|BMW|X5|xDrive35i AWD|Excellent Price|$4655 off avg. list price|19995|88270|Westport|MA|Gray|Black|no|1|personal
2C4RDGCG7KR694434|2019|Dodge|Grand Caravan|SXT|Great Price|$343 off avg. list price|16500|36141|Southern Pines|NC|White|Black|no|2|personal
5NPD84LF1KH436105|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$590 off avg. list price|12990|27689|Phoenix|AZ|Blue|Gray|no|1|personal
3N1AB7APXKY317749|2019|Nissan|Sentra|SV CVT|Excellent Price|$576 off avg. list price|11977|30432|Roswell|GA|White|Black|no|1|personal
2C4RDGCG5DR790906|2013|Dodge|Grand Caravan|SXT|Excellent Price|$869 off avg. list price|4996|140001|Tulsa|OK|Silver|Black|no|2|personal
3N1AB7AP3KY295531|2019|Nissan|Sentra|SV CVT|Great Price|$511 off avg. list price|12995|27866|Chandler|AZ|Silver|Black|no|1|personal
KMHFC46F47A214235|2007|Hyundai|Azera|Limited 3.8L (alt)|Excellent Price|$952 off avg. list price|3980|166890|Phoenix|AZ|White|Unknown|no|3|personal
2C3CCAEG8KH722612|2019|Chrysler|300|Limited RWD|Excellent Price|$1654 off avg. list price|22589|12853|Charlotte|NC|Gray|Black|no|1|personal
3FA6P0LU7KR240465|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$523 off avg. list price|15999|29050|Amherst|OH|White|Black|no|1|personal
KNMAT2MT8KP541710|2019|Nissan|Rogue|SV FWD|Excellent Price|$1319 off avg. list price|16898|26163|Redlands|CA|White|Black|no|1|personal
1G1ZD5ST8LF078780|2020|Chevrolet|Malibu|LT|Great Price||19991|8443|Conroe|TX|Silver|Black|1|1|personal
5NPD84LF2KH405297|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price||12991|44236|Baytown|TX|Black|Black|1|1|personal
19XFB2F53FE222129|2015|Honda|Civic|LX Sedan CVT|Excellent Price|$811 off avg. list price|8000|112308|Braintree|MA|Red|Gray|no|2|fleet
1G4HD57M19U110862|2009|Buick|Lucerne|CXL|||2991|252010|Blackfoot|ID|Gold|Unknown|no|3|personal
5YFEPRAEXLP089943|2020|Toyota|Corolla|LE CVT|Excellent Price|$641 off avg. list price|15999|5869|Bourbonnais|IL|Silver|Black|no|1|personal
JTEZU5JR5K5197027|2019|Toyota|4Runner|SR5 RWD|Excellent Price||31494|19625|San Antonio|TX|Red|Unknown|no|1|personal
5NPD84LF0KH426861|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$421 off avg. list price|12450|34193|Fontana|CA|Silver|Black|no|1|personal
2C4RDGCG4KR707706|2019|Dodge|Grand Caravan|SXT|Great Price||18895|21033|New Braunfels|TX|Red|Black|no|1|personal
5NPD84LF1KH431163|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$686 off avg. list price|12495|29501|Chantilly|VA|White|Black|no|1|personal
3GKALPEVXKL204484|2019|GMC|Terrain|SLT FWD|Excellent Price|$1150 off avg. list price|18793|43560|Metairie|LA|Silver|Black|no|1|fleet
5XXGT4L31LG384778|2020|Kia|Optima|LX Automatic|Excellent Price||16991|6992|Austin|TX|Blue|Black|no|1|personal
KNMAT2MT7KP535395|2019|Nissan|Rogue|SV FWD|Great Price|$528 off avg. list price|17978|29982|North Charleston|SC|Silver|Black|no|1|personal
1C6RR6TTXKS706929|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Excellent Price|$1319 off avg. list price|27999|10836|Fort Smith|AR|Black|Black|no|1|personal
4JGDA5HB4HA843721|2017|Mercedes-Benz|GLE|GLE 350 4MATIC SUV|Excellent Price|$1300 off avg. list price|23495|59045|Great Neck|NY|Black|Black|no|1|personal
3N1AB7AP8HY348314|2017|Nissan|Sentra|SV CVT|Excellent Price|$947 off avg. list price|8999|62155|Columbus|OH|Gray|Black|no|1|personal
3KPF24AD1KE038943|2019|Kia|Forte|LXS IVT|Excellent Price|$724 off avg. list price|12300|34428|Fontana|CA|White|Black|no|1|personal
5NPDH4AE7DH409004|2013|Hyundai|Elantra|GLS Sedan Automatic|Excellent Price|$661 off avg. list price|6998|69452|Princeton|NJ|White|Gray|1|1|personal
3FA6P0D95KR186660|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1267 off avg. list price|17995|43133|Columbia|MO|Red|Black|no|2|fleet
2C4RC1BG4ER324838|2014|Chrysler|Town & Country|Touring|Excellent Price|$1310 off avg. list price|6900|138472|Tracy|CA|White|Black|no|2|fleet
2GNAXUEV1L6107038|2020|Chevrolet|Equinox|LT with 1LT AWD|Excellent Price|$1077 off avg. list price|22788|15756|Albuquerque|NM|White|Black|no|1|personal
5XYPG4A52LG642875|2020|Kia|Sorento|S V6 FWD|Excellent Price||23491|11098|Arlington|TX|Black|Black|no|1|personal
1HGCR2F3XHA223377|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$1811 off avg. list price|14500|22010|Woodbridge|VA|White|Unknown|1|1|personal
WDDLJ7DB5EA124092|2014|Mercedes-Benz|CLS|CLS 550 RWD|Excellent Price|$3658 off avg. list price|22999|65840|Las Vegas|NV|White|Gray|no|2|personal
3C4NJCCB0KT667187|2019|Jeep|Compass|Limited FWD|Great Price|$676 off avg. list price|18797|28767|Orlando|FL|Black|Black|no|1|personal
4T1B11HK0KU196420|2019|Toyota|Camry|SE Automatic|Excellent Price|$818 off avg. list price|16498|40472|Orlando|FL|White|Black|no|1|personal
YV4960BZ0A1079180|2010|Volvo|XC70|3.2L|||7995|144000|Westport|MA|Blue|Black|1|3|personal
4T1BF1FK4CU585325|2012|Toyota|Camry|L I4 Automatic|Excellent Price|$1313 off avg. list price|7299|153631|Wichita|KS|Silver|Gray|no|3|personal
3C4PDDEG1KT719988|2019|Dodge|Journey|GT AWD|Excellent Price||19415|31466|Corpus Christi|TX|White|Black|no|1|personal
1GCRYDED5LZ114949|2020|Chevrolet|Silverado 1500|LT Double Cab Standard Bed 4WD|Great Price|$694 off avg. list price|31800|10479|Fallston|MD|Black|Black|no|1|personal
3GKALVEV6LL106915|2020|GMC|Terrain|SLT AWD|Excellent Price|$890 off avg. list price|21987|28440|Scottsdale|AZ|White|Black|no|1|personal
5NPD84LF3KH441578|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$436 off avg. list price|12781|39287|Maple Shade|NJ|Silver|Gray|no|1|personal
3N1AB7AP6KY279047|2019|Nissan|Sentra|SV CVT|Excellent Price|$544 off avg. list price|11500|32816|Fontana|CA|Gray|Black|no|1|personal
2C4RDGCGXKR614799|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1042 off avg. list price|13330|40128|Fort Myers|FL|Silver|Black|no|1|personal
2C4RDGCG6KR674465|2019|Dodge|Grand Caravan|SXT|Excellent Price|$697 off avg. list price|17250|34775|Omaha|NE|Silver|Black|no|1|personal
1FTVX14V49KC27545|2009|Ford|F-150|XL SuperCab 8.0' Box 4WD|||5900|151196|West Bend|WI|Black|Unknown|no|1|personal
1N4BL4EV9KC157061|2019|Nissan|Altima|SL FWD|Excellent Price|$1008 off avg. list price|18498|32974|Olympia|WA|Silver|Black|no|1|personal
3N1AB7AP5HY236876|2017|Nissan|Sentra|SV CVT|Excellent Price|$1058 off avg. list price|10995|13386|Manassas|VA|Silver|Black|1|1|personal
KMHGC4DD9DU253631|2013|Hyundai|Genesis|3.8|Excellent Price|$1633 off avg. list price|7000|119514|Salt Lake City|UT|White|Beige|no|2|fleet
1VWBN7A30EC092015|2014|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|Excellent Price||11990|47277|Blue Mound|TX|Black|Beige|no|3|personal
JTHBJ46G172148267|2007|Lexus|ES|ES 350|Excellent Price|$1294 off avg. list price|7555|97338|Chicago|IL|Silver|Gray|no|2|personal
4JGDF6EE0HA948570|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Excellent Price|$1769 off avg. list price|41391|40624|Tallahassee|FL|Silver|Black|no|2|personal
1MEFM55S65A624844|2005|Mercury|Sable|4dr Sedan LS|Excellent Price|$534 off avg. list price|2999|136969|Casa Grande|AZ|White|Gray|no|3|personal
KMHDU4AD2AU187245|2010|Hyundai|Elantra|GLS Sedan Automatic|Excellent Price|$823 off avg. list price|3995|133872|East Brunswick|NJ|Red|Beige|1|1|personal
1C6RD7LT2CS277114|2012|Ram|1500|SLT Crew Cab 5'7" Box 4WD|Excellent Price|$1575 off avg. list price|13200|159137|Tigard|OR|White|Unknown|no|2|personal
3C4NJCCB1KT772613|2019|Jeep|Compass|Limited FWD|Excellent Price|$974 off avg. list price|19200|29551|Albuquerque|NM|Red|Black|no|1|personal
5N1DR2MN0KC622247|2019|Nissan|Pathfinder|SL FWD|Excellent Price||23738|30350|Rockwall|TX|Silver|Black|no|1|personal
1N4AL3AP4FN311070|2015|Nissan|Altima|2.5 S|Excellent Price|$452 off avg. list price|7120|106244|West Valley|UT|White|Black|no|2|personal
4T1B11HK0KU701842|2019|Toyota|Camry|SE Automatic|Great Price|$648 off avg. list price|19827|39210|Cookeville|TN|Black|Unknown|no|2|personal
1C3CDFBB3GD515486|2016|Dodge|Dart|SXT|||5400|102949|San Antonio|TX|Gray|Beige|1|3|fleet
