vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
KMHD74LF8HU194040|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (Ulsan) (PZEV)|Excellent Price|$1264 off avg. list price|9195|13314|Hollywood|FL|Red|Gray|1|1|fleet
JTMWFREV4FD051391|2015|Toyota|RAV4|XLE FWD|Excellent Price|$1291 off avg. list price|15788|55056|Marina Del Rey|CA|Silver|Black|no|2|personal
55SWF4JB0HU222100|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price|$2140 off avg. list price|19880|44996|Kirkland|WA|Black|Black|1|2|fleet
5NMS2CAD8KH116636|2019|Hyundai|Santa Fe|SE 2.4L AWD|Fair Price|$109 off avg. list price|22991|12474|Westbrook|ME|White|Black|no|1|personal
2C4RDGCG8KR735007|2019|Dodge|Grand Caravan|SXT|Great Price|$161 off avg. list price|17873|16547|Phoenix|AZ|White|Black|no|1|personal
KNDJP3A59K7914737|2019|Kia|Soul|+ Automatic|Great Price|$152 off avg. list price|14500|21647|Jacksonville|FL|Black|Gray|no|1|personal
1G1ZB5ST3LF016404|2020|Chevrolet|Malibu|LS with 1LS|Excellent Price|$1533 off avg. list price|14997|2378|Manassas|VA|White|Black|no||personal
2C3CDZBT6KH705305|2019|Dodge|Challenger|R/T RWD|Excellent Price|$1386 off avg. list price|27997|13004|Bullhead City|AZ|Red|Black|no|1|personal
3MYDLBYVXJY306734|2018|Toyota|Yaris iA|Automatic|Excellent Price|$1317 off avg. list price|10099|44895|Victorville|CA|Red|Blue|1|1|fleet
5NPD84LF9HH025575|2017|Hyundai|Elantra|Limited 2.0L Sedan Automatic (alt)|Excellent Price|$770 off avg. list price|13637|19800|Phoenix|AZ|White|Black|no|1|personal
58ABK1GGXHU054121|2017|Lexus|ES|ES 350|Excellent Price|$947 off avg. list price|21444|47950|Macon|GA|Black|Beige|1|1|personal
4JGDA5JB7HA902917|2017|Mercedes-Benz|GLE|GLE 350 SUV RWD|Great Price|$955 off avg. list price|36988|12104|Laguna Niguel|CA|Gray|Black|no|1|personal
1C4HJXENXKW686819|2019|Jeep|Wrangler|Unlimited Sahara|Excellent Price|$2538 off avg. list price|38500|2044|Plainfield|IN|Red|Black|no|1|personal
1FDAF56P46EB70289|2006|Ford|Super Duty F-550|Reg Cab 141" WB 60" CA XL|Excellent Price|$2260 off avg. list price|12486|154000|Stockton|CA|White|Beige|no|4|fleet
1FDXE4FS2HDC10910|2017|Ford|E-Series Cutaway|E-450 176" DRW|||15995|126021|Burbank|IL|White|Gray|1|1|personal
KM8J3CA42HU342404|2017|Hyundai|Tucson|SE AWD|Excellent Price||15990|34774|Blue Mound|TX|White|Gray|no|1|fleet
KNDJP3A53K7689912|2019|Kia|Soul|+ Automatic|Great Price|$398 off avg. list price|10750|37409|Fort Myers|FL|White|Black|no|1|personal
KMHD84LFXKU769307|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$667 off avg. list price|10905|30771|Fort Myers|FL|Red|Gray|no|1|personal
4T1BF1FKXFU010411|2015|Toyota|Camry|SE I4 Automatic|Excellent Price|$1221 off avg. list price|10874|93163|Mount Airy|NC|Silver|Gray|1|2|personal
JN8AT2MV2HW022835|2017|Nissan|Rogue|SL AWD|Great Price|$623 off avg. list price|20675|41981|Tulsa|OK|White|Gray|no|1|personal
4T1B11HK3KU757807|2019|Toyota|Camry|SE Automatic|Great Price||21497|15928|San Antonio|TX|White|Unknown|no|1|personal
KMHCU4AEXDU273394|2013|Hyundai|Accent|GLS Sedan Automatic|Excellent Price|$649 off avg. list price|5499|96743|Jenkintown|PA|Black|Gray|1|2|fleet
4T1B11HK0KU778243|2019|Toyota|Camry|LE Automatic|Great Price|$495 off avg. list price|18948|20202|Vancouver|WA|Silver|Black|no|1|personal
4T1BF1FK4CU546539|2012|Toyota|Camry|SE I4 Automatic|Excellent Price|$1388 off avg. list price|9500|87565|Lynwood|CA|Red|Black|1|2|personal
1FMJK1JT5KEA38225|2019|Ford|Expedition|Max XLT 4WD|Excellent Price|$3437 off avg. list price|34970|38545|Fort Myers|FL|Black|Unknown|no|1|personal
5NPD84LF7KH429451|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price||12910|33714|Stafford|TX|Gray|Gray|no|1|personal
19XFC2F56HE001785|2017|Honda|Civic|LX Sedan CVT|Great Price|$356 off avg. list price|14148|30346|Miami Lakes|FL|Black|Black|no|1|personal
KNDPMCAC6L7629030|2020|Kia|Sportage|LX AWD|Excellent Price|$1416 off avg. list price|17591|29614|Blackfoot|ID|White|Black|no|1|personal
3C6UR5DJ9KG581690|2019|Ram|2500|Big Horn Crew Cab 6'4" Box 4WD|Great Price|$881 off avg. list price|42438|11099|Fort Myers|FL|Black|Black|1|2|personal
55SWF4JB3HU232619|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price|$1731 off avg. list price|22460|28332|Newnan|GA|White|Black|1|1|personal
5YFEPRAE5LP041329|2020|Toyota|Corolla|LE CVT|Great Price|$204 off avg. list price|17176|9725|Colorado Springs|CO|Gray|Gray|no|1|personal
5UXWX7C57BL735290|2011|BMW|X3|xDrive35i AWD|Excellent Price|$1812 off avg. list price|10500|129376|Greenville|SC|Black|Beige|no|1|personal
5NPDH4AE6FH575811|2015|Hyundai|Elantra|SE Sedan Automatic|Excellent Price|$704 off avg. list price|9476|55788|Memphis|TN|Black|Black|2|3|fleet
5GAEV23D09J110704|2009|Buick|Enclave|CXL AWD|Excellent Price|$1170 off avg. list price|5290|149192|Antioch|IL|Silver|Black|no|4|personal
2C4RDGCGXKR621462|2019|Dodge|Grand Caravan|SXT|Fair Price|$110 off avg. list price|18000|34952|Reno|NV|Gray|Black|no|1|personal
MAJ6S3JL0KC307593|2019|Ford|EcoSport|SES 4WD|Excellent Price|$1323 off avg. list price|16998|12556|Olympia|WA|Silver|Black|no|1|personal
1FTFW1CT9BFA59780|2011|Ford|F-150|Platinum SuperCrew 5.5' Box 2WD|Excellent Price||13991|101168|Houston|TX|Black|Gray|no|1|personal
2C4RDGCG5KR692942|2019|Dodge|Grand Caravan|SXT|Fair Price|$66 off avg. list price|18787|19900|North Nampa|ID|Red|Black|no|1|personal
JTKKU10429J042126|2009|Scion|xD|Base Automatic|Excellent Price|$740 off avg. list price|3900|168130|Clarksville|TN|White|Unknown|1|4|personal
KMHD84LF2KU746538|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$605 off avg. list price|11939|34830|Jacksonville|FL|Silver|Gray|no|1|personal
55SWF4JB7HU227715|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price||22659|26425|Carrollton|TX|White|Beige|no|1|personal
1FADP3K27DL170167|2013|Ford|Focus|SE Hatchback|Excellent Price|$628 off avg. list price|6993|77146|Tulsa|OK|White|Unknown|1|2|personal
3FA6P0LU6KR237279|2019|Ford|Fusion|Hybrid SE FWD|Great Price||15900|30270|Dallas|TX|Black|Black|no|1|personal
2C3CCAEG2KH534202|2019|Chrysler|300|Limited RWD|Excellent Price|$940 off avg. list price|21995|36640|Foley|AL|Red|Black|no|1|personal
1FM5K8B86DGB71684|2013|Ford|Explorer|Base 4WD|Excellent Price|$1203 off avg. list price|6446|200663|Ames|IA|Silver|Gray|no|3|fleet
JN8AT2MV5HW262672|2017|Nissan|Rogue|SV AWD|Excellent Price|$897 off avg. list price|18990|25874|Feasterville|PA|Red|Black|no|2|personal
3FADP4BJ0KM131171|2019|Ford|Fiesta|SE Sedan|Excellent Price|$820 off avg. list price|10488|15333|Sacramento|CA|Gray|Black|no|1|personal
VNKKTUD3XHA080805|2017|Toyota|Yaris|L 5-Door Liftback Automatic|Excellent Price|$1111 off avg. list price|7998|41498|West Palm Beach|FL|Black|Black|no|1|fleet
3C4PDCGG4KT803407|2019|Dodge|Journey|Crossroad FWD|Excellent Price|$1956 off avg. list price|14990|18394|Fort Myers|FL|Silver|Black|no|1|personal
1FATP8UH7K5159827|2019|Ford|Mustang|EcoBoost Premium Convertible|Great Price|$753 off avg. list price|23995|27202|Kennesaw|GA|Red|Black|no|1|personal
5YFBURHE3HP703160|2017|Toyota|Corolla|SE CVT|Excellent Price|$1363 off avg. list price|11999|37428|Newport Beach|CA|White|Black|no|1|personal
KNMAT2MV1KP500854|2019|Nissan|Rogue|SV AWD|Great Price|$584 off avg. list price|18500|40009|Tulsa|OK|Black|Black|no|1|personal
3FA6P0LU2KR112652|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$345 off avg. list price|17495|6960|Webster|NY|Blue|Black|no|1|personal
7FARW5H31HE014136|2017|Honda|CR-V|LX FWD|Excellent Price|$1041 off avg. list price|17700|39279|Hoover|AL|Gray|Gray|no|1|personal
1G1BE5SM8K7131378|2019|Chevrolet|Cruze|LT with 1SD Sedan|Excellent Price|$918 off avg. list price|13190|27894|Phoenix|AZ|Gray|Black|no|1|fleet
KNMAT2MT5KP536707|2019|Nissan|Rogue|SV FWD|Fair Price||16892|38337|Cedar Park|TX|White|Black|no|1|personal
JTEBU5JR6K5664537|2019|Toyota|4Runner|SR5 4WD|Great Price||32498|27347|Cedar Park|TX|White|Unknown|no|1|personal
4JGDA5JB8HA967579|2017|Mercedes-Benz|GLE|GLE 350 SUV RWD|Great Price|$1057 off avg. list price|35988|26777|Ontario|CA|White|Beige|no|1|personal
JN8AE2KP2B9007854|2011|Nissan|Quest|S|||6995|119960|Murfreesboro|TN|Gray|Gray|no|4|fleet
2C4RDGCG3KR662192|2019|Dodge|Grand Caravan|SXT|Great Price|$197 off avg. list price|17648|32382|Auburn|CA|Gray|Black|no|1|personal
2T2ZZMCA9HC056279|2017|Lexus|RX|RX 350 FWD|Great Price|$1262 off avg. list price|31995|28032|Las Vegas|NV|Black|Black|no|1|fleet
5XXGT4L32KG358530|2019|Kia|Optima|LX|Great Price|$416 off avg. list price|16611|22462|Salisbury|NC|White|Black|no|1|personal
WDBSK71FX7F126077|2007|Mercedes-Benz|SL|SL 550 V8 Roadster|Excellent Price|$1618 off avg. list price|12800|108350|Picayune|MS|Black|Black|no|5|personal
1FM5K7F86KGA64197|2019|Ford|Explorer|Limited FWD|Excellent Price|$1507 off avg. list price|28495|25537|Kennesaw|GA|Silver|Black|1|1|personal
1GCNCPEH1FZ416163|2015|Chevrolet|Silverado 1500|WT Regular Cab Long Box 2WD|Great Price|$471 off avg. list price|11988|109166|Charlotte|NC|White|Gray|no|3|personal
5NPD84LF5HH075650|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Great Price|$265 off avg. list price|10563|76213|Pinckney|MI|Red|Gray|no|1|personal
2HGFC2F51HH554317|2017|Honda|Civic|LX Sedan CVT|Great Price|$506 off avg. list price|14000|25233|Old Bridge|NJ|Black|Black|1|1|personal
1FMJK2AT5KEA20717|2019|Ford|Expedition|Max Limited 4WD|Great Price|$1641 off avg. list price|48990|36679|Princeton|WV|Black|Black|no|1|personal
JN8AT2MV5HW252059|2017|Nissan|Rogue|SL AWD|Excellent Price|$1603 off avg. list price|20533|25889|Carrollton|GA|Gray|Black|no|1|personal
2C4RDGCG4KR699543|2019|Dodge|Grand Caravan|SXT|Fair Price|$130 off avg. list price|19450|15562|Caseyville|IL|Blue|Black|no|1|personal
4T1BF1FK6CU603002|2012|Toyota|Camry|SE I4 Automatic|Excellent Price|$1618 off avg. list price|9979|41239|El Monte|CA|Red|Black|1|3|personal
1GKS2GKC1KR269243|2019|GMC|Yukon|XL SLT 4WD|Great Price|$1524 off avg. list price|43698|29954|Centennial|CO|Black|Black|no|1|personal
3FA6P0D91KR117500|2019|Ford|Fusion|Titanium AWD|Great Price|$419 off avg. list price|19198|35660|City of Industry|CA|White|Unknown|no|1|personal
2G1WB5EK1A1171348|2010|Chevrolet|Impala|LT|Excellent Price|$797 off avg. list price|4500|133268|Mesa|AZ|Red|Black|1|8|fleet
4T1B11HK3KU769035|2019|Toyota|Camry|LE Automatic|Great Price|$450 off avg. list price|17980|28219|Fremont|CA|Silver|Black|no|1|personal
1N4AL3AP6FC118981|2015|Nissan|Altima|2.5 S|Great Price|$325 off avg. list price|10952|63497|Memphis|TN|Blue|Beige|no|2|fleet
3GCUKSEC1EG403837|2014|Chevrolet|Silverado 1500|LTZ with 1LZ Crew Cab Short Box 4WD|Excellent Price|$899 off avg. list price|21999|124552|Littleton|CO|White|Black|no|1|personal
3FA6P0LU8KR241978|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$157 off avg. list price|14777|42581|Chicago|IL|Gray|Black|no|1|personal
1N4AL3AP8EN221998|2014|Nissan|Altima|2.5 S|Excellent Price||9480|65724|Stafford|TX|Gray|Black|no|2|fleet
2T2ZZMCA3HC063566|2017|Lexus|RX|RX 350 FWD|Great Price|$1187 off avg. list price|31987|38892|Santa Barbara|CA|Silver|Black|no|1|personal
JTEBU5JR1K5670701|2019|Toyota|4Runner|SR5 4WD|Fair Price|$122 off avg. list price|36000|27835|Prescott|AZ|White|Black|no|2|personal
1N4AL3AP4FC257488|2015|Nissan|Altima|2.5 S|Excellent Price|$818 off avg. list price|8899|58637|Santa Ana|CA|Black|Black|no|3|fleet
JTDBU4EE9BJ100202|2011|Toyota|Corolla|LE Automatic|Excellent Price|$796 off avg. list price|7991|73337|Cocoa|FL|Silver|Gray|2|1|personal
1FMCU9G93KUB66658|2019|Ford|Escape|SE AWD|Excellent Price|$1159 off avg. list price|17897|29719|Jersey City|NJ|White|Unknown|no|1|personal
JN8AE2KP2B9007854|2011|Nissan|Quest|S|||6995|119960|Murfreesboro|TN|Gray|Gray|no|4|fleet
1N4AL3AP0GC210542|2016|Nissan|Altima|2.5 S|Excellent Price|$1145 off avg. list price|7993|80305|Wesley Chapel|FL|Gray|Black|1|3|personal
KNMAT2MV6HP569662|2017|Nissan|Rogue|SV AWD|Excellent Price|$1160 off avg. list price|15999|31170|Columbus|OH|Green|Black|no|1|personal
4T1B11HKXKU173386|2019|Toyota|Camry|SE Automatic|Excellent Price|$875 off avg. list price|18991|32239|Tempe|AZ|Black|Gray|no|1|fleet
1G1ZD5ST9KF137737|2019|Chevrolet|Malibu|LT with 1LT|Great Price|$348 off avg. list price|16751|38569|Springfield|TN|Black|Gray|no|1|personal
KNMAT2MT4KP538898|2019|Nissan|Rogue|SV FWD|Great Price||15884|39185|Houston|TX|White|Black|no|1|personal
2C4RDGCG1KR695465|2019|Dodge|Grand Caravan|SXT|Great Price|$138 off avg. list price|16891|30281|Jacksonville|FL|Gray|Black|no|1|personal
2C3CCABG7KH686710|2019|Chrysler|300|S RWD|Great Price|$767 off avg. list price|21988|22632|Anacortes|WA|White|Black|no|1|personal
3N1AB7AP4KY311977|2019|Nissan|Sentra|SV CVT|Great Price|$267 off avg. list price|13498|26745|Winter Park|FL|White|Black|no|1|personal
KNMAT2MT2KP529679|2019|Nissan|Rogue|SV FWD|Great Price||17271|34939|Austin|TX|Gray|Black|no|1|personal
2C3CCAEG2KH536290|2019|Chrysler|300|Limited RWD|Great Price|$680 off avg. list price|18872|45172|Lawton|OK|Black|Black|no|2|personal
5XXGT4L32KG335412|2019|Kia|Optima|LX|Excellent Price|$731 off avg. list price|15495|22387|Carson|CA|Silver|Black|no|1|personal
4S4BSANC5K3362351|2019|Subaru|Outback|2.5i Limited|Excellent Price||25988|23748|Jersey Village|TX|Blue|Gray|no|1|personal
3N1CN7AP6KL842983|2019|Nissan|Versa|SV Sedan CVT|Excellent Price|$530 off avg. list price|11500|30977|Virginia Beach|VA|Gray|Black|no|1|personal
1G11Z5SA1KU135764|2019|Chevrolet|Impala|LT with 1LT|Great Price||17877|43169|Lewisville|TX|White|Black|no|1|personal
1GCHSAEA4F1213704|2015|Chevrolet|Colorado|WT Extended Cab Standard Box 2WD Manual|Excellent Price|$998 off avg. list price|11500|101513|Columbia|SC|White|Black|no|1|fleet
1GNSKBKC5KR350655|2019|Chevrolet|Tahoe|LT 4WD|Fair Price|$13 off avg. list price|43500|22303|Lawrenceville|GA|White|Black|no|1|personal
1GAZGPFG1K1166338|2019|Chevrolet|Express Passenger|3500 LT LWB|Great Price|$202 off avg. list price|22598|40669|Clearwater|FL|White|Gray|no|1|personal
1C6RR6TT9KS561883|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Excellent Price|$1556 off avg. list price|24500|44755|Mattoon|IL|Black|Black|no||personal
5N1AT2MT2KC701793|2019|Nissan|Rogue|SV FWD|Great Price||17981|26768|Weimar|TX|Silver|Black|no|1|personal
5NPEU46FX9H542722|2009|Hyundai|Sonata|Limited V6 Automatic|Excellent Price|$1406 off avg. list price|5990|72071|Riverhead|NY|Black|Brown|no|1|personal
3N1AB7AP6KY240457|2019|Nissan|Sentra|S CVT|Great Price|$215 off avg. list price|11997|25562|Morristown|NJ|White|Black|no|2|personal
2T2ZZMCA8HC066933|2017|Lexus|RX|RX 350 FWD|Excellent Price|$1665 off avg. list price|33517|13798|Torrance|CA|Silver|Gray|no|1|personal
2T3BF4DV8BW153003|2011|Toyota|RAV4|I4 4WD|Excellent Price|$733 off avg. list price|7854|141089|Mechanicsville|VA|White|Beige|no|2|personal
1FATP8UH4K5162412|2019|Ford|Mustang|EcoBoost Premium Convertible|Excellent Price|$1311 off avg. list price|21500|33230|Mesa|AZ|White|Black|no|1|personal
5N1DR2MM6KC637357|2019|Nissan|Pathfinder|SL 4WD|Great Price|$917 off avg. list price|25500|21850|Lillington|NC|Gray|Black|no|1|personal
1G1ZE5ST2HF277666|2017|Chevrolet|Malibu|LT with 1LT|Excellent Price|$2581 off avg. list price|12950|38517|Omaha|NE|Brown|Black|no|2|personal
3GNFK16Y17G249718|2007|Chevrolet|Suburban|LT 1500 4WD|Excellent Price|$1498 off avg. list price|7600|208787|Wichita|KS|Black|Unknown|2|4|personal
1FADP3N22EL191506|2014|Ford|Focus|Titanium Hatchback|Excellent Price|$1054 off avg. list price|8990|32173|Tampa|FL|White|Unknown|no|2|personal
19XFC2F56HE058309|2017|Honda|Civic|LX Sedan CVT|Great Price|$425 off avg. list price|14998|12025|Sanford|FL|Black|Gray|no|1|personal
1GNSKHKC1KR379296|2019|Chevrolet|Suburban|LT 4WD|Great Price|$692 off avg. list price|39374|38316|Little Rock|AR|White|Black|no|1|personal
5NPD84LF7KH441048|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$377 off avg. list price|13991|26460|Tempe|AZ|Gray|Black|no|1|fleet
3VWC57BU5KM086684|2019|Volkswagen|Jetta|S Automatic|Excellent Price|$1205 off avg. list price|13124|17003|Phoenix|AZ|Black|Black|no|1|fleet
1GCRYDED1LZ102510|2020|Chevrolet|Silverado 1500|LT Double Cab Standard Bed 4WD|Great Price|$926 off avg. list price|33997|7954|Fond du Lac|WI|White|Black|no|1|personal
2T1BU4EEXDC098359|2013|Toyota|Corolla|LE Automatic|Excellent Price|$908 off avg. list price|6950|132900|Forest Lake|MN|Silver|Gray|no|1|personal
NM0LS7E77H1300904|2017|Ford|Transit Connect Van|XL with Rear Symmetrical Doors LWB|Excellent Price||11500|101010|Austin|TX|White|Black|no|1|personal
5XXGT4L37HG167971|2017|Kia|Optima|LX|Excellent Price|$1696 off avg. list price|11970|48637|Albuquerque|NM|Gray|Black|no|2|fleet
2C4RDGCG8KR751806|2019|Dodge|Grand Caravan|SXT|Fair Price|$120 off avg. list price|18073|14421|Phoenix|AZ|Black|Black|no|1|personal
3FADP4BJ0KM131171|2019|Ford|Fiesta|SE Sedan|Excellent Price|$776 off avg. list price|10488|15333|Sacramento|CA|Gray|Black|no|1|personal
1N4BL4EV5KC197024|2019|Nissan|Altima|SL FWD|Great Price|$422 off avg. list price|18998|38714|Michigan City|IN|Silver|Black|1|1|personal
1G1ZB5ST3LF016404|2020|Chevrolet|Malibu|LS with 1LS|Excellent Price|$1469 off avg. list price|14997|2378|Manassas|VA|White|Black|no||personal
WDDGF81X68F176914|2008|Mercedes-Benz|C-Class|C 300 4MATIC Sport Sedan|Excellent Price|$1631 off avg. list price|6995|99808|Huntington Station|NY|Silver|Black|no|4|fleet
19XFC2F59HE054500|2017|Honda|Civic|LX Sedan CVT|Great Price||15800|21650|Beaumont|TX|White|Unknown|no|1|personal
5YFEPRAE3LP003954|2020|Toyota|Corolla|LE CVT|Great Price|$259 off avg. list price|17995|16893|San Jose|CA|Silver|Unknown|no|1|personal
4JGDA5HB7HA935891|2017|Mercedes-Benz|GLE|GLE 350 4MATIC SUV|Great Price|$647 off avg. list price|33395|45822|Hanover|MA|Blue|Brown|1|1|personal
3N1CN7AP0KL831641|2019|Nissan|Versa|SV Sedan CVT|Great Price|$439 off avg. list price|11750|34600|Omaha|NE|White|Black|no|1|personal
3FA6P0MU9KR185497|2019|Ford|Fusion|Hybrid SEL FWD|Excellent Price|$971 off avg. list price|16183|27957|San Jose|CA|Silver|Black|no|1|personal
1GCVKREC4EZ382611|2014|Chevrolet|Silverado 1500|LT with 2LT Double Cab Standard Box 4WD|Excellent Price|$1857 off avg. list price|17500|131794|Lakewood|CO|Gray|Gray|no|1|personal
KNDJP3A53K7672964|2019|Kia|Soul|+ Automatic|Great Price|$114 off avg. list price|14495|31958|New Bern|NC|Blue|Black|no|1|personal
KNMAT2MT6KP528017|2019|Nissan|Rogue|SV FWD|Great Price|$513 off avg. list price|15533|32916|Jacksonville|FL|White|Black|no|1|personal
4T1B11HK5KU214071|2019|Toyota|Camry|SE Automatic|Great Price|$359 off avg. list price|19669|30987|Staunton|VA|Black|Black|no|1|personal
1GAHG39U651106212|2005|Chevrolet|Express Passenger|3500 Base RWD LWB|||4995|218200|Las Vegas|NV|White|Gray|no|4|fleet
JN8AT2MVXHW018287|2017|Nissan|Rogue|SV AWD|Excellent Price|$947 off avg. list price|16988|28533|Englewood|CO|White|Beige|1|1|personal
4T1BF1FK8DU228957|2013|Toyota|Camry|LE I4 Automatic|Excellent Price|$1083 off avg. list price|7681|154262|Ocala|FL|Gray|Unknown|no|2|fleet
5J8TB18588A802915|2008|Acura|RDX|AWD with Technology Package|Excellent Price|$1595 off avg. list price|7999|95248|Tacoma|WA|Blue|Black|1|1|personal
WDDSJ4EBXJN512494|2018|Mercedes-Benz|CLA|CLA 250 FWD|Great Price|$453 off avg. list price|22080|47741|Longwood|FL|White|Beige|no|1|personal
3C4PDCBB5KT756321|2019|Dodge|Journey|SE FWD|Great Price|$650 off avg. list price|17493|10397|Tulsa|OK|White|Black|no|1|personal
1FTFW1ET7BFC33147|2011|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|Excellent Price|$2215 off avg. list price|14995|91755|Wildwood|FL|Blue|Gray|no|1|personal
1FAHP3K2XCL220124|2012|Ford|Focus|SE Hatchback|Excellent Price||5399|84000|Arlington|TX|White|Unknown|no|3|personal
1B3HB48B07D558171|2007|Dodge|Caliber|SXT FWD Manual|||1995|175179|Manassas|VA|Silver|Unknown|2|6|personal
2HGFB2F51CH569623|2012|Honda|Civic|LX Sedan Automatic|Excellent Price|$325 off avg. list price|5999|150283|Newark|CA|Black|Black|no|2|personal
3FA6P0LU9KR206348|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$390 off avg. list price|16243|30532|Riverdale|UT|Unknown|Black|no|1|personal
WBSLX9C58DC968624|2013|BMW|M6|Coupe|||24299|96098|Orlando|FL|Brown|Beige|no|2|fleet
5NPEB4AC4BH042421|2011|Hyundai|Sonata|GLS 2.4L Automatic|Excellent Price|$538 off avg. list price|6999|69166|Orlando|FL|Gray|Gray|no|3|personal
1C4HJXEGXKW630137|2019|Jeep|Wrangler|Unlimited Moab|Great Price|$1254 off avg. list price|39950|14947|Mount Vernon|WA|Black|Black|no||personal
5N1AT2MT1KC716687|2019|Nissan|Rogue|SV FWD|Great Price||16500|38249|McKinney|TX|Gray|Black|no|1|personal
5N1BA0NF1CN605408|2012|Nissan|Armada|Platinum RWD|Excellent Price||11495|109373|New Braunfels|TX|Black|Black|no|2|personal
JN8AZ2KR4ET352445|2014|Nissan|Cube|1.8 S CVT|Excellent Price|$949 off avg. list price|6499|80405|Littleton|CO|Black|Black|no|1|personal
JTLZE4FE9DJ034851|2013|Scion|xB|Base Automatic|Excellent Price|$1025 off avg. list price|6500|139412|Long Beach|CA|Black|Black|1|2|fleet
1C4RDJDG4KC744761|2019|Dodge|Durango|GT Plus AWD|Excellent Price|$1176 off avg. list price|26999|17695|Humboldt|TN|Gray|Black|no|1|personal
2C3CCAKG8KH566396|2019|Chrysler|300|Limited AWD|Excellent Price|$1762 off avg. list price|22198|26992|Victorville|CA|Gray|Black|no|1|personal
1N4BL4CV8KC152890|2019|Nissan|Altima|SR FWD|Great Price|$443 off avg. list price|16919|47223|Birmingham|AL|White|Black|1|2|fleet
JTHBK1GG6F2166059|2015|Lexus|ES|ES 350|Excellent Price|$1244 off avg. list price|17999|35515|Tampa|FL|White|Beige|no|3|personal
2C4RDGCG3KR519565|2019|Dodge|Grand Caravan|SXT|Great Price|$414 off avg. list price|17700|36283|Gresham|OR|Gray|Black|no|1|fleet
5YFBURHE6GP505641|2016|Toyota|Corolla|L Automatic|Excellent Price|$1346 off avg. list price|8700|83000|Pensacola|FL|White|Gray|1|2|personal
KNMAT2MT5KP504792|2019|Nissan|Rogue|SV FWD|Great Price||16996|31328|Dallas|TX|Gray|Black|1|1|fleet
5NMS2CAD4KH020180|2019|Hyundai|Santa Fe|SE 2.4L AWD|Excellent Price|$1361 off avg. list price|18900|22929|Eugene|OR|Black|Black|no|1|personal
4T1B11HK7KU740153|2019|Toyota|Camry|SE Automatic|Great Price||19950|35439|Dallas|TX|White|Gray|1|1|personal
1VWBN7A33EC034867|2014|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|Excellent Price||10990|45867|Addison|TX|Black|Unknown|no|2|fleet
2C4RDGCG2KR557949|2019|Dodge|Grand Caravan|SXT|Great Price|$411 off avg. list price|17988|35587|Boise|ID|Silver|Black|no|1|personal
3N1CN7AP0KL849217|2019|Nissan|Versa|SV Sedan CVT|Great Price|$288 off avg. list price|11291|28293|Chandler|AZ|Gray|Black|1|1|personal
1C6RR6TT2KS697188|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Great Price|$1074 off avg. list price|29995|11833|Payson|AZ|Gray|Black|no|1|fleet
KNMAT2MT8KP501465|2019|Nissan|Rogue|SV FWD|Fair Price||17184|39634|Dallas|TX|Black|Black|no|1|personal
KNMAT2MT5HP539308|2017|Nissan|Rogue|SV FWD|Excellent Price|$558 off avg. list price|12995|49771|Miami|FL|Black|Black|no|3|fleet
JM3KFBDL4H0128767|2017|Mazda|CX-5|Grand Touring AWD|Great Price|$377 off avg. list price|22495|36548|Boardman|OH|Black|Beige|no|1|personal
3VWC57BU2KM062357|2019|Volkswagen|Jetta|S Automatic|Excellent Price|$861 off avg. list price|13500|32008|Fredericksburg|VA|White|Black|no|1|personal
2G11Z5SA5K9130855|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$817 off avg. list price|16498|26548|Victorville|CA|Gray|Black|no|1|personal
5UXWX9C56D0A15465|2013|BMW|X3|xDrive28i AWD|Excellent Price||9995|105207|Carrollton|TX|Blue|Beige|no|2|personal
1FATP8UH0K5162343|2019|Ford|Mustang|EcoBoost Premium Convertible|Great Price|$881 off avg. list price|29964|22566|Greenwood|IN|Black|Black|no|1|personal
1NXBU4EE8AZ172694|2010|Toyota|Corolla|LE Automatic|Excellent Price|$496 off avg. list price|5973|117526|Alexandria|VA|Blue|Unknown|no|2|personal
KM8J23A47KU869977|2019|Hyundai|Tucson|SE FWD|Fair Price|$94 off avg. list price|14890|33462|Winter Haven|FL|White|Gray|no|1|personal
