vin,year,make,model,trim,pricecategory,price,mileage,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,cartype,ReliabilityRank,CostOfLivingRank,CostOfLivingIndex,TransportationIndex,BrandPercentSales,BrandAvgDaysToTurn,CarClass,ReviewScore,AvgMPG
2GNAXJEV7J6204403,2018,CHEVROLET,EQUINOX,LT WITH 1LT FWD,GREAT PRICE,16900,55086,LONGS,SC,WHITE,BLACK,0,1,PERSONAL,Y,SUV,9.0,23,95.5,92.9,11.692583720044867,78.23076923076923,AFFORDABLE COMPACT SUVS,8.4,29.0
SCBCR63WX6C037069,2006,BENTLEY,CONTINENTAL GT,GT W12,EXCELLENT PRICE,38995,23976,HOUSTON,TX,BLACK,UNKNOWN,0,2,PERSONAL,N,CONVERTIBLE,,14,91.7,91.1,,,,,
1D7HW48NX8S567928,2008,DODGE,DAKOTA,SLT CREW CAB SHORT BED 4WD,NAN,5977,112652,THORP,WI,RED,GRAY,1,3,FLEET,N,PICKUP,25.0,24,95.7,96.9,2.126715603110482,98.53846153846153,,,
1C6RR7LT6JS250741,2018,RAM,1500,"HARVEST CREW CAB 5'7"" BOX 4WD",EXCELLENT PRICE,25995,35565,ANCHORAGE,AK,GRAY,UNKNOWN,0,0,PERSONAL,Y,PICKUP,19.0,46,128.4,120.0,4.144945910843808,98.15384615384616,FULL SIZE TRUCKS,8.7,22.5
3FA6P0HD7JR109723,2018,FORD,FUSION,SE FWD,EXCELLENT PRICE,13020,65268,ROSENBERG,TX,BLACK,BLACK,0,1,PERSONAL,N,SEDAN,10.0,14,91.7,91.1,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
1FM5K8DH8HGC04512,2017,FORD,EXPLORER,XLT 4WD,GREAT PRICE,24999,52148,FORT WAYNE,IN,SILVER,BLACK,0,1,PERSONAL,Y,SUV,10.0,7,89.5,98.3,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE SUVS,7.3,20.5
WBAPN7C57BA782159,2011,BMW,3 SERIES,335D SEDAN,EXCELLENT PRICE,9877,120291,NASHVILLE,TN,BLACK,BEIGE,0,4,PERSONAL,Y,SEDAN,8.0,11,90.0,87.9,1.7781767945930906,74.0,,,
5TDYK4CC8AS300183,2010,TOYOTA,SIENNA,XLE 7-PASSENGER FWD,EXCELLENT PRICE,8950,130082,RIVERDALE,UT,BEIGE,UNKNOWN,2,2,PERSONAL,Y,VAN/MINIVAN,5.0,26,96.9,105.3,12.1872269830779,43.23076923076923,MINIVANS,8.1,23.0
5NPEU46F69H451060,2009,HYUNDAI,SONATA,LIMITED V6 AUTOMATIC,EXCELLENT PRICE,5200,150978,AURORA,CO,SILVER,GRAY,0,4,PERSONAL,Y,SEDAN,13.0,33,103.2,105.8,4.156328806440607,79.07692307692308,AFFORDABLE MIDSIZE CARS,8.3,30.5
JTMRFREV6HJ172537,2017,TOYOTA,RAV4,XLE AWD,EXCELLENT PRICE,19497,33358,MILFORD,MA,BLUE,UNKNOWN,0,1,PERSONAL,Y,SUV,5.0,47,129.7,111.9,12.1872269830779,43.23076923076923,AFFORDABLE COMPACT SUVS,7.9,30.5
1FMCU9G91HUA29243,2017,FORD,ESCAPE,SE 4WD,GREAT PRICE,13000,85229,ASHLAND,VA,BLACK,BLACK,0,2,PERSONAL,Y,SUV,10.0,31,101.4,93.8,13.832688602095642,71.61538461538461,AFFORDABLE COMPACT SUVS,8.3,25.0
1ZVFT82H775369113,2007,FORD,MUSTANG,GT PREMIUM COUPE,EXCELLENT PRICE,7988,115744,CAMP VERDE,AZ,SILVER,BLACK,0,4,PERSONAL,Y,COUPE,10.0,29,100.1,105.6,13.832688602095642,71.61538461538461,AFFORDABLE SPORTS CARS,8.3,26.0
5N3AA08C05N804893,2005,INFINITI,QX56,4WD,NAN,6500,133823,LAS VEGAS,NV,UNKNOWN,UNKNOWN,0,4,PERSONAL,N,,24.0,38,108.8,120.4,0.6528082167930821,68.3076923076923,,,
JTMBD33V975062399,2007,TOYOTA,RAV4,I4 4WD,EXCELLENT PRICE,6550,107758,WOODINVILLE,WA,BLUE,GRAY,1,2,PERSONAL,Y,SUV,5.0,39,112.2,118.6,12.1872269830779,43.23076923076923,AFFORDABLE COMPACT SUVS,7.9,30.5
4T1B11HKXKU215538,2019,TOYOTA,CAMRY,SE AUTOMATIC,EXCELLENT PRICE,18000,36663,BOERNE,TX,WHITE,BLACK,0,1,FLEET,N,SEDAN,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
2GNAXJEV7J6223937,2018,CHEVROLET,EQUINOX,LT WITH 1LT FWD,GREAT PRICE,20486,11827,GLENDALE HEIGHTS,IL,WHITE,BLACK,0,1,PERSONAL,Y,SUV,9.0,9,89.7,104.8,11.692583720044867,78.23076923076923,AFFORDABLE COMPACT SUVS,8.4,29.0
4T1BF1FK4HU386217,2017,TOYOTA,CAMRY,XLE I4 AUTOMATIC,GREAT PRICE,16693,50364,ALEXANDRIA,KY,WHITE,UNKNOWN,0,1,PERSONAL,Y,SEDAN,5.0,19,94.2,94.5,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
3GNAXUEV0KS589811,2019,CHEVROLET,EQUINOX,LT WITH 1LT AWD,EXCELLENT PRICE,21990,8459,BRYAN,OH,WHITE,BLACK,0,1,PERSONAL,Y,SUV,9.0,15,92.1,105.1,11.692583720044867,78.23076923076923,AFFORDABLE COMPACT SUVS,8.4,29.0
1G1JC5SH1E4109314,2014,CHEVROLET,SONIC,LT SEDAN AT,EXCELLENT PRICE,7499,59171,WAHIAWA,HI,SILVER,BLACK,0,3,FLEET,Y,SEDAN,9.0,52,197.6,146.6,11.692583720044867,78.23076923076923,AFFORDABLE SMALL CARS,8.4,30.0
1C4NJDCB5ED544839,2014,JEEP,COMPASS,LIMITED 4WD,EXCELLENT PRICE,9990,75210,RIVERHEAD,NY,WHITE,GRAY,1,1,PERSONAL,Y,SUV,26.0,50,155.9,110.8,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.0,27.5
3N1AB7APXKY244835,2019,NISSAN,SENTRA,S CVT,EXCELLENT PRICE,11999,39796,FORT WAYNE,IN,GRAY,BLACK,0,1,FLEET,Y,SEDAN,16.0,7,89.5,98.3,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
1HGCV1F15JA222633,2018,HONDA,ACCORD,LX 1.5T CVT,EXCELLENT PRICE,18375,18256,CHARLOTTESVILLE,VA,WHITE,GRAY,0,2,PERSONAL,Y,SEDAN,18.0,31,101.4,93.8,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
1G1ZD5ST1JF223896,2018,CHEVROLET,MALIBU,LT WITH 1LT,EXCELLENT PRICE,12950,63086,RALEIGH,NC,BLACK,BLACK,1,1,FLEET,Y,SEDAN,9.0,22,95.5,93.6,11.692583720044867,78.23076923076923,AFFORDABLE MIDSIZE CARS,7.8,32.5
