ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,age,odo,price,owner_0,owner_1,owner_2,usage_FLEET,usage_PERSONAL,LuxurySportsOrHybrid_N,LuxurySportsOrHybrid_U,LuxurySportsOrHybrid_Y,drivetrain_AWD,drivetrain_FWD,accidenthist_N,accidenthist_Y,colorexterior_BLACK,colorexterior_BLUE,colorexterior_GRAY,colorexterior_OTHER,colorexterior_RED,colorexterior_SILVER,colorexterior_WHITE,colorinterior_BEIGE,colorinterior_BLACK,colorinterior_GRAY,colorinterior_OTHER,bodytype_CONVERTIBLE,bodytype_COUPE,bodytype_HATCHBACK,bodytype_PICKUP,bodytype_SEDAN,bodytype_SUV,bodytype_TRUCK,bodytype_VAN/MINIVAN,bodytype_WAGON
31.0,27,0.6898618253052382,94.76923076923077,8.0,20.5,1,24.2,21.999,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9.0,10,11.692583720044867,78.23076923076923,7.8,32.5,1,37.731,14.914,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.0,49,13.832688602095642,71.61538461538461,8.2,26.0,1,26.84,16.249,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,7,97.771,4.99,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.0,21,12.1872269830779,43.23076923076923,7.5,19.0,1,15.313,33.895,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.0,27,0.6898618253052382,94.76923076923077,8.0,20.5,1,21.958,18.97,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,6,2.208680273976825,57.92307692307692,8.4,19.0,3,28.678,36.25,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,10,8.336902292535045,48.69230769230769,8.4,23.5,10,116.049,7.49,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6.0,29,2.2234046752368357,58.76923076923077,7.8,30.5,6,50.387,13.612,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,4,56.122,13.588,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26.0,27,5.534839958792396,74.23076923076923,7.0,27.5,1,33.333,18.498,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,49,12.1872269830779,43.23076923076923,7.9,32.0,9,122.266,5.9,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22.0,27,2.208680273976825,57.92307692307692,7.9,28.5,8,89.619,15.39,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,27,3.9890632445645786,73.38461538461539,8.4,36.0,3,46.803,7.598,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,23.5,1,10.625,21.92,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,7,3.9890632445645786,73.38461538461539,8.5,28.5,1,32.925,13.999,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
16.0,9,6.28802759768661,76.23076923076923,7.4,29.5,3,30.449,15.99,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,49,3.9890632445645786,73.38461538461539,8.4,28.5,1,16.636,15.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,33,11.692583720044867,78.23076923076923,7.6,18.5,1,36.401,39.393,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,49,12.1872269830779,43.23076923076923,8.7,35.0,1,28.436,16.999,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.0,23,2.2234046752368357,58.76923076923077,7.8,30.5,7,55.889,9.98,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,19.395,17.972,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,49,1.6699578894174951,54.30769230769231,7.5,25.5,3,25.581,30.999,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,47,12.1872269830779,43.23076923076923,7.9,22.0,3,27.033,26.997,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,14,5.534839958792396,74.23076923076923,7.0,27.5,1,13.057,21.999,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,11,2.208680273976825,57.92307692307692,7.9,28.5,12,81.244,7.587,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.5,29.0,3,159.362,16.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,29.5,1,42.974,15.971,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,8,12.1872269830779,43.23076923076923,7.9,32.0,10,100.236,5.6,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22.0,8,2.208680273976825,57.92307692307692,8.0,25.5,3,27.12,29.862,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10.0,27,13.832688602095642,71.61538461538461,7.9,31.0,1,16.6,11.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10.0,2,13.832688602095642,71.61538461538461,8.2,26.0,1,23.037,17.0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.0,5,13.832688602095642,71.61538461538461,8.2,26.0,1,23.717,19.7,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.2,34.0,5,81.591,10.196,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,3,13.832688602095642,71.61538461538461,8.2,26.0,1,14.812,16.779,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13.0,34,4.156328806440607,79.07692307692308,8.1,31.0,1,39.705,13.588,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.0,49,13.832688602095642,71.61538461538461,8.2,26.0,1,35.382,20.988,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,26,8.336902292535045,48.69230769230769,8.2,34.0,5,98.796,9.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,50,2.208680273976825,57.92307692307692,8.4,19.0,3,44.58,33.995,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.4,23.5,1,34.096,24.99,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,6,2.126715603110482,98.53846153846153,5.5,22.0,1,25.834,19.933,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.0,49,2.126715603110482,98.53846153846153,8.3,24.5,1,0.02,22.498,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,7.9,30.5,3,110.141,11.995,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17.0,49,0.8766066421183164,65.53846153846153,7.9,25.0,3,42.919,18.5,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,49,3.9890632445645786,73.38461538461539,8.4,28.5,1,15.085,15.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,49,0.6528082167930821,68.3076923076923,7.4,26.5,0,4.303,30.777,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,3,2.208680273976825,57.92307692307692,8.4,19.0,3,29.708,38.0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,11,8.336902292535045,48.69230769230769,8.5,29.0,6,95.114,11.69,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,29,4.128452974634556,23.23076923076923,7.7,33.0,2,9.15,14.9,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
16.0,10,6.28802759768661,76.23076923076923,7.7,33.5,5,101.679,6.899,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14.0,33,3.9890632445645786,73.38461538461539,8.4,28.5,1,41.264,13.877,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,7.9,26.5,1,30.496,12.95,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.0,1,11.692583720044867,78.23076923076923,7.6,18.5,1,42.051,36.972,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,5,81.208,11.99,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,10,12.1872269830779,43.23076923076923,8.1,23.0,9,95.655,10.0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18.0,27,8.336902292535045,48.69230769230769,8.5,29.0,9,34.088,13.076,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22.0,27,2.208680273976825,57.92307692307692,7.9,28.5,3,40.489,19.298,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14.0,14,3.9890632445645786,73.38461538461539,8.5,25.5,9,94.066,6.499,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18.0,50,8.336902292535045,48.69230769230769,8.2,34.0,5,42.964,12.498,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,43,6.28802759768661,76.23076923076923,7.4,29.5,3,91.272,11.995,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13.0,11,4.156328806440607,79.07692307692308,8.3,30.5,7,130.246,6.499,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31.0,50,0.6898618253052382,94.76923076923077,7.9,23.0,1,40.676,19.248,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31.0,19,0.6898618253052382,94.76923076923077,8.0,20.5,1,14.439,23.2,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,38,13.832688602095642,71.61538461538461,7.9,31.0,5,41.793,5.495,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,44,6.28802759768661,76.23076923076923,7.2,33.0,1,23.309,12.999,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,38,2.208680273976825,57.92307692307692,7.9,28.5,3,28.155,22.485,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,15,13.832688602095642,71.61538461538461,8.2,26.0,1,27.602,15.999,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9.0,11,11.692583720044867,78.23076923076923,7.9,18.5,1,41.25,41.377,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,14,2.208680273976825,57.92307692307692,8.4,19.0,2,30.155,24.491,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24.0,43,0.6528082167930821,68.3076923076923,7.4,26.5,9,88.55,8.599,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18.0,7,8.336902292535045,48.69230769230769,8.1,34.0,3,33.704,17.377,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9.0,20,11.692583720044867,78.23076923076923,7.6,18.5,1,8.533,39.999,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,22,12.1872269830779,43.23076923076923,8.7,35.0,1,42.312,18.1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18.0,49,8.336902292535045,48.69230769230769,8.1,34.0,3,82.916,12.495,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,17,11.692583720044867,78.23076923076923,8.4,29.0,0,7.554,21.75,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6.0,31,2.2234046752368357,58.76923076923077,7.8,30.5,6,39.043,12.411,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,30,8.336902292535045,48.69230769230769,8.2,34.0,6,48.581,8.488,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6.0,14,2.2234046752368357,58.76923076923077,7.8,30.5,6,50.785,12.99,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,31,6.28802759768661,76.23076923076923,6.9,35.0,1,39.554,11.0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.2,33.0,1,41.113,13.988,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.5,29.0,3,67.074,15.301,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22.0,14,2.208680273976825,57.92307692307692,8.4,19.0,2,17.226,23.8,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,19,8.336902292535045,48.69230769230769,8.1,34.0,3,29.11,14.4,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,29.5,1,30.212,17.499,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,13,8.336902292535045,48.69230769230769,8.5,29.0,9,134.102,7.478,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13.0,31,4.156328806440607,79.07692307692308,8.1,31.0,1,16.547,14.499,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,29,1.6699578894174951,54.30769230769231,7.5,25.5,3,49.891,29.883,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,23,6.28802759768661,76.23076923076923,7.4,29.5,1,31.893,17.978,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.0,5,11.692583720044867,78.23076923076923,8.2,25.5,1,10.465,17.817,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,3,2.811,15.99,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,7.9,32.0,0,12.287,15.999,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,46,2.208680273976825,57.92307692307692,7.9,28.5,3,11.399,35.995,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,50,2.208680273976825,57.92307692307692,7.9,28.5,6,98.15,11.615,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,14,2.126715603110482,98.53846153846153,8.3,24.5,1,12.309,20.8,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5.0,31,12.1872269830779,43.23076923076923,7.9,30.5,10,162.222,5.977,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.7,33.5,5,71.0,8.999,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,11,6.28802759768661,76.23076923076923,7.7,33.5,6,144.062,6.499,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,27,1.6699578894174951,54.30769230769231,7.5,25.5,3,30.778,28.298,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.4,29.5,2,56.611,13.163,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13.0,13,4.156328806440607,79.07692307692308,7.9,26.5,1,36.617,15.366,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18.0,39,8.336902292535045,48.69230769230769,8.2,34.0,3,48.286,18.998,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.2,33.0,2,47.141,12.298,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,48,6.28802759768661,76.23076923076923,7.2,33.0,7,98.699,5.569,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,7,6.28802759768661,76.23076923076923,7.2,33.0,1,48.186,12.986,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,10,5.534839958792396,74.23076923076923,7.0,27.5,1,35.139,18.6,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,22,8.336902292535045,48.69230769230769,8.1,34.0,3,54.545,14.497,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12.0,31,0.8453554773218747,80.23076923076923,7.2,23.5,1,32.531,24.9,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,14,4.156328806440607,79.07692307692308,7.9,26.5,1,39.366,16.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16.0,22,6.28802759768661,76.23076923076923,7.7,33.5,1,35.708,17.495,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,45,2.208680273976825,57.92307692307692,8.4,19.0,3,52.176,36.495,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22.0,49,2.208680273976825,57.92307692307692,8.4,19.0,3,41.773,40.378,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,10.796,17.861,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
16.0,27,6.28802759768661,76.23076923076923,7.4,29.5,1,37.773,14.992,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13.0,8,4.156328806440607,79.07692307692308,8.5,25.5,1,19.63,19.283,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,49,3.9890632445645786,73.38461538461539,8.4,28.5,0,19.609,18.788,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8.0,38,1.7781767945930906,74.0,8.6,26.5,7,46.607,13.397,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,45.012,15.026,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,14,1.6699578894174951,54.30769230769231,8.1,27.5,3,32.452,24.995,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,14,2.126715603110482,98.53846153846153,5.5,22.0,1,33.936,16.624,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,37,6.28802759768661,76.23076923076923,7.2,33.0,1,30.504,13.995,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,31,6.28802759768661,76.23076923076923,7.2,33.0,3,45.524,11.75,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,22,12.1872269830779,43.23076923076923,7.9,32.0,0,5.11,15.189,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,43,1.6699578894174951,54.30769230769231,8.1,27.5,5,91.701,15.198,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.7,33.5,4,50.793,10.997,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24.0,20,0.6528082167930821,68.3076923076923,7.9,23.5,3,25.081,21.999,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28.0,14,3.3940162460390058,72.07692307692308,7.8,28.0,1,20.169,20.987,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,50,1.6699578894174951,54.30769230769231,8.0,25.0,3,16.167,25.995,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,14,6.28802759768661,76.23076923076923,6.9,35.0,9,160.995,4.0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,29,6.28802759768661,76.23076923076923,7.2,33.0,1,28.661,12.452,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.7,33.5,1,33.399,15.652,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
