ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,age,odo,price,owner_0,owner_1,owner_2,usage_FLEET,usage_PERSONAL,LuxurySportsOrHybrid_N,LuxurySportsOrHybrid_U,LuxurySportsOrHybrid_Y,drivetrain_AWD,drivetrain_FWD,accidenthist_N,accidenthist_Y,colorexterior_BLACK,colorexterior_BLUE,colorexterior_GRAY,colorexterior_OTHER,colorexterior_RED,colorexterior_SILVER,colorexterior_WHITE,colorinterior_BEIGE,colorinterior_BLACK,colorinterior_GRAY,colorinterior_OTHER,bodytype_CONVERTIBLE,bodytype_COUPE,bodytype_HATCHBACK,bodytype_PICKUP,bodytype_SEDAN,bodytype_SUV,bodytype_TRUCK,bodytype_VAN/MINIVAN,bodytype_WAGON
18.0,49,8.336902292535045,48.69230769230769,8.1,34.0,3,36.595,15.995,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,10,13.832688602095642,71.61538461538461,8.2,26.0,1,26.099,17.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,6,6.28802759768661,76.23076923076923,7.7,33.5,3,93.486,9.995,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
14.0,7,3.9890632445645786,73.38461538461539,8.4,28.5,1,42.323,15.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,12,5.534839958792396,74.23076923076923,7.1,21.0,12,102.466,13.995,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22.0,27,2.208680273976825,57.92307692307692,7.9,28.5,2,32.363,24.988,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,31,2.126715603110482,98.53846153846153,7.3,24.5,1,19.683,32.45,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,7.9,25.5,12,120.628,6.495,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10.0,13,13.832688602095642,71.61538461538461,8.3,25.0,6,92.038,9.0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,8,6.28802759768661,76.23076923076923,7.8,24.0,8,131.293,7.595,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,23,6.28802759768661,76.23076923076923,7.4,29.5,1,28.376,17.967,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13.0,14,4.156328806440607,79.07692307692308,7.9,26.5,1,21.236,17.32,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,27,6.28802759768661,76.23076923076923,7.2,33.0,3,59.166,7.998,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,11,6.28802759768661,76.23076923076923,7.2,33.0,1,1.149,15.999,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,39,6.28802759768661,76.23076923076923,7.2,33.0,1,7.11,15.888,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,34,11.692583720044867,78.23076923076923,7.9,18.5,1,21.024,44.997,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.2,33.0,2,39.538,10.921,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,31,12.1872269830779,43.23076923076923,8.7,35.0,1,37.262,19.977,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,36.232,18.888,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,49,2.208680273976825,57.92307692307692,8.4,19.0,2,42.958,23.5,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15.0,33,1.2036513555233697,55.38461538461539,8.5,24.5,10,103.582,9.497,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,49,2.208680273976825,57.92307692307692,7.9,28.5,3,30.0,20.99,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
31.0,11,0.6898618253052382,94.76923076923077,8.0,20.5,1,12.395,26.991,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,23.5,1,18.205,22.391,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26.0,48,5.534839958792396,74.23076923076923,7.0,27.5,1,16.932,22.789,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,34,8.336902292535045,48.69230769230769,8.1,34.0,5,88.467,9.995,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,49,12.1872269830779,43.23076923076923,7.9,32.0,10,75.299,7.995,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,27,1.6699578894174951,54.30769230769231,7.5,25.5,6,65.774,11.582,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10.0,49,13.832688602095642,71.61538461538461,8.3,26.0,1,26.722,22.4,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
16.0,4,6.28802759768661,76.23076923076923,7.4,29.5,3,45.0,17.85,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,9,3.9890632445645786,73.38461538461539,8.5,28.5,0,0.556,15.959,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.0,52,3.9890632445645786,73.38461538461539,8.4,36.0,5,70.046,7.995,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.0,22,1.0989843197019002,82.92307692307692,7.9,22.0,3,93.622,14.14,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,3,6.28802759768661,76.23076923076923,7.8,25.0,9,165.0,5.224,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,9,12.1872269830779,43.23076923076923,7.9,32.0,3,40.811,11.999,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.0,27,0.7127111277128115,76.53846153846153,7.3,25.5,5,73.7,12.991,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18.0,50,8.336902292535045,48.69230769230769,8.1,34.0,3,27.645,15.62,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,22,4.156328806440607,79.07692307692308,8.1,31.0,1,35.568,13.8,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,27,2.208680273976825,57.92307692307692,7.9,28.5,3,21.963,27.0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,7.9,26.5,1,37.636,12.97,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,22,6.28802759768661,76.23076923076923,6.9,35.0,4,75.754,6.295,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,8.7,35.0,1,28.121,17.457,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,14,11.692583720044867,78.23076923076923,7.8,32.5,0,25.717,16.539,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,14,4.156328806440607,79.07692307692308,7.9,26.5,3,32.262,16.51,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8.0,11,1.7781767945930906,74.0,7.7,31.0,3,50.512,18.4,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.2,33.0,2,42.709,11.995,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.0,27,2.2234046752368357,58.76923076923077,7.7,35.0,1,33.386,11.498,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,32.847,17.988,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,22,4.156328806440607,79.07692307692308,8.3,33.0,1,28.57,12.545,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,31,12.1872269830779,43.23076923076923,7.9,32.0,0,1.171,17.5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,39,6.28802759768661,76.23076923076923,7.2,33.0,1,33.159,12.488,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11.0,27,1.929191497070014,60.07692307692308,8.3,30.5,7,88.268,4.583,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,33,8.336902292535045,48.69230769230769,8.5,29.0,6,130.854,9.0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,42.376,14.177,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,14,4.156328806440607,79.07692307692308,7.9,26.5,3,28.514,16.498,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.0,49,4.156328806440607,79.07692307692308,8.1,31.0,1,33.341,13.911,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13.0,38,4.156328806440607,79.07692307692308,7.9,26.5,1,38.169,15.997,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26.0,10,5.534839958792396,74.23076923076923,7.0,27.5,1,15.629,19.5,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,49,1.6699578894174951,54.30769230769231,8.0,25.0,3,28.314,23.888,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18.0,6,8.336902292535045,48.69230769230769,8.1,34.0,3,29.241,16.438,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,4,6.28802759768661,76.23076923076923,7.2,33.0,1,34.268,13.0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.0,31,2.2234046752368357,58.76923076923077,7.7,35.0,1,32.008,13.5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,8.4,27.0,12,103.447,5.925,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,23,6.28802759768661,76.23076923076923,7.4,29.5,1,31.573,17.809,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,10,1.6699578894174951,54.30769230769231,8.1,27.5,3,26.057,23.2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16.0,31,6.28802759768661,76.23076923076923,7.7,33.5,4,75.151,9.495,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,27,6.28802759768661,76.23076923076923,7.4,29.5,1,32.412,16.305,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,11,12.1872269830779,43.23076923076923,7.9,32.0,0,26.519,16.852,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,27,0.6528082167930821,68.3076923076923,7.9,23.5,3,36.033,24.982,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,1,34.176,13.987,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.0,31,12.1872269830779,43.23076923076923,7.9,32.0,0,9.731,15.999,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13.0,8,4.156328806440607,79.07692307692308,8.1,31.0,1,20.873,14.998,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.0,27,12.1872269830779,43.23076923076923,7.9,32.0,0,29.08,15.998,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,49,6.28802759768661,76.23076923076923,7.4,23.5,1,25.365,24.8,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7.0,33,0.7127111277128115,76.53846153846153,7.9,19.5,12,190.329,6.799,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16.0,22,6.28802759768661,76.23076923076923,7.4,29.5,1,38.713,16.288,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,22,6.28802759768661,76.23076923076923,6.9,35.0,1,37.18,11.1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,43,13.832688602095642,71.61538461538461,7.9,31.0,1,4.748,13.172,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,15,8.336902292535045,48.69230769230769,8.1,34.0,8,103.064,8.554,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,1,38.769,11.499,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10.0,7,13.832688602095642,71.61538461538461,8.3,26.0,1,0.23,59.988,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,1,28.438,14.041,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,10,1.6699578894174951,54.30769230769231,7.5,25.5,8,147.113,8.398,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,34.708,17.498,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,39.066,16.892,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.0,52,12.1872269830779,43.23076923076923,7.9,32.0,10,106.148,6.995,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31.0,9,0.6898618253052382,94.76923076923077,8.0,20.5,1,10.363,28.996,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.3,26.0,1,33.062,22.291,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16.0,29,6.28802759768661,76.23076923076923,7.4,29.5,2,46.448,13.99,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,9,2.126715603110482,98.53846153846153,8.0,22.5,1,44.194,25.495,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,31,6.28802759768661,76.23076923076923,6.9,35.0,4,61.494,5.83,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,14,1.6699578894174951,54.30769230769231,7.5,25.5,3,22.699,34.949,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16.0,31,6.28802759768661,76.23076923076923,7.4,29.5,3,35.9,13.9,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13.0,49,4.156328806440607,79.07692307692308,8.1,31.0,1,32.956,13.839,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.0,13,13.832688602095642,71.61538461538461,8.2,26.0,1,28.911,16.636,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,8,2.126715603110482,98.53846153846153,5.5,22.0,1,28.216,19.996,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.0,8,3.9890632445645786,73.38461538461539,8.4,28.5,1,27.46,15.645,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
11.0,29,1.929191497070014,60.07692307692308,7.9,30.5,6,150.824,6.9,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18.0,27,8.336902292535045,48.69230769230769,7.8,23.0,11,122.105,8.663,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18.0,49,8.336902292535045,48.69230769230769,8.2,34.0,12,116.361,5.95,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.0,14,12.1872269830779,43.23076923076923,8.7,35.0,1,20.51,18.0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,33,8.336902292535045,48.69230769230769,8.2,34.0,11,102.755,6.9,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14.0,49,3.9890632445645786,73.38461538461539,8.4,36.0,2,33.29,9.899,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.0,29,12.1872269830779,43.23076923076923,8.7,35.0,1,6.565,19.993,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16.0,15,6.28802759768661,76.23076923076923,7.4,29.5,1,47.733,15.49,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.0,15,13.832688602095642,71.61538461538461,8.2,26.0,7,140.931,5.97,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31.0,19,0.6898618253052382,94.76923076923077,8.0,20.5,1,25.868,22.5,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
10.0,14,13.832688602095642,71.61538461538461,8.3,20.5,8,101.257,10.998,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16.0,27,6.28802759768661,76.23076923076923,7.4,29.5,3,39.545,19.023,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,10,1.0989843197019002,82.92307692307692,8.1,30.0,12,157.946,3.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,34,2.208680273976825,57.92307692307692,8.4,19.0,3,25.46,37.998,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,29,6.28802759768661,76.23076923076923,7.2,33.0,1,38.999,11.495,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9.0,9,11.692583720044867,78.23076923076923,8.2,25.5,1,23.987,17.988,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,38,6.28802759768661,76.23076923076923,7.2,33.0,1,34.985,12.993,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,29,6.28802759768661,76.23076923076923,7.2,33.0,1,35.424,12.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6.0,39,2.2234046752368357,58.76923076923077,7.7,35.0,6,79.85,7.995,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9.0,49,11.692583720044867,78.23076923076923,7.9,18.5,1,30.666,41.5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,29,12.1872269830779,43.23076923076923,8.7,35.0,1,32.239,18.991,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.0,29,12.1872269830779,43.23076923076923,8.7,35.0,8,136.0,7.9,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13.0,29,4.156328806440607,79.07692307692308,8.1,31.0,1,32.475,14.148,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,14,6.28802759768661,76.23076923076923,7.4,29.5,1,37.943,16.771,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,27,12.1872269830779,43.23076923076923,8.7,35.0,1,31.222,19.995,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,17,8.336902292535045,48.69230769230769,8.2,34.0,3,55.08,17.922,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,1,32.801,12.299,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14.0,5,3.9890632445645786,73.38461538461539,8.5,28.5,1,32.328,14.637,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
16.0,29,6.28802759768661,76.23076923076923,7.2,33.0,3,78.777,8.999,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,3,34.158,15.542,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16.0,5,6.28802759768661,76.23076923076923,7.4,29.5,1,20.508,18.998,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,9,4.128452974634556,23.23076923076923,7.8,29.5,7,109.781,6.932,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,27,12.1872269830779,43.23076923076923,8.1,36.0,3,101.07,6.499,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
