year,make,model,trim,odometer,state,colorexterior,colorinterior,accidenthist,owner,usage,price
2020,GMC,TERRAIN,SLT AWD,14021,NV,BLACK,BLACK,N,1,PERSONAL,23998
2019,KIA,SOUL,#NAME?,29808,VA,WHITE,BLACK,N,1,PERSONAL,14500
2019,FORD,FUSION,HYBRID SE FWD,30829,TX,GRAY,UNKNOWN,N,1,PERSONAL,14899
2019,KIA,OPTIMA,LX,30157,FL,SILVER,BLACK,N,1,PERSONAL,13995
2020,CHEVROLET,MALIBU,LT,10808,TN,WHITE,BLACK,N,1,PERSONAL,19597
2019,FORD,FIESTA,SE SEDAN,20391,AL,BLACK,BLACK,N,0,PERSONAL,11492
2019,NISSAN,ALTIMA,SL FWD,35225,NJ,BLACK,GRAY,N,1,PERSONAL,14881
2013,HONDA,CIVIC,CNG SEDAN AUTOMATIC,91142,TX,GRAY,GRAY,N,1,PERSONAL,8994
2019,TOYOTA,CAMRY,LE AUTOMATIC,33959,TX,WHITE,BLACK,N,0,PERSONAL,16000
2012,HONDA,CIVIC,HYBRID WITH LEATHER SEDAN I4 CVT,131364,TX,BLACK,UNKNOWN,N,2,PERSONAL,5432
2019,NISSAN,VERSA,SV SEDAN CVT,40688,GA,BLACK,BLACK,Y,1,PERSONAL,9499
2019,CHRYSLER,300,LIMITED AWD,12003,OK,GRAY,BLACK,N,1,PERSONAL,24981
2017,INFINITI,QX60,3.5 FWD,74458,TX,BLACK,BROWN,Y,2,PERSONAL,18887
2019,DODGE,JOURNEY,GT AWD,26005,CA,SILVER,BLACK,N,1,PERSONAL,18699
2019,FORD,FUSION,HYBRID SE FWD,32352,CA,SILVER,BLACK,N,1,PERSONAL,14990
2012,CHRYSLER,TOWN & COUNTRY,TOURING,137698,NJ,BLUE,BLACK,N,2,PERSONAL,5000
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,9892,GA,WHITE,BLACK,N,1,PERSONAL,32990
2019,NISSAN,SENTRA,SV CVT,27713,FL,GRAY,BLACK,Y,2,FLEET,9991
2019,NISSAN,SENTRA,SV CVT,8721,SC,BLACK,BLACK,N,1,PERSONAL,14491
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,36442,IL,WHITE,GRAY,N,1,PERSONAL,20990
2019,TOYOTA,4RUNNER,SR5 4WD,24973,ID,WHITE,UNKNOWN,N,1,PERSONAL,35988
2019,FORD,FUSION,HYBRID SE FWD,26354,IN,RED,BLACK,N,1,PERSONAL,15444
2020,KIA,OPTIMA,LX AUTOMATIC,15464,AZ,GRAY,BLACK,N,1,FLEET,14990
2019,NISSAN,ROGUE,SV FWD,35515,CA,WHITE,BLACK,N,1,PERSONAL,16490
2017,MERCEDES-BENZ,CCLASS,C 300 WITH SPORT PACKAGE SEDAN RWD,37718,CA,SILVER,BLACK,N,1,PERSONAL,19995
2017,NISSAN,MAXIMA,3.5 SL,35778,TX,WHITE,BEIGE,Y,1,PERSONAL,17969
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",16446,KY,WHITE,BLACK,N,1,PERSONAL,30888
2019,JEEP,COMPASS,TRAILHAWK 4WD,18715,WA,SILVER,BLACK,N,1,PERSONAL,23498
2019,DODGE,GRAND CARAVAN,SXT,70945,NM,SILVER,BLACK,N,1,PERSONAL,14705
2011,TOYOTA,CAMRY,LE I4 AUTOMATIC,128596,FL,BLACK,UNKNOWN,N,1,PERSONAL,5590
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,64545,FL,WHITE,GRAY,N,1,PERSONAL,17980
2019,DODGE,JOURNEY,GT AWD,29676,TN,WHITE,BLACK,N,1,PERSONAL,18400
2019,CHEVROLET,TAHOE,LT 4WD,33765,VA,BLACK,BLACK,N,1,PERSONAL,41990
2017,MERCEDES-BENZ,CCLASS,C 300 WITH LUXURY PACKAGE SEDAN RWD,37468,SC,BLACK,BLACK,N,2,FLEET,20980
2013,BMW,X3,XDRIVE28I AWD,104615,MA,GRAY,UNKNOWN,N,1,PERSONAL,10495
2006,HUMMER,H3,SUV,160422,CO,WHITE,BLACK,N,5,PERSONAL,7999
2017,HONDA,ACCORD,LX SEDAN CVT,36755,KY,BLACK,BLACK,N,1,PERSONAL,13800
2019,FORD,FIESTA,SE SEDAN,25396,KS,WHITE,BLACK,N,2,PERSONAL,11797
2020,TOYOTA,COROLLA,LE CVT,25811,NM,WHITE,UNKNOWN,N,1,PERSONAL,16297
2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,77812,CA,BLACK,BLACK,N,2,PERSONAL,9998
2017,NISSAN,ROGUE,SV AWD,32363,NC,BLACK,BLACK,N,1,PERSONAL,15500
2019,TOYOTA,CAMRY,LE AUTOMATIC,29454,CA,BLACK,UNKNOWN,N,1,PERSONAL,16275
2019,NISSAN,ROGUE,SV FWD,29189,CA,GRAY,BLACK,N,1,PERSONAL,15306
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,20264,MO,WHITE,GRAY,N,1,PERSONAL,22999
2019,NISSAN,ROGUE,SV FWD,33598,FL,WHITE,BLACK,N,1,PERSONAL,15791
2019,DODGE,GRAND CARAVAN,SXT,65704,NM,RED,BLACK,N,1,PERSONAL,14995
2019,FORD,FUSION,HYBRID SE FWD,12779,FL,GRAY,GRAY,N,1,PERSONAL,15707
2019,FORD,FUSION,HYBRID SE FWD,27679,CA,SILVER,BLACK,N,1,PERSONAL,14399
2016,NISSAN,ALTIMA,2.5 SV,137633,TN,SILVER,UNKNOWN,N,2,PERSONAL,7499
2018,NISSAN,SENTRA,S CVT,51679,OK,SILVER,BLACK,N,1,FLEET,9985
2019,INFINITI,QX80,LUXE AWD,32356,TX,BLACK,GRAY,N,1,PERSONAL,40920
2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,57046,NM,SILVER,BLACK,N,2,FLEET,11970
2012,HONDA,CIVIC,EX SEDAN AUTOMATIC,79150,HI,SILVER,GRAY,N,2,FLEET,9995
2013,HONDA,CIVIC,LX SEDAN AUTOMATIC,89750,HI,GRAY,GRAY,N,1,PERSONAL,9995
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,9036,GA,BLACK,BLACK,N,1,PERSONAL,32990
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",16267,MT,SILVER,BLACK,N,1,PERSONAL,29000
2019,FORD,FUSION,HYBRID SE FWD,40251,TX,SILVER,BLACK,N,1,PERSONAL,12900
2017,NISSAN,ALTIMA,2.5 S,54413,OR,SILVER,BLACK,Y,2,FLEET,6950
2004,HYUNDAI,ELANTRA,GLS SEDAN AUTOMATIC,119577,CA,SILVER,UNKNOWN,N,4,PERSONAL,2490
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",12941,AR,BLACK,BLACK,N,1,PERSONAL,29680
2019,NISSAN,ROGUE,SV FWD,31907,OH,BLACK,BLACK,N,1,PERSONAL,16900
2019,DODGE,GRAND CARAVAN,SXT,19622,MO,WHITE,BLACK,N,1,PERSONAL,19595
2018,FIAT,500,LOUNGE HATCHBACK,4769,OR,WHITE,BLACK,Y,1,PERSONAL,11995
2017,NISSAN,ROGUE,2017.5 SL FWD,21498,OK,WHITE,BEIGE,N,1,PERSONAL,17900
2019,FORD,EXPLORER,XLT 4WD,885,UT,WHITE,BLACK,Y,1,PERSONAL,24555
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",16381,AR,BLACK,BLACK,N,1,PERSONAL,27068
2020,GMC,TERRAIN,SLT AWD,15378,FL,WHITE,BLACK,N,1,PERSONAL,24897
2019,DODGE,JOURNEY,GT AWD,30186,TN,SILVER,BLACK,N,1,PERSONAL,17900
2008,HONDA,CRV,EX-L WITH NAVIGATION FWD,104255,FL,SILVER,GRAY,Y,1,PERSONAL,5998
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",8629,OK,WHITE,BLACK,N,0,FLEET,26499
2017,MAZDA,CX5,GRAND TOURING AWD,82000,MD,BLACK,BLACK,N,1,PERSONAL,17000
2015,NISSAN,ALTIMA,2.5 S,117009,NC,BLACK,BEIGE,N,1,PERSONAL,7487
2019,HYUNDAI,ACCENT,SE AUTOMATIC,10338,WA,WHITE,BLACK,N,1,PERSONAL,12988
2020,CHEVROLET,MALIBU,LT,9897,CA,SILVER,BLACK,N,1,FLEET,18731
2019,CHEVROLET,IMPALA,LT WITH 1LT,37082,OH,BLUE,BLACK,N,1,PERSONAL,16992
2019,NISSAN,ROGUE,SV FWD,25481,TN,WHITE,BLACK,N,1,PERSONAL,18799
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC,80728,NJ,SILVER,GRAY,N,3,FLEET,6995
2015,NISSAN,ALTIMA,2.5 S,86712,TN,BLUE,BLACK,Y,2,FLEET,8499
2019,NISSAN,SENTRA,S CVT,27321,AZ,SILVER,BLACK,N,1,PERSONAL,12000
2019,CHRYSLER,300,LIMITED RWD,9208,AZ,BLUE,BLACK,N,1,PERSONAL,23477
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,35605,NJ,BLUE,GRAY,Y,1,FLEET,10995
2019,JEEP,COMPASS,TRAILHAWK 4WD,40270,CA,SILVER,BLACK,N,1,FLEET,18796
2019,CHRYSLER,300,LIMITED RWD,10845,AZ,BLUE,BLACK,N,1,PERSONAL,24360
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,30215,TN,BLACK,BLACK,N,1,PERSONAL,13481
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,42594,VA,WHITE,BEIGE,Y,2,PERSONAL,28995
2012,HONDA,CIVIC,CNG SEDAN AUTOMATIC,100219,CA,SILVER,GRAY,N,1,PERSONAL,7500
2013,HONDA,CIVIC,LX SEDAN AUTOMATIC,89769,FL,GRAY,GRAY,N,1,PERSONAL,7543
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,36148,CA,BLACK,GRAY,N,1,PERSONAL,13319
2019,DODGE,JOURNEY,GT AWD,26934,CA,WHITE,BLACK,N,1,PERSONAL,18991
2009,CHEVROLET,IMPALA,3.5 LT,119739,FL,WHITE,GRAY,N,3,PERSONAL,4496
2019,FORD,FUSION,HYBRID SE FWD,19967,FL,SILVER,BLACK,N,1,PERSONAL,15469
2018,NISSAN,SENTRA,SV CVT,66865,GA,WHITE,BLACK,N,3,PERSONAL,9995
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,20065,FL,WHITE,GRAY,N,1,PERSONAL,21963
2019,DODGE,GRAND CARAVAN,SXT,34072,AZ,WHITE,BLACK,N,1,FLEET,14999
2011,LAND ROVER,RANGE ROVER,HSE LUX,78744,CA,BLACK,BLACK,N,2,PERSONAL,15950
2019,NISSAN,SENTRA,SV CVT,7615,VA,BLUE,BLACK,N,1,FLEET,12999
2011,LEXUS,ES,ES 350,134495,UT,GRAY,BLACK,Y,1,PERSONAL,8995
2019,CHRYSLER,300,LIMITED AWD,11652,OK,BLUE,BLACK,N,1,PERSONAL,24981
2020,CHEVROLET,MALIBU,LT,26523,AZ,WHITE,BLACK,N,1,PERSONAL,16999
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,65236,GA,WHITE,BROWN,N,1,PERSONAL,32691
2006,LEXUS,ES,ES 330,179508,WA,GOLD,BEIGE,N,1,PERSONAL,4199
2019,TOYOTA,CAMRY,SE AUTOMATIC,9687,NC,BLUE,GRAY,N,1,PERSONAL,18999
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,10454,GA,WHITE,BLACK,N,1,PERSONAL,32990
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ULSAN) (ALT),56800,FL,BLACK,GRAY,N,1,PERSONAL,7987
2019,KIA,SOUL,#NAME?,39855,SC,SILVER,BLACK,N,1,PERSONAL,12996
2019,FORD,FUSION,HYBRID SE FWD,31239,CA,WHITE,BLACK,Y,1,PERSONAL,16784
2019,FORD,FUSION,HYBRID SE FWD,38053,AL,RED,GRAY,N,1,PERSONAL,14997
2018,NISSAN,SENTRA,S CVT,67869,NM,WHITE,BLACK,N,2,PERSONAL,12995
2019,FORD,FUSION,HYBRID SE FWD,24635,TX,SILVER,GRAY,N,1,PERSONAL,15491
2019,CHEVROLET,IMPALA,LT WITH 1LT,25714,CA,SILVER,BLACK,N,1,PERSONAL,17827
2012,FORD,ESCAPE,XLT FWD,177039,KY,SILVER,UNKNOWN,Y,4,PERSONAL,4100
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ALT),21095,FL,BLUE,GRAY,Y,1,PERSONAL,9700
2019,DODGE,GRAND CARAVAN,SXT,22253,FL,GRAY,BLACK,N,1,PERSONAL,17796
2019,TOYOTA,CAMRY,LE AUTOMATIC,6492,WA,WHITE,GRAY,N,1,PERSONAL,19420
2017,NISSAN,ROGUE,HYBRID SL AWD,16612,NM,BLACK,BLACK,N,2,PERSONAL,19999
2019,KIA,FORTE,LXS IVT,31978,FL,GRAY,BLACK,Y,1,PERSONAL,11158
2020,TOYOTA,COROLLA,LE CVT,9897,WA,WHITE,UNKNOWN,N,1,PERSONAL,17748
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,29760,CA,WHITE,BLACK,N,1,PERSONAL,34888
2019,KIA,SOUL,#NAME?,20545,OR,GRAY,BLACK,N,0,FLEET,14988
2015,HYUNDAI,SONATA,SE 2.4L,70735,FL,GRAY,GRAY,N,1,PERSONAL,5991
2019,FORD,FUSION,HYBRID SE FWD,30952,TN,SILVER,GRAY,N,1,PERSONAL,14200
2015,NISSAN,ALTIMA,2.5 S,73649,FL,WHITE,BLACK,N,4,FLEET,7600
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,7000,GA,RED,BLACK,N,1,PERSONAL,32995
2019,DODGE,GRAND CARAVAN,SXT,34833,LA,RED,BLACK,N,1,PERSONAL,16499
2019,NISSAN,VERSA,SV SEDAN CVT,31901,CA,GRAY,BLACK,N,1,PERSONAL,10547
2013,NISSAN,ROGUE,S AWD,137000,WA,WHITE,BLACK,N,2,PERSONAL,5800
2020,TOYOTA,COROLLA,LE CVT,31595,TX,WHITE,UNKNOWN,N,1,PERSONAL,15444
2019,DODGE,GRAND CARAVAN,SXT,44273,NC,SILVER,BLACK,N,1,PERSONAL,16495
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,50451,CO,WHITE,UNKNOWN,N,1,PERSONAL,38496
2019,KIA,SOUL,#NAME?,31906,FL,WHITE,BLACK,N,1,PERSONAL,13998
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,44268,TX,WHITE,GRAY,N,1,FLEET,19900
2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,42818,WA,WHITE,BLACK,Y,2,PERSONAL,23356
2019,KIA,SOUL,#NAME?,21668,AL,WHITE,BLACK,N,2,PERSONAL,13493
2019,DODGE,JOURNEY,GT AWD,32209,OH,WHITE,BLACK,N,1,PERSONAL,20395
2018,AUDI,Q5,PREMIUM,23516,NE,BLACK,BLACK,N,3,FLEET,22900
2019,FORD,FUSION,HYBRID SE FWD,37948,VA,BLACK,BLACK,N,1,PERSONAL,14990
2020,TOYOTA,COROLLA,LE CVT,13822,TX,SILVER,BLACK,N,1,PERSONAL,15200
2017,INFINITI,QX60,3.5 AWD,99410,GA,SILVER,GRAY,Y,2,FLEET,15700
2019,FORD,FUSION,HYBRID SE FWD,29971,CA,GRAY,BLACK,N,1,PERSONAL,14992
2019,FORD,FUSION,TITANIUM AWD,46197,IL,BLACK,BLACK,N,1,PERSONAL,17597
2019,RAM,1500 CLASSIC,"SLT CREW CAB 5'7"" BOX 4WD",10000,MI,BLACK,GRAY,N,1,PERSONAL,27950
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,6060,GA,RED,BLACK,N,1,PERSONAL,32990
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,26000,VA,BLACK,BLACK,Y,1,PERSONAL,27500
2019,NISSAN,ROGUE,SV FWD,29025,SC,WHITE,BLACK,N,1,PERSONAL,17984
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,47976,VA,BLACK,BLACK,Y,1,PERSONAL,35995
2019,TOYOTA,RAV4,LE AWD,34070,AZ,GRAY,BLACK,N,2,PERSONAL,19395
2019,TOYOTA,CAMRY,LE AUTOMATIC,28024,CA,WHITE,UNKNOWN,N,1,PERSONAL,16618
2020,TOYOTA,COROLLA,LE CVT,18690,TX,BLACK,BLACK,N,1,PERSONAL,15500
2014,CHEVROLET,CRUZE,LT WITH 1LT AUTOMATIC,63503,FL,WHITE,GRAY,N,4,FLEET,5800
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,12037,AZ,WHITE,UNKNOWN,N,1,PERSONAL,25908
2020,TOYOTA,COROLLA,LE CVT,16687,AL,WHITE,BLACK,Y,1,FLEET,15500
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,35912,MO,WHITE,GRAY,N,1,PERSONAL,22693
2019,FORD,FIESTA,SE SEDAN,14022,AZ,WHITE,BLACK,N,1,FLEET,9950
2019,TOYOTA,CAMRY,LE AUTOMATIC,19473,IN,SILVER,GRAY,N,1,PERSONAL,16991
2019,NISSAN,MAXIMA,SV 3.5L,15597,CO,BLUE,BEIGE,N,2,PERSONAL,22597
2016,NISSAN,VERSA,1.6 SV CVT,89864,UT,BLACK,BLACK,N,2,PERSONAL,5880
2014,HYUNDAI,SONATA,GLS 2.4L AUTOMATIC,64571,FL,GRAY,GRAY,N,1,PERSONAL,9151
2014,HONDA,CIVIC,LX SEDAN CVT,69071,NY,BLACK,GRAY,N,2,PERSONAL,9500
2014,FORD,FOCUS,SE SEDAN,90846,CA,WHITE,BEIGE,N,1,PERSONAL,6499
2020,TOYOTA,COROLLA,LE CVT,17878,TX,SILVER,BLACK,N,1,PERSONAL,15500
2019,KIA,FORTE,LXS IVT,40638,CA,WHITE,BLACK,N,1,PERSONAL,11571
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",26315,KY,SILVER,BLACK,N,1,FLEET,24965
2019,NISSAN,ROGUE,SV FWD,35822,AZ,BLUE,BLACK,N,1,PERSONAL,17568
2013,NISSAN,SENTRA,SV CVT,72414,NY,GRAY,BLACK,N,4,FLEET,6900
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,40160,TX,WHITE,BLACK,N,1,PERSONAL,19400
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,37913,FL,SILVER,GRAY,N,2,PERSONAL,9855
2010,CHRYSLER,TOWN & COUNTRY,TOURING,194063,TX,WHITE,BEIGE,N,3,PERSONAL,4000
2004,LEXUS,LS,LS 430,109828,CA,GRAY,BLACK,N,2,PERSONAL,8795
2016,TOYOTA,CAMRY,SE I4 AUTOMATIC,105969,CA,BLUE,BLACK,N,2,PERSONAL,9995
2017,LEXUS,RX,RX 350 AWD,30605,MO,WHITE,BLACK,N,1,PERSONAL,32900
2017,LEXUS,NX,NX TURBO F SPORT AWD,22419,NY,BLACK,UNKNOWN,N,1,PERSONAL,24200
2019,NISSAN,VERSA,SV SEDAN CVT,35199,VA,GRAY,BLACK,N,1,PERSONAL,11200
2017,KIA,FORTE,LX SEDAN AUTOMATIC,49360,OR,BLACK,BLACK,N,2,PERSONAL,9997
2015,NISSAN,ALTIMA,2.5 SV,87035,NV,BLACK,BLACK,N,3,FLEET,7999
2019,NISSAN,SENTRA,SV CVT,35694,NC,BLACK,BLACK,N,1,PERSONAL,11400
2019,RAM,1500 CLASSIC,"TRADESMAN CREW CAB 5'7"" BOX 4WD",10692,KY,WHITE,BLACK,N,1,PERSONAL,26999
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,31283,VA,BLACK,GRAY,N,1,PERSONAL,11999
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,7305,TX,WHITE,GRAY,N,2,FLEET,21920
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",13301,TX,BLACK,BLACK,N,1,PERSONAL,24998
2019,NISSAN,SENTRA,SV CVT,25202,WA,GRAY,BLACK,N,1,FLEET,11995
2011,TOYOTA,CAMRY,LE I4 AUTOMATIC,91559,TN,WHITE,UNKNOWN,N,2,FLEET,7499
2020,TOYOTA,COROLLA,LE CVT,26268,TX,BLACK,BLACK,N,1,PERSONAL,15500
2019,FORD,FUSION,HYBRID SE FWD,30130,CA,WHITE,BLACK,N,1,PERSONAL,15290
2020,CHEVROLET,MALIBU,LT,15019,TX,SILVER,BLACK,Y,1,PERSONAL,17991
2019,NISSAN,SENTRA,SV CVT,20280,NC,GRAY,BLACK,N,1,FLEET,11676
2019,NISSAN,ALTIMA,SL FWD,27720,WA,GRAY,BLACK,N,1,PERSONAL,17500
2019,KIA,SOUL,#NAME?,15474,OH,WHITE,BLACK,N,1,FLEET,13993
2015,NISSAN,ALTIMA,2.5,96069,VA,BLACK,UNKNOWN,N,3,PERSONAL,7999
2019,TOYOTA,4RUNNER,SR5 4WD,19020,AK,BLUE,UNKNOWN,N,1,PERSONAL,32995
2019,KIA,SOUL,#NAME?,22433,FL,SILVER,BLACK,N,1,PERSONAL,14320
2019,KIA,SOUL,#NAME?,32957,TX,WHITE,BLACK,N,1,PERSONAL,13949
2019,DODGE,GRAND CARAVAN,SXT,34745,NC,BLACK,BLACK,N,1,PERSONAL,16000
2019,CHEVROLET,IMPALA,LT WITH 1LT,24121,FL,BROWN,BLACK,N,1,PERSONAL,14585
2019,FORD,TAURUS,LIMITED FWD,34086,AL,WHITE,UNKNOWN,N,1,PERSONAL,19495
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,31439,TX,SILVER,GRAY,Y,1,PERSONAL,13499
2020,TOYOTA,COROLLA,LE CVT,64288,FL,BLACK,GRAY,N,1,PERSONAL,11999
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",28469,AR,SILVER,BLACK,N,1,PERSONAL,25300
2007,MERCEDES-BENZ,SL,SL 550 V8 ROADSTER,31395,CA,BLACK,GRAY,N,4,PERSONAL,21995
2019,NISSAN,PATHFINDER,SV 4WD,36349,AR,SILVER,BLACK,N,1,PERSONAL,22697
2019,DODGE,GRAND CARAVAN,SXT,34407,UT,WHITE,BLACK,Y,1,FLEET,17955
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",16873,WI,RED,BLACK,N,1,PERSONAL,26491
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,26429,TX,WHITE,GRAY,N,1,PERSONAL,19500
2019,NISSAN,SENTRA,SV CVT,30969,WA,WHITE,BLACK,N,1,PERSONAL,13969
2019,CHRYSLER,300,LIMITED RWD,10708,MS,GRAY,BLACK,N,1,PERSONAL,27700
2013,HYUNDAI,ELANTRA,LIMITED SEDAN AUTOMATIC,39527,AZ,BLACK,BLACK,N,1,PERSONAL,8244
2019,NISSAN,ROGUE,SV FWD,29063,TX,WHITE,BLACK,N,1,PERSONAL,17700
2017,HONDA,ACCORD,HYBRID TOURING SEDAN,129781,WA,BLACK,BLACK,N,1,PERSONAL,13505
2019,DODGE,GRAND CARAVAN,SXT,33204,IN,BLACK,BLACK,N,1,PERSONAL,18100
2019,FORD,FUSION,HYBRID SE FWD,48882,FL,WHITE,UNKNOWN,N,1,PERSONAL,14795
2014,MERCEDES-BENZ,CLA,CLA 250 FWD,93809,CA,WHITE,GRAY,Y,1,FLEET,12450
2020,CHEVROLET,MALIBU,LT,1384,FL,SILVER,BLACK,Y,1,PERSONAL,15497
2019,CHEVROLET,IMPALA,LT WITH 1LT,18850,ID,WHITE,BLACK,N,1,FLEET,16863
2009,TOYOTA,CAMRY,LE I4 AUTOMATIC,213002,UT,WHITE,UNKNOWN,N,2,FLEET,2999
2019,CHRYSLER,300,LIMITED AWD,16054,ID,BLACK,BLACK,N,1,PERSONAL,23587
2019,CHEVROLET,MALIBU,LT WITH 1LT,34045,CA,WHITE,BLACK,N,1,PERSONAL,15995
2016,NISSAN,ALTIMA,2.5 S,83625,KY,SILVER,GRAY,Y,2,PERSONAL,7995
2005,ACURA,RL,AWD,122450,CA,SILVER,BLACK,N,1,PERSONAL,6991
2007,DODGE,CALIBER,SXT FWD MANUAL,118981,FL,BLACK,BLACK,N,7,FLEET,2575
2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",10383,PA,WHITE,BLACK,N,1,PERSONAL,39996
2015,NISSAN,ALTIMA,2.5 S,65000,CA,WHITE,BLACK,N,3,PERSONAL,9950
2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,95312,VA,GRAY,UNKNOWN,N,1,PERSONAL,8700
2020,CHEVROLET,MALIBU,LT,17363,AZ,BLACK,BLACK,N,1,FLEET,16450
2019,DODGE,GRAND CARAVAN,SXT,31404,IN,WHITE,BLACK,N,1,PERSONAL,17343
2019,FORD,MUSTANG,ECOBOOST CONVERTIBLE,27535,FL,BLACK,UNKNOWN,Y,1,PERSONAL,23599
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC,19988,FL,BLACK,GRAY,N,1,PERSONAL,10500
2010,LEXUS,RX,RX 350 FWD,124744,GA,SILVER,GRAY,Y,2,PERSONAL,10888
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,28290,GA,WHITE,BEIGE,N,1,FLEET,12989
2017,HONDA,ACCORD,LX SEDAN CVT,18989,AL,GRAY,UNKNOWN,N,1,PERSONAL,14950
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",17252,GA,WHITE,BLACK,N,1,PERSONAL,26000
2012,TOYOTA,CAMRY,SE I4 AUTOMATIC,87076,TX,GRAY,BLACK,N,2,PERSONAL,7995
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,9779,TX,WHITE,BLACK,N,1,PERSONAL,25950
2011,FORD,FUSION,SEL FWD,130990,ID,SILVER,GRAY,N,4,PERSONAL,4999
2019,DODGE,JOURNEY,GT AWD,19499,OH,SILVER,RED,Y,1,FLEET,17999
2014,HYUNDAI,SONATA,SE 2.4L AUTOMATIC,107232,IL,GRAY,GRAY,N,2,FLEET,5911
2019,DODGE,GRAND CARAVAN,SXT,47081,KY,SILVER,BLACK,N,1,FLEET,15400
2008,HONDA,CIVIC,LX COUPE AUTOMATIC,139886,TX,SILVER,GRAY,N,1,PERSONAL,4000
2011,FORD,F150,XL SUPERCREW 5.5' BOX 4WD,177217,OK,WHITE,GRAY,N,1,PERSONAL,9988
2019,NISSAN,SENTRA,SV CVT,29853,GA,WHITE,BLACK,N,1,PERSONAL,11477
2019,KIA,SOUL,#NAME?,28490,VA,WHITE,BLACK,N,1,PERSONAL,14500
2017,HONDA,ACCORD,LX SEDAN CVT,107043,FL,SILVER,GRAY,N,1,PERSONAL,11157
2019,HYUNDAI,TUCSON,SE FWD,31239,TN,WHITE,GRAY,N,1,PERSONAL,15699
2017,MERCEDES-BENZ,CCLASS,C 300 WITH SPORT PACKAGE SEDAN RWD,38060,CA,SILVER,BLACK,N,1,PERSONAL,19995
2020,KIA,OPTIMA,LX AUTOMATIC,14636,AL,BLACK,BLACK,Y,1,PERSONAL,16777
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",15860,AR,WHITE,BLACK,N,1,PERSONAL,27074
