Year,Make,Model,Category
2019,TOYOTA,RAV4 HYBRID,SUV
2019,TOYOTA,SEQUOIA,SUV
2019,TOYOTA,PRIUS C,HATCHBACK
2019,TOYOTA,TUNDRA DOUBLE CAB,PICKUP
2019,TOYOTA,TACOMA ACCESS CAB,PICKUP
2019,TOYOTA,PRIUS PRIME,HATCHBACK
2019,TOYOTA,TACOMA DOUBLE CAB,PICKUP
2019,TOYOTA,SIENNA,VAN/MINIVAN
2019,VOLKSWAGEN,GOLF SPORTWAGEN,WAGON
2019,VOLKSWAGEN,ARTEON,SEDAN
2019,VOLKSWAGEN,JETTA,SEDAN
2019,VOLKSWAGEN,PASSAT,SEDAN
2019,VOLKSWAGEN,EGOLF,HATCHBACK
2019,VOLKSWAGEN,GOLF,HATCHBACK
2019,VOLKSWAGEN,GOLF GTI,HATCHBACK
2019,VOLKSWAGEN,JETTA GLI,SEDAN
2019,VOLKSWAGEN,BEETLE,COUPE
2019,VOLKSWAGEN,GOLF ALLTRACK,WAGON
2019,VOLVO,S60,SEDAN
2019,VOLKSWAGEN,GOLF R,HATCHBACK
2019,VOLVO,V60,WAGON
2019,VOLVO,V90,WAGON
2019,VOLVO,S90,SEDAN
2019,VOLVO,XC90,SUV2020
2019,VOLKSWAGEN,TIGUAN,SUV
2019,VOLVO,XC60,SUV
2019,VOLVO,XC40,SUV
2018,ACURA,ILX,SEDAN
2018,ALFA ROMEO,4C SPIDER,CONVERTIBLE
2018,ACURA,RLX,SEDAN
2018,ACURA,TLX,SEDAN
2018,ASTON MARTIN,VANQUISH S,COUPE
2018,ACURA,MDX,SUV
2018,AUDI,Q3,SUV
2018,AUDI,A3,SEDAN
2018,ACURA,RLX SPORT HYBRID,SEDAN
2018,ALFA ROMEO,GIULIA,SEDAN
2018,ALFA ROMEO,4C,COUPE
2018,ASTON MARTIN,DB11,COUPE
2018,ACURA,RDX,SUV
2018,ACURA,MDX SPORT HYBRID,SUV
2018,AUDI,A7,SEDAN
2018,AUDI,A4 ALLROAD,WAGON
2018,AUDI,A4,SEDAN
2018,ACURA,NSX,COUPE
2018,ALFA ROMEO,STELVIO,SUV
2018,AUDI,Q5,SUV
2018,AUDI,A3 SPORTBACK ETRON,WAGON
2018,AUDI,A5,SEDAN
2018,AUDI,A6,SEDAN
2018,AUDI,R8,COUPE
2018,AUDI,A8,SEDAN
2018,AUDI,Q7,SUV
2018,AUDI,RS 3,SEDAN
2018,AUDI,S4,SEDAN
2018,AUDI,SQ5,SUV
2018,AUDI,S3,SEDAN
2018,AUDI,S7,SEDAN
2018,AUDI,S6,SEDAN
2018,AUDI,S8,SEDAN
2018,AUDI,RS 7,SEDAN
2018,AUDI,RS 5,COUPE
2018,AUDI,TT,COUPE
2018,AUDI,S5,SEDAN
2018,BENTLEY,BENTAYGA,SUV
2018,BMW,4 SERIES,SEDAN
2018,BMW,M5,SEDAN
2018,BMW,2 SERIES,COUPE
2018,BMW,M4,COUPE
2018,BMW,X3,SUV
2018,BMW,7 SERIES,SEDAN
2018,BMW,6 SERIES,SEDAN
2018,BENTLEY,FLYING SPUR,SEDAN
2018,BMW,M3,SEDAN
2018,BENTLEY,CONTINENTAL,CONVERTIBLE
2018,BMW,M6,COUPE
2018,BUICK,CASCADA,CONVERTIBLE
2018,BMW,3 SERIES,SEDAN
2018,BENTLEY,MULSANNE,SEDAN
2018,BMW,X2,SUV
2018,BMW,X5 M,SUV
2018,BMW,X6,SUV
2018,BMW,I3,HATCHBACK
2018,BMW,M2,COUPE
2018,BMW,X4,SUV
2018,BMW,X5,SUV
2018,BMW,X1,SUV
2018,BUICK,ENCLAVE,SUV
2018,BUICK,ENVISION,SUV
2018,BMW,5 SERIES,SEDAN
2018,BUICK,LACROSSE,SEDAN
2018,BUICK,ENCORE,SUV
2018,BMW,X6 M,SUV
2018,BUICK,REGAL SPORTBACK,SEDAN
2018,BUICK,REGAL TOURX,WAGON
2018,CADILLAC,CT6,SEDAN
2018,CADILLAC,CTS,SEDAN
2018,CADILLAC,ATSV,SEDAN
2018,CHEVROLET,COLORADO CREW CAB,PICKUP
2018,CHEVROLET,BOLT EV,HATCHBACK
2018,CHEVROLET,CAMARO,COUPE
2018,CHEVROLET,EXPRESS 2500 PASSENGER,VAN/MINIVAN
2018,CADILLAC,ATS,SEDAN
2018,CHEVROLET,COLORADO EXTENDED CAB,PICKUP
2018,CADILLAC,CTSV,SEDAN
2018,CADILLAC,ESCALADE ESV,SUV
2018,CADILLAC,XT5,SUV
2018,CADILLAC,XTS,SEDAN
2018,CADILLAC,ESCALADE,SUV
2018,CHEVROLET,CITY EXPRESS,VAN/MINIVAN
2018,CHEVROLET,CRUZE,SEDAN
2018,CHEVROLET,SPARK,HATCHBACK
2018,CHEVROLET,SILVERADO 1500 CREW CAB,PICKUP
2018,CHEVROLET,EXPRESS 3500 PASSENGER,VAN/MINIVAN
2018,CHEVROLET,EQUINOX,SUV
2018,CHEVROLET,SILVERADO 1500 REGULAR CAB,PICKUP
2018,CHEVROLET,EXPRESS 2500 CARGO,VAN/MINIVAN
2018,CHEVROLET,SILVERADO 2500 HD REGULAR CAB,PICKUP
2018,CHEVROLET,SILVERADO 3500 HD DOUBLE CAB,PICKUP
2018,CHEVROLET,CORVETTE,COUPE
2018,CHEVROLET,IMPALA,SEDAN
2018,CHEVROLET,EXPRESS 3500 CARGO,VAN/MINIVAN
2018,CHEVROLET,MALIBU,SEDAN
2018,CHEVROLET,SILVERADO 2500 HD CREW CAB,PICKUP
2018,CHEVROLET,SILVERADO 2500 HD DOUBLE CAB,PICKUP
2018,CHEVROLET,SONIC,SEDAN
2018,CHRYSLER,300,SEDAN
2018,CHEVROLET,TRAVERSE,SUV
2018,DODGE,GRAND CARAVAN PASSENGER,VAN/MINIVAN
2018,CHRYSLER,PACIFICA,VAN/MINIVAN
2018,CHEVROLET,SILVERADO 1500 DOUBLE CAB,PICKUP
2018,CHEVROLET,SILVERADO 3500 HD REGULAR CAB,PICKUP
2018,DODGE,JOURNEY,SUV
2018,CHEVROLET,TRAX,SUV
2018,CHEVROLET,SUBURBAN,SUV
2018,CHEVROLET,SILVERADO 3500 HD CREW CAB,PICKUP
2018,FERRARI,GTC4LUSSO,HATCHBACK
2018,FERRARI,488 GTB,COUPE
2018,CHRYSLER,PACIFICA HYBRID,VAN/MINIVAN
2018,CHEVROLET,SUBURBAN 3500HD,SUV
2018,DODGE,DURANGO,SUV
2018,DODGE,CHALLENGER,COUPE
2018,CHEVROLET,VOLT,SEDAN
2018,FIAT,124 SPIDER,CONVERTIBLE
2018,CHEVROLET,TAHOE,SUV
2018,DODGE,CHARGER,SEDAN
2018,FERRARI,812 SUPERFAST,COUPE
2018,FERRARI,PORTOFINO,CONVERTIBLE
2018,FIAT,500E,HATCHBACK
2018,FIAT,500 ABARTH,HATCHBACK
2018,FERRARI,488 SPIDER,CONVERTIBLE
2018,FIAT,500C,CONVERTIBLE
2018,FIAT,500,HATCHBACK
2018,FORD,F150 REGULAR CAB,PICKUP
2018,FORD,EDGE,SUV
2018,FIAT,500C ABARTH,CONVERTIBLE
2018,FORD,ESCAPE,SUV
2018,FORD,CMAX HYBRID,WAGON
2018,FORD,EXPEDITION MAX,SUV
2018,FORD,F150 SUPERCREW CAB,PICKUP
2018,FORD,F350 SUPER DUTY SUPER CAB,PICKUP
2018,FORD,F250 SUPER DUTY SUPER CAB,PICKUP
2018,FIAT,500L,HATCHBACK
2018,FIAT,500X,SUV
2018,FORD,EXPEDITION,SUV
2018,FORD,F350 SUPER DUTY REGULAR CAB,PICKUP
2018,FORD,F250 SUPER DUTY CREW CAB,PICKUP
2018,FORD,ECOSPORT,SUV
2018,FORD,F150 SUPER CAB,PICKUP
2018,FORD,EXPLORER,SUV
2018,FORD,FIESTA,SEDAN
2018,FORD,F250 SUPER DUTY REGULAR CAB,PICKUP
2018,FORD,F350 SUPER DUTY CREW CAB,PICKUP
2018,FORD,TRANSIT 350 WAGON,VAN/MINIVAN
2018,FORD,FUSION,SEDAN
2018,FORD,TRANSIT 150 WAGON,VAN/MINIVAN
2018,FORD,F450 SUPER DUTY CREW CAB,PICKUP
2018,FORD,TRANSIT 150 VAN,VAN/MINIVAN
2018,FORD,FOCUS,SEDAN
2018,FORD,TRANSIT CONNECT CARGO,VAN/MINIVAN
2018,FORD,TRANSIT 350 HD VAN,VAN/MINIVAN
2018,FORD,FUSION ENERGI,SEDAN
2018,FORD,FLEX,SUV
2018,FORD,MUSTANG,COUPE
2018,FREIGHTLINER,SPRINTER 2500 CARGO,VAN/MINIVAN
2018,FREIGHTLINER,SPRINTER 2500 CREW,VAN/MINIVAN
2018,FORD,TRANSIT 250 VAN,VAN/MINIVAN
2018,FREIGHTLINER,SPRINTER 3500 CARGO,VAN/MINIVAN
2018,FORD,TRANSIT CONNECT PASSENGER,VAN/MINIVAN
2018,FORD,TRANSIT 350 VAN,VAN/MINIVAN
2018,FREIGHTLINER,SPRINTER WORKER CARGO,VAN/MINIVAN
2018,FORD,TAURUS,SEDAN
2018,FREIGHTLINER,SPRINTER 3500XD CARGO,VAN/MINIVAN
2018,FREIGHTLINER,SPRINTER 2500 PASSENGER,VAN/MINIVAN
2018,GMC,ACADIA,SUV
2018,GENESIS,G80,SEDAN
2018,GMC,SIERRA 1500 CREW CAB,PICKUP
2018,GMC,CANYON EXTENDED CAB,PICKUP
2018,GENESIS,G90,SEDAN
2018,GMC,SAVANA 2500 PASSENGER,VAN/MINIVAN
2018,GMC,SAVANA 3500 PASSENGER,VAN/MINIVAN
2018,GMC,CANYON CREW CAB,PICKUP
2018,GMC,SAVANA 3500 CARGO,VAN/MINIVAN
2018,GMC,SIERRA 3500 HD CREW CAB,PICKUP
2018,GMC,SIERRA 2500 HD CREW CAB,PICKUP
2018,GMC,SAVANA 2500 CARGO,VAN/MINIVAN
2018,GMC,SIERRA 2500 HD DOUBLE CAB,PICKUP
2018,GMC,SIERRA 3500 HD DOUBLE CAB,PICKUP
2018,HONDA,ACCORD,SEDAN
2018,GMC,TERRAIN,SUV
2018,GMC,SIERRA 2500 HD REGULAR CAB,PICKUP
2018,GMC,YUKON,SUV
2018,GMC,SIERRA 1500 REGULAR CAB,PICKUP
2018,GMC,SIERRA 1500 DOUBLE CAB,PICKUP
2018,HONDA,ACCORD HYBRID,SEDAN
2018,GMC,SIERRA 3500 HD REGULAR CAB,PICKUP
2018,HONDA,CIVIC TYPE R,HATCHBACK
2018,HYUNDAI,SANTA FE SPORT,SUV
2018,HYUNDAI,IONIQ HYBRID,HATCHBACK
2018,HONDA,HRV,SUV
2018,HONDA,FIT,HATCHBACK
2018,HONDA,CIVIC,SEDAN
2018,GMC,YUKON XL,SUV
2018,HYUNDAI,IONIQ PLUGIN HYBRID,HATCHBACK
2018,HYUNDAI,IONIQ ELECTRIC,HATCHBACK
2018,HONDA,CLARITY PLUGIN HYBRID,SEDAN
2018,HYUNDAI,ELANTRA GT,HATCHBACK
2018,HYUNDAI,ACCENT,SEDAN
2018,HONDA,CLARITY FUEL CELL,SEDAN
2018,HONDA,PILOT,SUV
2018,HONDA,ODYSSEY,VAN/MINIVAN
2018,HYUNDAI,SONATA HYBRID,SEDAN
2018,HONDA,CRV,SUV
2018,HONDA,CLARITY ELECTRIC,SEDAN
2018,HONDA,RIDGELINE,PICKUP
2018,INFINITI,Q50,SEDAN
2018,HYUNDAI,ELANTRA,SEDAN
2018,JEEP,RENEGADE,SUV
2018,INFINITI,QX60,SUV
2018,HYUNDAI,SANTA FE,SUV
2018,HYUNDAI,SONATA PLUGIN HYBRID,SEDAN
2018,JAGUAR,FPACE,SUV
2018,HYUNDAI,SONATA,SEDAN
2018,JAGUAR,XF,SEDAN
2018,JAGUAR,XJ,SEDAN
2018,INFINITI,QX80,SUV
2018,HYUNDAI,TUCSON,SUV
2018,INFINITI,Q60,COUPE
2018,JAGUAR,EPACE,SUV
2018,INFINITI,Q70,SEDAN
2018,HYUNDAI,KONA,SUV
2018,JAGUAR,XE,SEDAN
2018,JEEP,WRANGLER UNLIMITED,SUV
2018,JEEP,CHEROKEE,SUV
2018,JAGUAR,FTYPE,COUPE
2018,KIA,SORENTO,SUV
2018,KIA,FORTE5,HATCHBACK
2018,KIA,OPTIMA HYBRID,SEDAN
2018,KIA,FORTE,SEDAN
2018,KIA,CADENZA,SEDAN
2018,JEEP,WRANGLER,SUV
2018,KIA,SOUL EV,WAGON
2018,JEEP,GRAND CHEROKEE,SUV
2018,KIA,NIRO PLUGIN HYBRID,WAGON
2018,LEXUS,LX,SUV
2018,INFINITI,QX30,SUV
2018,KIA,OPTIMA PLUGIN HYBRID,SEDAN
2018,KIA,SOUL,WAGON
2018,LAND ROVER,DISCOVERY,SUV
2018,KIA,STINGER,SEDAN
2018,KIA,SEDONA,VAN/MINIVAN
2018,LEXUS,GS,SEDAN
2018,JEEP,COMPASS,SUV
2018,LAND ROVER,RANGE ROVER VELAR,SUV
2018,LAND ROVER,RANGE ROVER,SUV
2018,KIA,SPORTAGE,SUV
2018,KIA,NIRO,WAGON
2018,KIA,OPTIMA,SEDAN
2018,LAMBORGHINI,HURACAN,COUPE
2018,KIA,RIO,SEDAN
2018,LAND ROVER,DISCOVERY SPORT,SUV
2018,LEXUS,LC,COUPE
2018,LEXUS,IS,SEDAN
2018,LINCOLN,MKC,SUV
2018,LEXUS,RC,COUPE
2018,LAND ROVER,RANGE ROVER EVOQUE,SUV
2018,LINCOLN,CONTINENTAL,SEDAN
2018,LEXUS,RX,SUV
2018,LEXUS,LS,SEDAN
2018,LAND ROVER,RANGE ROVER SPORT,SUV
2018,LEXUS,ES,SEDAN
2018,LEXUS,NX,SUV
2018,LAMBORGHINI,AVENTADOR,COUPE
2018,LEXUS,GX,SUV
2018,LINCOLN,MKT,SUV
2018,LINCOLN,NAVIGATOR L,SUV
2018,MASERATI,QUATTROPORTE,SEDAN
2018,MASERATI,LEVANTE,SUV
2018,MERCEDES-BENZ,GLS,SUV
2018,MAZDA,MX5 MIATA RF,CONVERTIBLE
2018,MERCEDES-BENZ,GLC COUPE,SUV
2018,LINCOLN,MKX,SUV
2018,MERCEDES-BENZ,MERCEDESAMG GCLASS,SUV
2018,MAZDA,CX5,SUV
2018,LOTUS,EVORA 400,COUPE
2018,MCLAREN,570GT,COUPE
2018,LINCOLN,NAVIGATOR,SUV
2018,MERCEDES-BENZ,GLE,SUV
2018,LINCOLN,MKZ,SEDAN
2018,MASERATI,GRANTURISMO,COUPE
2018,MCLAREN,720S,COUPE
2018,MASERATI,GHIBLI,SEDAN
2018,MAZDA,MAZDA6,SEDAN
2018,MCLAREN,570S,COUPE
2018,MERCEDES-BENZ,GCLASS,SUV
2018,MAZDA,CX9,SUV
2018,MERCEDES-BENZ,CLA,SEDAN
2018,MERCEDES-BENZ,CLS,SEDAN
2018,MERCEDES-BENZ,ECLASS,SEDAN
2018,MAZDA,MAZDA3,SEDAN
2018,MAZDA,MX5 MIATA,CONVERTIBLE
2018,MAZDA,CX3,SUV
2018,MERCEDES-BENZ,CCLASS,SEDAN
2018,MERCEDES-BENZ,MERCEDESAMG GLE,SUV
2018,MERCEDES-BENZ,MERCEDESAMG CLA,SEDAN
2018,MERCEDES-BENZ,MERCEDESAMG GLC COUPE,SUV
2018,MERCEDES-BENZ,MERCEDESAMG SLC,CONVERTIBLE
2018,MERCEDES-BENZ,MERCEDESAMG SL,CONVERTIBLE
2018,MERCEDES-BENZ,MERCEDESAMG GLC,SUV
2018,MERCEDES-BENZ,MERCEDESAMG ECLASS,SEDAN
2018,MERCEDES-BENZ,MERCEDESAMG GLE COUPE,SUV
2018,MERCEDES-BENZ,MERCEDESAMG CLS,SEDAN
2018,MERCEDES-BENZ,SPRINTER 2500 CREW,VAN/MINIVAN
2018,MERCEDES-BENZ,GLA,SUV
2018,MERCEDES-BENZ,GLC,SUV
2018,MERCEDES-BENZ,SLC,CONVERTIBLE
2018,MERCEDES-BENZ,MERCEDESAMG GT,COUPE
2018,MERCEDES-BENZ,METRIS PASSENGER,VAN/MINIVAN
2018,MERCEDES-BENZ,MERCEDESAMG GLA,SUV
2018,MERCEDES-BENZ,SPRINTER 2500 CARGO,VAN/MINIVAN
2018,MERCEDES-BENZ,MERCEDESAMG GLS,SUV
2018,MERCEDES-BENZ,MERCEDESAMG CCLASS,SEDAN
2018,MERCEDES-BENZ,METRIS WORKER CARGO,VAN/MINIVAN
2018,MERCEDES-BENZ,MERCEDESAMG SCLASS,SEDAN
2018,MERCEDES-BENZ,METRIS CARGO,VAN/MINIVAN
2018,MERCEDES-BENZ,METRIS WORKER PASSENGER,VAN/MINIVAN
2018,MERCEDES-BENZ,MERCEDESMAYBACH SCLASS,SEDAN
2018,NISSAN,LEAF,HATCHBACK
2018,MINI,COUNTRYMAN,SUV
2018,NISSAN,ARMADA,SUV
2018,MERCEDES-BENZ,SL,CONVERTIBLE
2018,MITSUBISHI,OUTLANDER,SUV
2018,NISSAN,ALTIMA,SEDAN
2018,MERCEDES-BENZ,SPRINTER 3500 XD CARGO,VAN/MINIVAN
2018,MINI,CONVERTIBLE,CONVERTIBLE
2018,NISSAN,FRONTIER KING CAB,PICKUP
2018,MINI,HARDTOP 2 DOOR,HATCHBACK
2018,MITSUBISHI,OUTLANDER PHEV,SUV
2018,MINI,HARDTOP 4 DOOR,HATCHBACK
2018,MINI,CLUBMAN,HATCHBACK
2018,MERCEDES-BENZ,SPRINTER 2500 PASSENGER,VAN/MINIVAN
2018,NISSAN,FRONTIER CREW CAB,PICKUP
2018,MITSUBISHI,MIRAGE,HATCHBACK
2018,MERCEDES-BENZ,SPRINTER WORKER CARGO,VAN/MINIVAN
2018,MITSUBISHI,MIRAGE G4,SEDAN
2018,MITSUBISHI,ECLIPSE CROSS,SUV
2018,NISSAN,MAXIMA,SEDAN
2018,NISSAN,MURANO,SUV
2018,MERCEDES-BENZ,SPRINTER 3500 CARGO,VAN/MINIVAN
2018,MERCEDES-BENZ,SCLASS,SEDAN
2018,MITSUBISHI,OUTLANDER SPORT,SUV
2018,NISSAN,TITAN XD CREW CAB,PICKUP
2018,NISSAN,NV3500 HD PASSENGER,VAN/MINIVAN
2018,NISSAN,NV200,VAN/MINIVAN
2018,NISSAN,370Z,COUPE
2018,NISSAN,TITAN CREW CAB,PICKUP
2018,NISSAN,NV3500 HD CARGO,VAN/MINIVAN
2018,NISSAN,GTR,COUPE
2018,NISSAN,TITAN XD SINGLE CAB,PICKUP
2018,NISSAN,NV2500 HD CARGO,VAN/MINIVAN
2018,NISSAN,KICKS,SUV
2018,NISSAN,TITAN XD KING CAB,PICKUP
2018,NISSAN,NV1500 CARGO,VAN/MINIVAN
2018,NISSAN,TITAN SINGLE CAB,PICKUP
2018,NISSAN,ROGUE SPORT,SUV
2018,PORSCHE,718 BOXSTER,CONVERTIBLE
2018,NISSAN,ROGUE,SUV
2018,NISSAN,SENTRA,SEDAN
2018,PORSCHE,911,COUPE
2018,NISSAN,VERSA,SEDAN
2018,NISSAN,VERSA NOTE,HATCHBACK
2018,NISSAN,PATHFINDER,SUV
2018,PORSCHE,718 CAYMAN,COUPE
2018,NISSAN,TITAN KING CAB,PICKUP
2018,PORSCHE,CAYENNE,SUV
2018,RAM,2500 REGULAR CAB,PICKUP
2018,RAM,1500 QUAD CAB,PICKUP
2018,ROLLS-ROYCE,GHOST,SEDAN
2018,SUBARU,CROSSTREK,SUV
2018,RAM,1500 REGULAR CAB,PICKUP
2018,RAM,3500 REGULAR CAB,PICKUP
2018,TESLA,MODEL S,SEDAN
2018,SMART,FORTWO ELECTRIC DRIVE,HATCHBACK
2018,ROLLS-ROYCE,WRAITH,COUPE
2018,RAM,1500 CREW CAB,PICKUP
2018,RAM,PROMASTER CARGO VAN,VAN/MINIVAN
2018,RAM,2500 CREW CAB,PICKUP
2018,RAM,2500 MEGA CAB,PICKUP
2018,PORSCHE,PANAMERA,SEDAN
2018,PORSCHE,MACAN,SUV
2018,TESLA,MODEL 3,SEDAN
2018,RAM,3500 CREW CAB,PICKUP
2018,SUBARU,FORESTER,SUV
2018,ROLLS-ROYCE,DAWN,CONVERTIBLE
2018,RAM,PROMASTER CITY,VAN/MINIVAN
2018,SMART,FORTWO ELECTRIC DRIVE CABRIO,CONVERTIBLE
2018,RAM,PROMASTER WINDOW VAN,VAN/MINIVAN
2018,SUBARU,WRX,SEDAN
2018,RAM,3500 MEGA CAB,PICKUP
2018,SUBARU,IMPREZA,SEDAN
2018,ROLLS-ROYCE,PHANTOM,SEDAN
2018,SUBARU,BRZ,COUPE
2018,TOYOTA,AVALON HYBRID,SEDAN
2018,SUBARU,LEGACY,SEDAN
2018,TOYOTA,86,COUPE
2018,TOYOTA,AVALON,SEDAN
2018,TOYOTA,CHR,SUV
2018,TOYOTA,4RUNNER,SUV
2018,SUBARU,OUTBACK,SUV
2018,TOYOTA,COROLLA IM,HATCHBACK
2018,TOYOTA,HIGHLANDER,SUV
2018,TOYOTA,CAMRY,SEDAN
2018,TOYOTA,MIRAI,SEDAN
2018,TOYOTA,HIGHLANDER HYBRID,SUV
2018,TOYOTA,CAMRY HYBRID,SEDAN
2018,TOYOTA,PRIUS,HATCHBACK
2018,TOYOTA,LAND CRUISER,SUV
2018,TOYOTA,COROLLA,SEDAN
2018,TOYOTA,PRIUS C,HATCHBACK
2018,TESLA,MODEL X,SUV
2018,TOYOTA,PRIUS PRIME,HATCHBACK
2018,TOYOTA,TACOMA ACCESS CAB,PICKUP
2018,TOYOTA,SEQUOIA,SUV
2018,TOYOTA,TUNDRA CREWMAX,PICKUP
2018,TOYOTA,SIENNA,VAN/MINIVAN
2018,TOYOTA,RAV4,SUV
2018,TOYOTA,TACOMA DOUBLE CAB,PICKUP
2018,TOYOTA,RAV4 HYBRID,SUV
2018,TOYOTA,TUNDRA DOUBLE CAB,PICKUP
2018,VOLKSWAGEN,GOLF,HATCHBACK
2018,VOLKSWAGEN,GOLF GTI,HATCHBACK
2018,VOLKSWAGEN,TIGUAN,SUV
2018,VOLVO,V90,WAGON
2018,VOLKSWAGEN,GOLF R,HATCHBACK
2018,VOLVO,S60,SEDAN
2018,VOLKSWAGEN,ATLAS,SUV
2018,VOLKSWAGEN,GOLF ALLTRACK,WAGON
2018,VOLVO,V60,WAGON
2017,ALFA ROMEO,GIULIA,SEDAN
2018,TOYOTA,YARIS IA,SEDAN
2018,VOLKSWAGEN,EGOLF,HATCHBACK
2017,ACURA,MDX SPORT HYBRID,SUV
2018,VOLKSWAGEN,JETTA,SEDAN
2017,ACURA,MDX,SUV
2017,ACURA,RDX,SUV
2018,TOYOTA,YARIS,HATCHBACK
2017,ACURA,NSX,COUPE
2018,VOLKSWAGEN,GOLF SPORTWAGEN,WAGON
2018,VOLKSWAGEN,BEETLE,HATCHBACK
2018,VOLVO,S90,SEDAN
2018,VOLVO,XC60,SUV
2017,ACURA,ILX,SEDAN
2018,VOLKSWAGEN,PASSAT,SEDAN
2018,VOLVO,XC90,SUV
2018,VOLKSWAGEN,TIGUAN LIMITED,SUV
2017,ACURA,RLX SPORT HYBRID,SEDAN
2017,ALFA ROMEO,4C,COUPE
2017,ACURA,RLX,SEDAN
2017,AUDI,A4 ALLROAD,WAGON
2017,ACURA,TLX,SEDAN
2017,ASTON MARTIN,RAPIDE S,SEDAN
2017,AUDI,A8,SEDAN
2017,AUDI,A3 SPORTBACK ETRON,WAGON
2017,AUDI,Q5,SUV
2017,AUDI,A3,SEDAN
2017,ASTON MARTIN,VANQUISH,COUPE
2017,AUDI,Q7,SUV
2017,ASTON MARTIN,DB11,COUPE
2017,ASTON MARTIN,VANTAGE,COUPE
2017,AUDI,A7,SEDAN
2017,AUDI,Q3,SUV
2017,AUDI,A4,SEDAN
2017,AUDI,A5 SPORT,COUPE
2017,AUDI,A6,SEDAN
2017,AUDI,R8,COUPE
2017,AUDI,S6,SEDAN
2017,AUDI,RS 3,SEDAN
2017,AUDI,SQ5,SUV
2017,AUDI,S5,COUPE
2017,AUDI,S3,SEDAN
2017,AUDI,RS 7,SEDAN
2017,AUDI,S8,SEDAN
2017,AUDI,S7,SEDAN
2017,BENTLEY,MULSANNE,SEDAN
2017,BMW,5 SERIES,SEDAN
2017,BMW,7 SERIES,SEDAN
2017,BENTLEY,CONTINENTAL,COUPE
2017,BMW,X4,SUV
2017,BMW,6 SERIES,SEDAN
2017,AUDI,TT,COUPE
2017,BENTLEY,BENTAYGA,SUV
2017,BENTLEY,FLYING SPUR,SEDAN
2017,BMW,I8,COUPE
2017,BMW,4 SERIES,SEDAN
2017,BMW,2 SERIES,COUPE
2017,BMW,3 SERIES,SEDAN
2017,BMW,M2,COUPE
2017,BMW,I3,HATCHBACK
2017,BMW,M3,SEDAN
2017,BMW,X6 M,SUV
2017,CADILLAC,CTS,SEDAN
2017,BUICK,REGAL,SEDAN
2017,BMW,X3,SUV
2017,BUICK,ENVISION,SUV
2017,BUICK,CASCADA,CONVERTIBLE
2017,BMW,X1,SUV
2017,BMW,X5,SUV
2017,BMW,M4,COUPE
2017,BMW,X6,SUV
2017,BUICK,ENCLAVE,SUV
2017,BUICK,LACROSSE,SEDAN
2017,BMW,X5 M,SUV
2017,CADILLAC,ATSV,SEDAN
2017,BMW,M6,COUPE
2017,CADILLAC,CT6,SEDAN
2017,BUICK,ENCORE,SUV
2017,BUICK,VERANO,SEDAN
2017,CHEVROLET,COLORADO CREW CAB,PICKUP
2017,CHEVROLET,SILVERADO 2500 HD REGULAR CAB,PICKUP
2017,CHEVROLET,BOLT EV,HATCHBACK
2017,CADILLAC,ESCALADE,SUV
2017,CHEVROLET,COLORADO EXTENDED CAB,PICKUP
2017,CADILLAC,CTSV,SEDAN
2017,CADILLAC,ESCALADE ESV,SUV
2017,CHEVROLET,CORVETTE,COUPE
2017,CADILLAC,XT5,SUV
2017,CHEVROLET,CAMARO,COUPE
2017,CADILLAC,XTS,SEDAN
2017,CADILLAC,ATS,SEDAN
2017,CHEVROLET,IMPALA,SEDAN
2017,CHEVROLET,EXPRESS 2500 CARGO,VAN/MINIVAN
2017,CHEVROLET,CITY EXPRESS,VAN/MINIVAN
2017,CHEVROLET,SILVERADO 1500 CREW CAB,PICKUP
2017,CHEVROLET,CRUZE,SEDAN
2017,CHEVROLET,SILVERADO 1500 DOUBLE CAB,PICKUP
2017,CHEVROLET,SONIC,SEDAN
2017,CHEVROLET,SILVERADO 1500 REGULAR CAB,PICKUP
2017,CHEVROLET,EQUINOX,SUV
2017,CHEVROLET,EXPRESS 2500 PASSENGER,VAN/MINIVAN
2017,CHEVROLET,MALIBU,SEDAN
2017,CHEVROLET,SILVERADO 2500 HD DOUBLE CAB,PICKUP
2017,CHEVROLET,SPARK,HATCHBACK
2017,CHEVROLET,SILVERADO 2500 HD CREW CAB,PICKUP
2017,CHEVROLET,EXPRESS 3500 CARGO,VAN/MINIVAN
2017,CHEVROLET,EXPRESS 3500 PASSENGER,VAN/MINIVAN
2017,DODGE,CHARGER,SEDAN
2017,FERRARI,GTC4LUSSO,HATCHBACK
2017,CHEVROLET,SILVERADO 3500 HD DOUBLE CAB,PICKUP
2017,CHEVROLET,TRAVERSE,SUV
2017,CHEVROLET,TRAX,SUV
2017,CHRYSLER,PACIFICA,VAN/MINIVAN
2017,CHRYSLER,300,SEDAN
2017,CHRYSLER,200,SEDAN
2017,FIAT,500,HATCHBACK
2017,DODGE,DURANGO,SUV
2017,CHEVROLET,SILVERADO 3500 HD CREW CAB,PICKUP
2017,CHEVROLET,SUBURBAN,SUV
2017,CHEVROLET,TAHOE,SUV
2017,CHEVROLET,SILVERADO 3500 HD REGULAR CAB,PICKUP
2017,CHEVROLET,SS,SEDAN
2017,CHEVROLET,SUBURBAN 3500HD,SUV
2017,FERRARI,F12BERLINETTA,COUPE
