vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
3N1AB7AP4KY328147|2019|Nissan|Sentra|SV CVT|Excellent Price|$1257 off avg. list price|12798|29495|Tracy|CA|Silver|Black|no| 1| personal
5GTDN136768197244|2006|HUMMER|H3|SUV|Excellent Price|$1893 off avg. list price|7999|160422|Longmont|CO|White|Black|no| 5| personal
4T1B11HK2KU299080|2019|Toyota|Camry|SE Automatic|Excellent Price|$1764 off avg. list price|18999|9687|Concord|NC|Blue|Gray|no| 1| personal
1G1PC5SB5E7429093|2014|Chevrolet|Cruze|LT with 1LT Automatic|||5800|63503|Orlando|FL|White|Gray|no| 4| fleet
5UXWX5C54BL715437|2011|BMW|X3|xDrive28i AWD|||12499|17422|Alexandria|VA|Black|Unknown|no| 1| personal
KNMAT2MT8KP508576|2019|Nissan|Rogue|SV FWD|Excellent Price||18070|17906|Stafford|TX|Black|Black|no| 1| personal
1HGCR2F3XHA184709|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$981 off avg. list price|13800|36755|Pikeville|KY|Black|Black|no| 1| personal
JTDEPRAE0LJ027892|2020|Toyota|Corolla|LE CVT|Excellent Price||13786|22060|Boerne|TX|White|Unknown|no| 1| personal
JTDEPRAE1LJ036049|2020|Toyota|Corolla|LE CVT|Excellent Price|$808 off avg. list price|16297|25811|Albuquerque|NM|White|Unknown|no| 1| personal
3FA6P0HDXER168965|2014|Ford|Fusion|SE FWD|Excellent Price|$1763 off avg. list price|8990|105010|Greensboro|NC|Black|Black|no| 2| fleet
3FADP4EJ8FM118251|2015|Ford|Fiesta|SE Hatchback|||4995|95676|Wilmington|CA|White|Unknown|1| 1| fleet
1GAZGPFP0K1161163|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price|$2006 off avg. list price|19397|34668|Orlando|FL|White|Gray|no| 1| personal
KMHD04LB8HU352605|2017|Hyundai|Elantra|Sport 1.6T Sedan Manual|Excellent Price|$2628 off avg. list price|13599|29319|Boise|ID|Blue|Black|no| 2| personal
1N4AL3AP8FN891309|2015|Nissan|Altima|2.5|||7995|118726|Rockford|IL|Black|Unknown|no| 2| personal
3FA6P0LU5KR226774|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1236 off avg. list price|15349|18668|Chatom|AL|White|Unknown|1| 1| personal
JM1CW2BL5F0185654|2015|Mazda|Mazda5|Sport|||7495|83277|Dallas|TX|Silver|Black|no| 2| fleet
1N4BL4CV1KC163780|2019|Nissan|Altima|SR FWD|Excellent Price|$1910 off avg. list price|17995|32500|Philadelphia|PA|Black|Black|no| 3| fleet
KNMAT2MT7KP516023|2019|Nissan|Rogue|SV FWD|Excellent Price|$1267 off avg. list price|16995|33014|Lexington|SC|Gray|Black|no| 1| fleet
3KPC24A32KE058077|2019|Hyundai|Accent|SE Automatic|Excellent Price||10999|20467|Dallas|TX|Silver|Black|no| 1| personal
KMHD84LF8HU227941|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (Ulsan)|Excellent Price|$2419 off avg. list price|11895|28807|Virginia Beach|VA|Silver|Unknown|no| 1| personal
2C4RDGCG8KR758612|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1881 off avg. list price|19927|11325|Fresno|CA|White|Black|no| 1| fleet
KNMAT2MT9KP528030|2019|Nissan|Rogue|SV FWD|Excellent Price|$1054 off avg. list price|16897|30127|Nashville|TN|White|Black|no| 1| personal
3FAHP0DC5BR233271|2011|Ford|Fusion|Sport AWD|||5000|120957|Shawnee|OK|Black|Unknown|no| 2| fleet
3FADP4BJ0KM107680|2019|Ford|Fiesta|SE Sedan|Excellent Price|$1469 off avg. list price|7491|27810|Hollywood|FL|Black|Gray|1| 1| personal
1N4AL3APXHN338311|2017|Nissan|Altima|2.5 S|||6950|54413|PORTLAND|OR|Silver|Black|1| 2| fleet
KNMAT2MT5KP516148|2019|Nissan|Rogue|SV FWD|Excellent Price||16995|38817|Seguin|TX|Silver|Black|no| 1| personal
JTDEPRAE1LJ007540|2020|Toyota|Corolla|LE CVT|Great Price|$583 off avg. list price|17748|9897|Tacoma|WA|White|Unknown|no| 1| personal
4T1B11HK1KU239422|2019|Toyota|Camry|LE Automatic|Excellent Price|$1495 off avg. list price|16275|29454|Fontana|CA|Black|Unknown|no| 1| personal
3N1AB7AP7KL606424|2019|Nissan|Sentra|SV CVT|Excellent Price|$991 off avg. list price|14491|8721|Greenville|SC|Black|Black|no| 1| personal
5N1AT2MV5HC742574|2017|Nissan|Rogue|SV AWD|Excellent Price|$2139 off avg. list price|15500|32363|Fuquay Varina|NC|Black|Black|no| 1| personal
YV4SZ592371264962|2007|Volvo|XC70|2.5L Turbo|||3999|195000|Easton|MD|Silver|Unknown|no| 3| personal
1N4AL3AP2FN387113|2015|Nissan|Altima|2.5 S|Excellent Price|$1295 off avg. list price|9500|64274|Kirkland|WA|White|Black|no| 3| fleet
JTDEPRAE7LJ019689|2020|Toyota|Corolla|LE CVT|Great Price||15444|31595|League City|TX|White|Unknown|no| 1| personal
KNMAT2MT5KP501990|2019|Nissan|Rogue|SV FWD|Excellent Price|$1345 off avg. list price|16954|23724|Holly Springs|GA|Gray|Black|no| 1| personal
5YFEPRAE9LP038384|2020|Toyota|Corolla|LE CVT|Great Price|$405 off avg. list price|15500|16687|Birmingham|AL|White|Black|1| 1| fleet
2C4RDGCG8KR623047|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1328 off avg. list price|16997|25418|Pasco|WA|Silver|Black|no| 1| personal
5N1AT2MVXHC826163|2017|Nissan|Rogue|2017.5 SL AWD|||14999|20502|Greensboro|NC|White|Beige|1| 1| personal
KNMAT2MT0KP545721|2019|Nissan|Rogue|SV FWD|Excellent Price|$1184 off avg. list price|15750|26506|Fontana|CA|White|Black|no| 1| personal
KNMAT2MTXKP519417|2019|Nissan|Rogue|SV FWD|Excellent Price|$1200 off avg. list price|15885|26788|Fontana|CA|White|Black|no| 1| personal
3FA6P0LU5KR180976|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$978 off avg. list price|15999|31052|Reno|NV|White|Black|no| 1| personal
KNMAT2MT6KP534903|2019|Nissan|Rogue|SV FWD|Excellent Price|$1201 off avg. list price|17900|18592|Orange|CA|Black|Black|no| 1| fleet
3FA6P0LU2KR236677|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$998 off avg. list price|15999|29476|Reno|NV|Black|Black|no| 1| personal
2C4RDGCG2KR621147|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1159 off avg. list price|14654|34088|Sarasota|FL|Black|Black|no| 2| personal
3N1AB7AP5KY218935|2019|Nissan|Sentra|S CVT|Excellent Price||10999|39209|Garland|TX|Silver|Black|no| 1| personal
2C4RDGCG2KR674009|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1454 off avg. list price|17000|32658|Reno|NV|Red|Black|no| 1| personal
JTDKB20U677655251|2007|Toyota|Prius|Hatchback|||3199|160409|Statesboro|GA|White|Beige|no| 4| fleet
3N1AB7AP3JY245694|2018|Nissan|Sentra|SV CVT|Excellent Price|$1563 off avg. list price|9995|66865|Kennesaw|GA|White|Black|no| 3| personal
4T1B11HK0KU188916|2019|Toyota|Camry|LE Automatic|Excellent Price|$1624 off avg. list price|19420|6492|Lynnwood|WA|White|Gray|no| 1| personal
JTDEPRAE7LJ051798|2020|Toyota|Corolla|LE CVT|Excellent Price||15499|18690|Boerne|TX|Black|Black|no| 1| personal
3FAHP0JA6CR135791|2012|Ford|Fusion|SEL FWD|||4699|147054|Williamstown|NJ|Black|Black|no| 1| personal
JTLZE4FE7CJ003645|2012|Scion|xB|Base Automatic|||4200|139649|Houston|TX|Silver|Black|1| 1| personal
1N4BL4CVXKC114125|2019|Nissan|Altima|SR FWD|Excellent Price|$1758 off avg. list price|16796|18371|Yonkers|NY|Black|Black|no| 1| personal
2C4RDGCG1KR566139|2019|Dodge|Grand Caravan|SXT|Excellent Price|$962 off avg. list price|17014|41264|Fresno|CA|White|Black|no| 1| personal
5YFEPRAE2LP010913|2020|Toyota|Corolla|LE CVT|Great Price|$552 off avg. list price|15494|10344|Gainesville|FL|White|Black|no| 1| personal
JTDEPRAE0LJ062111|2020|Toyota|Corolla|LE CVT|Excellent Price|$820 off avg. list price|11999|64288|Miami Gardens|FL|Black|Gray|no| 1| personal
3FA6P0LU5KR207609|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price||15491|21144|Tomball|TX|Silver|Unknown|no| 1| personal
JA3215H12CU025235|2012|Mitsubishi|i-MiEV|ES|||6500|21919|Fuquay Varina|NC|Black|Black|no| 3| fleet
1G1ZD5ST8LF008485|2020|Chevrolet|Malibu|LT|Excellent Price|$1194 off avg. list price|20302|12071|Bossier City|LA|White|Black|no| 1| fleet
1N4BL4EVXKC176329|2019|Nissan|Altima|SL FWD|Excellent Price|$1370 off avg. list price|17500|27720|Kirkland|WA|Gray|Black|no| 1| personal
3N1AB7AP8KL623698|2019|Nissan|Sentra|SV CVT|Excellent Price|$572 off avg. list price|10978|29778|Tampa|FL|White|Black|no| 1| personal
2C4RDGCG6KR690276|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1066 off avg. list price|17097|28836|Oakbrook|IL|White|Black|no| 1| personal
3N1AB7AP7JY240711|2018|Nissan|Sentra|S CVT|Excellent Price|$1827 off avg. list price|13995|38182|Albuquerque|NM|Black|Black|no| 2| fleet
JTDEPRAE4LJ024672|2020|Toyota|Corolla|LE CVT|Excellent Price||15499|26268|Boerne|TX|Black|Black|no| 1| personal
2C4RDGCG7KR671901|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1263 off avg. list price|16995|14532|Lynnwood|WA|White|Black|1| 1| personal
1G1PG5SC8C7185272|2012|Chevrolet|Cruze|LT with 2LT|||4993|135147|Fox Lake|IL|Red|Brown|no| 3| fleet
2C4RDGCG8KR618723|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1314 off avg. list price|17097|28875|Minneapolis|MN|White|Black|no| 1| personal
1G1ZD5ST0LF040976|2020|Chevrolet|Malibu|LT|Excellent Price|$1471 off avg. list price|17995|7466|Hialeah|FL|Silver|Black|no| 1| personal
KNMAT2MVXHP546921|2017|Nissan|Rogue|SV AWD|Excellent Price|$1734 off avg. list price|18899|19618|Tulsa|OK|Black|Black|no| 1| fleet
2A4RR5D19AR230571|2010|Chrysler|Town & Country|Touring|Excellent Price||4000|194063|Rockwall|TX|White|Beige|no| 3| personal
3N1AB7AP6KY206924|2019|Nissan|Sentra|S CVT|Excellent Price|$1024 off avg. list price|9888|44909|Fontana|CA|Silver|Black|no| 1| personal
JTHBA30G665167512|2006|Lexus|ES|ES 330|||4199|179508|Lynnwood|WA|Gold|Beige|no| 1| personal
2HGFA165X7H508290|2007|Honda|Civic|LX Sedan Automatic|Excellent Price|$1062 off avg. list price|4699|127350|Davis|CA|Silver|Gray|no| 4| fleet
3N1AB7AP6KY301726|2019|Nissan|Sentra|S CVT|Excellent Price|$663 off avg. list price|11992|30343|Glendale|AZ|Black|Black|no| 1| fleet
3N1AB7AP2KY433060|2019|Nissan|Sentra|SV CVT|Excellent Price|$908 off avg. list price|12999|7615|Fredericksburg|VA|Blue|Black|no| 1| fleet
1FMCU9G99FUB32682|2015|Ford|Escape|SE 4WD|Excellent Price|$1324 off avg. list price|5980|190265|Salt Lake City|UT|White|Gray|no| 2| fleet
2HGFB2F5XDH551431|2013|Honda|Civic|LX Sedan Automatic|Excellent Price|$2125 off avg. list price|9995|87700|Honolulu|HI|Gray|Gray|no| 2| personal
JTDEPRAE9LJ044321|2020|Toyota|Corolla|LE CVT|Excellent Price|$810 off avg. list price|16897|19800|Albuquerque|NM|Silver|Unknown|no| 1| personal
4T1B11HK3KU727688|2019|Toyota|Camry|LE Automatic|Excellent Price|$1338 off avg. list price|16618|28024|Fontana|CA|White|Unknown|no| 1| personal
5YFEPRAE8LP049506|2020|Toyota|Corolla|LE CVT|Excellent Price||14300|15009|Boerne|TX|Silver|Black|no| 1| personal
2C4RC1BG8CR410697|2012|Chrysler|Town & Country|Touring|||5000|137698|Hazlet|NJ|Blue|Black|no| 2| personal
3FA6P0LU2KR110125|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price||14899|30829|Amarillo|TX|Gray|Unknown|no| 1| personal
3FA6P0LU2KR120430|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1024 off avg. list price|14459|42268|Bolivar|TN|White|Black|no| 1| personal
1HGCR2F30HA246814|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$1606 off avg. list price|14950|18989|Huntsville|AL|Gray|Unknown|no| 1| personal
JN1BJ1CP8KW214533|2019|Nissan|Rogue Sport|S FWD|Excellent Price|$3271 off avg. list price|14397|32504|Stafford|VA|White|Black|no| 1| personal
4T1B11HK0KU162719|2019|Toyota|Camry|L Automatic|Excellent Price|$1871 off avg. list price|17000|39868|East Stroudsburg|PA|Black|Gray|no| 1| personal
3N1AB7AP8KY356971|2019|Nissan|Sentra|SV CVT|Excellent Price|$822 off avg. list price|13969|30969|Chehalis|WA|White|Black|no| 1| personal
4T1B11HK6KU807325|2019|Toyota|Camry|SE Automatic|Excellent Price||19385|24071|San Antonio|TX|Black|Unknown|no| 1| personal
1G11Z5SA4KU138092|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1891 off avg. list price|15317|29133|Fontana|CA|Silver|Black|no| 1| personal
KNDJP3A5XK7919980|2019|Kia|Soul|+ Automatic|Excellent Price|$870 off avg. list price|13697|24972|Orlando|FL|White|Black|no| 1| personal
2C4RDGCG5KR578570|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1208 off avg. list price|16698|34200|Pensacola|FL|Silver|Black|no| 1| personal
2C4RDGCG1KR517023|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1378 off avg. list price|14735|69586|Aztec|NM|Black|Black|no| 1| personal
2C4RDGCG9KR545894|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1523 off avg. list price|15945|51536|Brooksville|FL|Silver|Black|no| 1| personal
3FA6P0LU8KR264273|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$924 off avg. list price|15707|12779|Maitland|FL|Gray|Gray|no| 1| personal
3FA6P0D90KR186596|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1352 off avg. list price|17597|46197|Oakbrook|IL|Black|Black|no| 1| personal
3LNHL2GC2AR638169|2010|Lincoln|MKZ|FWD|||6350|125525|Wichita|KS|Black|Black|no| 3| fleet
1C3AN69L74X004702|2004|Chrysler|Crossfire|Coupe|Excellent Price|$1357 off avg. list price|5995|78569|Bethany|OK|White|Black|no| 4| personal
3FA6P0CD8KR144683|2019|Ford|Fusion|SEL FWD|Excellent Price||16648|36135|Wichita Falls|TX|Blue|Black|no| 1| personal
2C3CCAKG8KH722761|2019|Chrysler|300|Limited AWD|Excellent Price|$2917 off avg. list price|24981|11000|Tulsa|OK|White|Black|no| 1| personal
WDBSK71F27F123349|2007|Mercedes-Benz|SL|SL 550 V8 Roadster|Excellent Price|$4281 off avg. list price|21995|31395|Costa Mesa|CA|Black|Gray|no| 4| personal
5YFEPRAE6LP097036|2020|Toyota|Corolla|LE CVT|Great Price|$451 off avg. list price|14790|6485|Chantilly|VA|Silver|Black|1| 1| personal
5UXWX9C57D0A14762|2013|BMW|X3|xDrive28i AWD|||10495|104615|Westport|MA|Gray|Unknown|no| 1| personal
2C4RDGCG0KR566181|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1050 off avg. list price|17014|42607|Fresno|CA|Gray|Black|no| 1| personal
SALMF1D47BA351786|2011|Land|Rover Range Rover|HSE LUX|||15950|78623|El Cajon|CA|Black|Black|no| 2| personal
5NPEC4AC5EH852755|2014|Hyundai|Sonata|SE 2.4L Automatic|||5911|107232|O'Fallon|IL|Gray|Gray|no| 2| fleet
4T1B11HK0KU196305|2019|Toyota|Camry|L Automatic|Excellent Price|$1188 off avg. list price|16800|39517|Pikeville|KY|White|Gray|no| 1| fleet
KMHD35LH8HU362245|2017|Hyundai|Elantra|GT Hatchback Automatic|Excellent Price|$1475 off avg. list price|9250|56289|Escondido|CA|Silver|Black|no| 1| personal
3KPFK4A76HE058446|2017|Kia|Forte|LX Sedan Automatic|Excellent Price|$1282 off avg. list price|9997|49360|Bend|OR|Black|Black|no| 2| personal
1GCRKSE72DZ304046|2013|Chevrolet|Silverado 1500|LT Extended Cab Standard Box 4WD|||12600|138529|Duncan|OK|White|Black|no| 2| fleet
3N1AB7AP8HY205170|2017|Nissan|Sentra|SV CVT|Excellent Price|$1148 off avg. list price|10999|44909|Lawrenceburg|KY|Black|Black|no| 2| personal
1VWCN7A31EC028652|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$3209 off avg. list price|14535|45553|Albuquerque|NM|Red|Black|no| 1| personal
JTDEPRAE7LJ007929|2020|Toyota|Corolla|LE CVT|Excellent Price|$688 off avg. list price|15995|10350|Mooresville|NC|White|Gray|no| 1| fleet
5YFEPRAE3LP023248|2020|Toyota|Corolla|LE CVT|Excellent Price||14000|19677|Boerne|TX|Red|Black|no| 1| personal
1VWBN7A39DC127746|2013|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|||8999|67233|Smyrna|GA|Gray|Gray|no| 1| personal
2HGFC1E52HH707363|2017|Honda|Civic|Si Sedan Manual|Excellent Price|$2262 off avg. list price|16995|38724|Bergenfield|NJ|Gray|Black|no| 1| personal
KNMAT2MT8KP512854|2019|Nissan|Rogue|SV FWD|Excellent Price|$1136 off avg. list price|14764|39566|Fontana|CA|Gray|Black|no| 1| fleet
3FA6P0LU7KR187525|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1036 off avg. list price|15444|26354|Westfield|IN|Red|Black|no| 1| personal
JTDEPRAE2LJ061350|2020|Toyota|Corolla|LE CVT|Excellent Price|$612 off avg. list price|14499|10636|Margate|FL|Black|Black|no| 1| personal
3N1AB7AP0KY280095|2019|Nissan|Sentra|SV CVT|Excellent Price|$671 off avg. list price|11400|35694|Jacksonville|NC|Black|Black|no| 1| personal
KNMAT2MT8KP516614|2019|Nissan|Rogue|SV FWD|Excellent Price|$1043 off avg. list price|15800|26300|Fontana|CA|Black|Black|no| 1| personal
3N1AB7AP6KL622761|2019|Nissan|Sentra|SV CVT|Excellent Price|$915 off avg. list price|11995|25202|Lynnwood|WA|Gray|Black|no| 1| fleet
3N1AB7APXKL624951|2019|Nissan|Sentra|SV CVT|Excellent Price|$961 off avg. list price|11676|20280|Mooresville|NC|Gray|Black|no| 1| fleet
5XXGT4L30LG388031|2020|Kia|Optima|LX Automatic|Excellent Price|$1588 off avg. list price|17000|13832|Albuquerque|NM|White|Black|no| 1| personal
4T1B11HK0KU755464|2019|Toyota|Camry|LE Automatic|Excellent Price|$1493 off avg. list price|15999|33714|Bourbonnais|IL|White|Black|no| 1| personal
3FA6P0HD7KR216059|2019|Ford|Fusion|SE FWD|Excellent Price|$1620 off avg. list price|15900|10529|Jacksonville|NC|Black|Black|no| 1| personal
5YFEPRAE6LP045955|2020|Toyota|Corolla|LE CVT|Excellent Price||15000|13653|Boerne|TX|White|Black|no| 1| personal
3N1CN7AP1KL805629|2019|Nissan|Versa|SV Sedan CVT|Excellent Price|$1457 off avg. list price|10994|15952|Fairfield|OH|Black|Black|1| 1| fleet
1N4BL4EV2KC208593|2019|Nissan|Altima|SL FWD|Excellent Price|$1669 off avg. list price|16984|28493|Gainesville|FL|Blue|Black|no| 1| personal
3FA6P0CD6KR219977|2019|Ford|Fusion|SEL FWD|Excellent Price|$1315 off avg. list price|17695|17837|Westbrook|ME|White|Unknown|no| 1| personal
KNMAT2MT5KP535458|2019|Nissan|Rogue|SV FWD|Excellent Price|$819 off avg. list price|16999|31580|North Riverside|IL|White|Black|no| 1| personal
1N4BL4CV1KC170843|2019|Nissan|Altima|SR FWD|Excellent Price|$1472 off avg. list price|17020|34563|Madera|CA|White|Black|no| 1| personal
3N1AB7AP3JY282065|2018|Nissan|Sentra|S CVT|Excellent Price|$1430 off avg. list price|9985|51679|Oklahoma City|OK|Silver|Black|no| 1| fleet
19UUA5646XA050087|1999|Acura|TL|3.2L|Excellent Price|$955 off avg. list price|4495|99751|Rocklin|CA|Black|Unknown|no| 3| personal
3FA6P0LU4KR222165|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price||15491|24635|Tomball|TX|Silver|Gray|no| 1| personal
NM0LS7AN3CT097608|2012|Ford|Transit Connect Van|XL without side or rear glass|||6995|99841|Jamaica|NY|White|Unknown|1| 1| personal
1N4AL3AP8FN355816|2015|Nissan|Altima|2.5 S|Excellent Price|$981 off avg. list price|6988|118288|Gainesville|GA|Black|Black|1| 2| fleet
3FADP4EJ9KM131083|2019|Ford|Fiesta|SE Hatchback|Excellent Price|$1009 off avg. list price|8958|28705|Tampa|FL|White|Black|no| 1| personal
4T1BF1FK1GU576510|2016|Toyota|Camry|SE I4 Automatic|||9995|105969|National City|CA|Blue|Black|no| 2| personal
JH4KB16545C000910|2005|Acura|RL|AWD|||6991|122450|Gilroy|CA|Silver|Black|no| 1| personal
1FMCU9HX7DUA72475|2013|Ford|Escape|SEL 4WD|Excellent Price||6995|135939|Houston|TX|Black|Black|2| 2| fleet
2T1BURHE6HC813703|2017|Toyota|Corolla|LE CVT|Excellent Price|$1407 off avg. list price|10990|88556|Greensboro|NC|Silver|Black|no| 1| personal
3C3CFFCH2JT524033|2018|FIAT|500|Lounge Hatchback|Excellent Price|$2051 off avg. list price|11995|4769|Portland|OR|White|Black|1| 1| personal
3FADP4BJ6KM113628|2019|Ford|Fiesta|SE Sedan|Excellent Price|$1234 off avg. list price|8598|25648|Tampa|FL|Red|Black|no| 1| personal
1GYFK63817R207523|2007|Cadillac|Escalade|AWD|||9500|138675|Spring|TX|Blue|Brown|no| 2| personal
5N1AT2MT2HC895203|2017|Nissan|Rogue|2017.5 SL FWD|Excellent Price|$2336 off avg. list price|17900|21498|Tulsa|OK|White|Beige|no| 1| personal
2G11Z5S35K9135149|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1545 off avg. list price|17999|30733|Tallahassee|FL|Gray|Black|no| 1| personal
1FADP3F21EL140528|2014|Ford|Focus|SE Sedan|Excellent Price|$1045 off avg. list price|6499|90846|Rancho Cordova|CA|White|Beige|no| 1| personal
3FA6P0LU7KR262207|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$837 off avg. list price|15469|19967|Maitland|FL|Silver|Black|no| 1| personal
5N1DL0MM7HC516576|2017|INFINITI|QX60|3.5 AWD|Excellent Price|$2682 off avg. list price|15700|99410|Buford|GA|Silver|Gray|1| 2| fleet
3N1AB7AP5KY296406|2019|Nissan|Sentra|SV CVT|Excellent Price|$957 off avg. list price|11477|29853|Kennesaw|GA|White|Black|no| 1| personal
2T1BURHE9HC834335|2017|Toyota|Corolla|LE CVT|Excellent Price|$1440 off avg. list price|11124|46463|Wallingford|CT|Red|Gray|no| 1| personal
5XXGT4L38KG351176|2019|Kia|Optima|LX|Excellent Price||14800|24707|San Antonio|TX|Black|Black|no| 1| fleet
1NXBU4EE8AZ282936|2010|Toyota|Corolla|LE Automatic|Excellent Price|$1558 off avg. list price|6995|98750|Honolulu|HI|Silver|Gray|no| 1| personal
1HGCR2F52HA051623|2017|Honda|Accord|Sport Sedan CVT|Excellent Price|$989 off avg. list price|14750|107761|North Little Rock|AR|Black|Unknown|1| 1| personal
3FA6P0CD0KR150669|2019|Ford|Fusion|SEL FWD|Excellent Price|$1468 off avg. list price|15997|37767|Joplin|MO|White|Unknown|no| 1| personal
5N1ET2MV9HC788376|2017|Nissan|Rogue|Hybrid SL AWD|Excellent Price|$3100 off avg. list price|19999|16612|Farmington|NM|Black|Black|no| 2| personal
KNDJP3A50K7025275|2019|Kia|Soul|+ Automatic|Excellent Price|$902 off avg. list price|13197|32501|Orlando|FL|Gray|Black|no| 1| personal
3FA6P0LU3KR220486|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1023 off avg. list price|14997|38053|Birmingham|AL|Red|Gray|no| 1| personal
1HGCR2F35HA140701|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$735 off avg. list price|15000|21606|Pikeville|KY|White|Beige|no| 1| personal
WDAPF4CD9KN024454|2019|Mercedes-Benz|Sprinter Chassis Cabs|"4500 170"""|||30000|10|Pasco|WA|White|Black|no| 1| personal
1G1ZD5ST0KF138906|2019|Chevrolet|Malibu|LT with 1LT|Excellent Price|$1152 off avg. list price|15995|34045|Downey|CA|White|Black|no| 1| personal
2C4RDGCG4KR517775|2019|Dodge|Grand Caravan|SXT|Excellent Price|$977 off avg. list price|15677|39839|Concord|CA|Silver|Black|1| 1| personal
1G1RE6E45DU107253|2013|Chevrolet|Volt|Hatch|||6980|127556|Lynwood|CA|Black|Black|no| 2| fleet
3FA6P0D99KR141379|2019|Ford|Fusion|Titanium AWD|Excellent Price|$2044 off avg. list price|19999|43913|Columbia|SC|Black|Black|no| 1| personal
KNMAT2MT7KP537647|2019|Nissan|Rogue|SV FWD|Excellent Price|$1503 off avg. list price|13999|33174|Vero Beach|FL|Gray|Black|no|| personal
3FA6P0LU4KR225521|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$687 off avg. list price|14200|30952|La Follette|TN|Silver|Gray|no| 1| personal
WDAPF4CD2KN034226|2019|Mercedes-Benz|Sprinter Chassis Cabs|"4500 170"""|||29991|37|Bakersfield|CA|White|Unknown|no| 1| personal
KNDMB233696316929|2009|Kia|Sedona|LX LWB|||3200|168575|West Bend|WI|Silver|Gray|1| 2| personal
JTHBK1EG0B2447089|2011|Lexus|ES|ES 350|Excellent Price|$1928 off avg. list price|8995|134495|Salt Lake City|UT|Gray|Black|1| 1| personal
2CNDL63F266177799|2006|Chevrolet|Equinox|LT FWD|||2511|204609|O'Fallon|IL|Gray|Gray|no| 3| personal
2FMDK3KC1DBE31080|2013|Ford|Edge|Limited FWD|||7195|140464|Plantation|FL|Black|Black|no| 2| personal
1GNALBEK5EZ111817|2014|Chevrolet|Equinox|LT with 1LT FWD|Excellent Price|$2245 off avg. list price|10000|147962|Silver Spring|MD|White|Black|no| 2| personal
1FM5K8DHXKGA10488|2019|Ford|Explorer|XLT 4WD|||24555|885|Salt Lake City|UT|White|Black|1| 1| personal
5N1AT2MT9KC714816|2019|Nissan|Rogue|S FWD|Excellent Price|$1392 off avg. list price|13995|114161|Lake City|FL|White|Black|no| 2| personal
3N1AB7APXKY248500|2019|Nissan|Sentra|S CVT|Excellent Price|$739 off avg. list price|12891|25731|Albuquerque|NM|Black|Black|no| 1| personal
3N1AB7AP9KY315829|2019|Nissan|Sentra|SV CVT|Excellent Price|$1073 off avg. list price|11477|29051|Kennesaw|GA|Silver|Black|no| 1| personal
JTDEPRAE4LJ009928|2020|Toyota|Corolla|LE CVT|Great Price|$434 off avg. list price|14990|15100|Doral|FL|White|Black|no| 1| personal
1FDFE4FS1CDA17507|2012|Ford|Econoline Commercial Cutaway|"E-450 158"" DRW"|||19988|3540|Gainesville|GA|White|Gray|1| 3| personal
1FTEW1EGXHFC84391|2017|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|||33000|21924|Sioux Falls|SD|Gold|Black|no| 1| fleet
2HGFC2F52HH559204|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$980 off avg. list price|12441|59352|Patchogue|NY|Gray|Black|1| 1| personal
JTDEPRAE0LJ049570|2020|Toyota|Corolla|LE CVT|Excellent Price|$932 off avg. list price|14995|16400|Marietta|GA|White|Black|no| 1| fleet
KNMAT2MT5KP539526|2019|Nissan|Rogue|SV FWD|Great Price|$688 off avg. list price|17497|23298|Orlando|FL|White|Black|no| 1| personal
