vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
2T1BURHE8HC830244|2017|Toyota|Corolla|LE CVT|Excellent Price|$1685 off avg. list price|11999|40811|Bourbonnais|IL|Black|Black|no| 1| personal
5YFEPRAE8LP103872|2020|Toyota|Corolla|LE CVT|Great Price|$640 off avg. list price|16995|4506|Lynnwood|WA|Blue|Unknown|no| 1| personal
1FMFU18L1VLC03113|1997|Ford|Expedition|Eddie Bauer 4WD|||2500|226861|Beloit|KS|Black|Beige|1| 4| personal
5NPEB4ACXEH837624|2014|Hyundai|Sonata|GLS 2.4L Automatic|Excellent Price|$1853 off avg. list price|9151|64571|Ocala|FL|Gray|Gray|no| 1| personal
19XFC1F36HE012049|2017|Honda|Civic|EX-T Sedan CVT|Excellent Price|$978 off avg. list price|16987|22890|Florida City|FL|White|Gray|no| 1| personal
3FA6P0CD9KR181936|2019|Ford|Fusion|SEL FWD|Excellent Price||17058|37405|Wichita Falls|TX|Blue|Black|no| 1| personal
KMHD74LF9HU090561|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (Ulsan) (alt)|Excellent Price|$1042 off avg. list price|7987|56800|Delray Beach|FL|Black|Gray|no| 1| personal
WDDDJ75X66A016077|2006|Mercedes-Benz|CLS|CLS 600|||9995|69453|Richmond|TX|Black|Black|no| 3| personal
5NPD84LF5KH465221|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$1176 off avg. list price|13752|4856|Miami|FL|Black|Black|no| 1| personal
3C4PDDEG8KT695057|2019|Dodge|Journey|GT AWD|Excellent Price|$1039 off avg. list price|18400|29676|Clarksville|TN|White|Black|no| 1| personal
3FA6P0LU4KR205592|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1363 off avg. list price|15041|26097|Sewell|NJ|Red|Unknown|no| 1| fleet
3N1AB7AP1KY335492|2019|Nissan|Sentra|S CVT|Excellent Price|$1587 off avg. list price|11499|11973|Phoenix|AZ|Silver|Black|no| 1| fleet
1FMCU0GX7DUD71798|2013|Ford|Escape|SE FWD|||6495|125300|Clearwater|FL|White|Gray|no| 2| fleet
19XFB5F58CE002871|2012|Honda|Civic|CNG Sedan Automatic|||7500|100219|Oakland|CA|Silver|Gray|no| 1| personal
5NPD84LF0HH043169|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$775 off avg. list price|9600|80425|Griffin|GA|Blue|Gray|no| 2| personal
JTKKU10438J016049|2008|Scion|xD|Base Automatic|||4312|130338|Colorado Springs|CO|Blue|Gray|no| 4| fleet
KNMAT2MT1KP531441|2019|Nissan|Rogue|SV FWD|Great Price||17700|29062|Fort Worth|TX|White|Black|no| 1| personal
1C4NJPBA7FD226507|2015|Jeep|Patriot|Sport FWD|Excellent Price|$1276 off avg. list price|6995|101754|Louisville|TN|White|Gray|no| 3| fleet
3FA6P0LU6KR120088|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1066 off avg. list price|15645|31452|Brooksville|FL|Silver|Unknown|no| 1| personal
1G1ZD5ST9KF222514|2019|Chevrolet|Malibu|LT with 1LT|Excellent Price|$2042 off avg. list price|19995|2949|Cerritos|CA|White|Black|no| 1| personal
3N1AB7AP9KY218808|2019|Nissan|Sentra|SR CVT|Excellent Price|$912 off avg. list price|13169|34706|Memphis|TN|Black|Black|1| 1| personal
1FADP3F24EL230496|2014|Ford|Focus|SE Sedan|Excellent Price|$1152 off avg. list price|4988|126235|Sacramento|CA|Gray|Black|no| 5| fleet
5YFEPRAE4LP093275|2020|Toyota|Corolla|LE CVT|Excellent Price|$743 off avg. list price|15500|13233|Fredericksburg|VA|Unknown|Unknown|no| 1| personal
58ABK1GG4HU048086|2017|Lexus|ES|ES 350|Excellent Price|$1652 off avg. list price|25688|16659|Phoenix|AZ|White|Beige|no| 1| personal
JN8AZ18WX9W160118|2009|Nissan|Murano|LE AWD|||3911|204611|O'Fallon|IL|White|Beige|no| 1| personal
JTDEPRAE9LJ045629|2020|Toyota|Corolla|LE CVT|Great Price|$384 off avg. list price|16763|21508|Santa Maria|CA|White|Black|no| 1| personal
KNDJP3A5XK7017586|2019|Kia|Soul|+ Automatic|Excellent Price||12007|31933|Pasadena|TX|Black|Black|no| 1| personal
1HGCR2F39HA246536|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$2508 off avg. list price|12995|38899|Long Island City|NY|Blue|Gray|5| 1| personal
3FA6P0LU4KR206774|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1125 off avg. list price|14400|33565|Omaha|NE|Silver|Gray|no| 1| personal
4S3GTAU62J3701214|2018|Subaru|Impreza|2.0i Limited 5-door CVT|||14900|9150|Phoenix|AZ|White|Beige|1| 1| personal
5YFEPRAE3LP098922|2020|Toyota|Corolla|LE CVT|Excellent Price||15499|8797|Boerne|TX|Black|Unknown|no| 1| personal
WBXPC93408WJ05870|2008|BMW|X3|3.0si AWD|Excellent Price|$1329 off avg. list price|6995|124581|Roseville|CA|Silver|Unknown|no| 2| personal
1LNHM81V26Y636411|2006|Lincoln|Town Car|Signature|||4777|103568|Grand Blanc|MI|White|Beige|1| 3| personal
4T1B11HK0KU196420|2019|Toyota|Camry|SE Automatic|Excellent Price|$856 off avg. list price|16498|40472|Orlando|FL|White|Black|no| 1| personal
SALFR2BN0AH174909|2010|Land|Rover LR2|HSE|Excellent Price|$1577 off avg. list price|7500|96773|Boise|ID|Silver|Gray|no| 3| personal
5N1DR2MM8HC691977|2017|Nissan|Pathfinder|S 4WD|Excellent Price|$4729 off avg. list price|19777|45885|Rockville|MD|Black|Black|no| 1| personal
1N4AA6AV7KC363658|2019|Nissan|Maxima|SV 3.5L|||22597|15597|Broomfield|CO|Blue|Beige|no| 2| personal
2C3LA63H16H277764|2006|Chrysler|300|C RWD|||6850|95190|Hattiesburg|MS|Gray|Beige|no| 1| personal
1G11C5SLXFF351867|2015|Chevrolet|Malibu|LT with 1LT|Excellent Price|$1442 off avg. list price|6995|102501|Lake City|FL|Silver|Black|no| 1| personal
3FA6P0LU4KR204619|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$734 off avg. list price|14995|38562|Fuquay Varina|NC|Black|Black|no| 1| personal
1HGCR2F31HA093232|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$1788 off avg. list price|10282|117049|Jamaica|NY|Brown|Black|1| 1| personal
WDC0G4KB4KV167334|2019|Mercedes-Benz|GLC|GLC 300 4MATIC|Excellent Price|$4651 off avg. list price|34888|9060|Temecula|CA|Silver|Black|no| 1| personal
1HGCR2F12HA266240|2017|Honda|Accord|Sport Special Edition Sedan CVT|Excellent Price|$983 off avg. list price|14471|86000|California|MD|Gray|Unknown|no| 1| personal
5NPD84LF1KH403671|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$930 off avg. list price|15487|41477|Fayetteville|AR|Black|Gray|1| 2| fleet
2C3CCAKG4KH723079|2019|Chrysler|300|Limited AWD|Excellent Price|$2648 off avg. list price|24981|12003|Tulsa|OK|Gray|Black|no| 1| personal
1GCNCPEH6FZ370958|2015|Chevrolet|Silverado 1500|WT Regular Cab Long Box 2WD|Excellent Price|$1560 off avg. list price|9995|117765|Pompano Beach|FL|White|Gray|no| 1| fleet
5YFEPRAE5LP097769|2020|Toyota|Corolla|LE CVT|Great Price||16247|4383|Richardson|TX|Gray|Gray|no| 1| personal
JN8AZ1MW4BW152978|2011|Nissan|Murano|SL SUV AWD|||4488|136067|Nashua|NH|Black|Black|1| 3| fleet
1GAZGPFP4K1311419|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price|$2929 off avg. list price|21963|20065|Tallahassee|FL|White|Gray|no| 1| personal
1FMCU0F70EUA86220|2014|Ford|Escape|S FWD|||7490|117350|Everett|WA|White|Black|no| 3| fleet
WDBVF79J36A001704|2006|Maybach|57S|4dr Sedan|Excellent Price|$12343 off avg. list price|61900|33754|Middletown|RI|Silver|Black|no| 5| fleet
1FADP3F21EL382610|2014|Ford|Focus|SE Sedan|Excellent Price|$816 off avg. list price|6987|79739|Rancho Cordova|CA|Black|Black|no| 4| personal
3FA6P0LU2KR220382|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price||14995|41905|Rockwall|TX|White|Gray|no| 1| personal
4T1B11HK5KU683838|2019|Toyota|Camry|L Automatic|Excellent Price|$1215 off avg. list price|18043|31704|Jesup|GA|Black|Gray|no| 1| personal
2C4RDGCG9KR596120|2019|Dodge|Grand Caravan|SXT|Great Price|$617 off avg. list price|17355|43777|Fresno|CA|Black|Black|no| 1| personal
1G6DM577340106019|2004|Cadillac|CTS|Sedan|Excellent Price|$837 off avg. list price|3989|191246|Huntsville|AL|Silver|Black|1| 3| personal
JTDEPRAEXLJ020108|2020|Toyota|Corolla|LE CVT|Great Price|$417 off avg. list price|16494|4350|Gainesville|FL|Silver|Gray|no| 1| personal
3VWC57BU2KM170364|2019|Volkswagen|Jetta|S Automatic|Excellent Price|$1560 off avg. list price|13191|11390|Scappoose|OR|Black|Black|no| 1| personal
KNAGM4A71D5385676|2013|Kia|Optima|LX|||4500|133344|Orlando|FL|Silver|Gray|no| 4| fleet
4JGBB86E28A383672|2008|Mercedes-Benz|M-Class|ML 350 4MATIC|Excellent Price|$1670 off avg. list price|8500|96796|San Diego|CA|Gray|Unknown|no| 3| personal
1GYEK63N34R108232|2004|Cadillac|Escalade|AWD|Excellent Price|$1350 off avg. list price|5800|169295|Richmond|VA|White|Gray|no| 4| personal
1HGCR2F38HA157511|2017|Honda|Accord|LX Sedan CVT|Excellent Price||15231|29504|Kingwood|TX|Silver|Unknown|no| 2| fleet
2C4RDGCG8KR722905|2019|Dodge|Grand Caravan|SXT|Excellent Price|$970 off avg. list price|19595|19622|Perryville|MO|White|Black|no| 1| personal
1FAHP3FN1AW119764|2010|Ford|Focus|SE Sedan|Excellent Price|$555 off avg. list price|2500|105485|Old Bridge|NJ|Silver|Gray|4| 2| personal
1N4AL3AP2GC149422|2016|Nissan|Altima|2.5 S|||7995|83625|Lexington|KY|Silver|Gray|1| 2| personal
1FMCU9J97KUC32718|2019|Ford|Escape|Titanium AWD|Excellent Price|$2143 off avg. list price|20995|17528|Boise|ID|Black|Gray|no| 1| personal
3FA6P0LU6KR182302|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$536 off avg. list price|17303|31239|Fresno|CA|White|Black|1| 1| personal
3C4PDDEG4KT749776|2019|Dodge|Journey|GT AWD|Excellent Price|$1811 off avg. list price|18699|26005|Victorville|CA|Silver|Black|no| 1| personal
2FMDK3JC7DBB63900|2013|Ford|Edge|SEL FWD|Excellent Price|$1917 off avg. list price|8600|107370|Avon|IN|Black|Black|1| 1| personal
JTEHT05J112002093|2001|Toyota|Land Cruiser|4WD|Excellent Price|$1352 off avg. list price|6995|283153|Lugoff|SC|Black|Unknown|no| 2| personal
2C4RDGCG5KR621529|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1552 off avg. list price|14999|34072|Phoenix|AZ|White|Black|no| 1| fleet
KNMAT2MT7KP538913|2019|Nissan|Rogue|SV FWD|Excellent Price|$849 off avg. list price|17984|29025|North Charleston|SC|White|Black|no| 1| personal
JN8AZ2NE0K9226696|2019|INFINITI|QX80|LUXE AWD|||40920|32356|Stafford|TX|Black|Gray|no| 1| personal
5N1AT2MV6HC783165|2017|Nissan|Rogue|S AWD|Excellent Price|$1412 off avg. list price|13994|69745|North Riverside|IL|Gray|Black|no| 2| personal
4T1B11HK6JU599722|2018|Toyota|Camry|SE I4 Automatic|Excellent Price|$2649 off avg. list price|16799|30305|Paterson|NJ|Blue|Black|no| 1| personal
2HGFB2F59DH564882|2013|Honda|Civic|LX Sedan Automatic|Excellent Price|$1620 off avg. list price|9995|89750|Honolulu|HI|Gray|Gray|no| 1| personal
3FA6P0D91KR206502|2019|Ford|Fusion|Titanium AWD|Excellent Price||17997|39700|Dallas|TX|White|Brown|no| 1| personal
3N1AB7AP3HL668198|2017|Nissan|Sentra|SV CVT|Excellent Price|$1012 off avg. list price|8499|81938|Philadelphia|PA|Silver|Black|no| 1| fleet
JN1FV7AR1HM870459|2017|INFINITI|Q50|Red Sport 400 AWD|||22795|47253|Tampa|FL|White|Gray|no| 2| personal
2GNAXUEVXL6105160|2020|Chevrolet|Equinox|LT with 1LT AWD|Excellent Price|$1649 off avg. list price|18994|15493|Gainesville|FL|White|Black|no| 1| personal
4T1B11HK0KU701842|2019|Toyota|Camry|SE Automatic|Great Price|$669 off avg. list price|19827|39210|Cookeville|TN|Black|Unknown|no| 2| personal
4T1B11HK1KU720092|2019|Toyota|Camry|L Automatic|Excellent Price|$1015 off avg. list price|16600|43082|Pikeville|KY|Gray|Gray|no| 1| fleet
JTDEPRAE5LJ029377|2020|Toyota|Corolla|LE CVT|Excellent Price|$760 off avg. list price|13798|23650|Holiday|FL|Silver|Black|no| 1| personal
1FALP6244VH110835|1997|Ford|Thunderbird|LX Coupe|||1800|159205|Lebanon|IN|Red|Gray|no| 3| personal
1FAHP3R43CL386508|2012|Ford|Focus|Electric Hatchback|||8590|58218|Blue Mound|TX|White|Gray|no| 3| fleet
1J8HG48P87C699533|2007|Jeep|Commander|Sport 4WD|||3988|199097|Oklahoma City|OK|Silver|Gray|no| 2| fleet
3MYDLBYV5HY196122|2017|Toyota|Yaris iA|Automatic|||8992|31263|Miami|FL|White|Blue|no| 2| personal
JN8AS5MV0DW640492|2013|Nissan|Rogue|S AWD|||5800|137000|Tacoma|WA|White|Black|no| 2| personal
JN8AS5MT7FW152867|2015|Nissan|Rogue Select|S FWD|||6025|90704|St Petersburg|FL|Gray|Black|no| 2| fleet
2C4RDGCG2KR643049|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1041 off avg. list price|17796|22253|Starke|FL|Gray|Black|no| 1| personal
3FA6P0LU9KR106282|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$386 off avg. list price|15419|51116|Des Moines|IA|White|Black|no| 1| personal
3N1AB7AP7KY248065|2019|Nissan|Sentra|S CVT|Excellent Price|$580 off avg. list price|11995|38130|Bowling Green|KY|Black|Black|no| 1| personal
1VWCN7A39EC037325|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$1234 off avg. list price|8700|95312|Arlington|VA|Gray|Unknown|no| 1| personal
19XFC2F59HE076254|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$735 off avg. list price|13591|49298|Jacksonville|FL|Black|Black|no| 1| personal
2C3CCAEG9KH563020|2019|Chrysler|300|Limited RWD|Excellent Price|$1560 off avg. list price|19995|29162|Metairie|LA|White|Black|no| 1| personal
3N1AB7AP1KY231407|2019|Nissan|Sentra|S CVT|Excellent Price|$612 off avg. list price|10992|47544|Orlando|FL|Black|Black|no| 2| personal
1FAFP53U76A168616|2006|Ford|Taurus|SE|||1831|134448|Vincennes|IN|Gray|Gray|3| 2| fleet
1FADP3F28EL427025|2014|Ford|Focus|SE Sedan|Excellent Price|$1356 off avg. list price|6000|72832|Bowie|MD|Black|Black|no| 3| personal
4S4BP61CX87320229|2008|Subaru|Outback|2.5i Auto|||3932|118962|Countryside|IL|Silver|Black|no| 3| personal
2HGFG1B84AH512745|2010|Honda|Civic|EX Coupe Automatic|||4999|116889|Austin|TX|Silver|Black|no| 4| personal
3N1AB7AP3KY217945|2019|Nissan|Sentra|S CVT|Excellent Price||10999|39702|Dallas|TX|White|Black|1| 1| personal
3FA6P0RU8KR222516|2019|Ford|Fusion|Hybrid Titanium FWD|Excellent Price|$3743 off avg. list price|16569|23237|Delavan|WI|Black|Black|no| 1| personal
3N1AB7AP5KY226002|2019|Nissan|Sentra|SV CVT|Excellent Price|$627 off avg. list price|12330|37534|North Charleston|SC|Black|Black|1| 1| personal
1FADP3K22DL227276|2013|Ford|Focus|SE Hatchback|Excellent Price|$891 off avg. list price|5777|118093|San Jose|CA|Gray|Black|no| 1| personal
JTDEPRAEXLJ046014|2020|Toyota|Corolla|LE CVT|Great Price||15802|30876|Austin|TX|Black|Black|no| 1| fleet
3FAHP0JAXBR345096|2011|Ford|Fusion|SEL FWD|Excellent Price|$889 off avg. list price|4999|130990|Boise|ID|Silver|Gray|no| 4| personal
KMHD84LF9KU730367|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$791 off avg. list price|11589|37206|Palm Beach Gardens|FL|Black|Gray|1| 1| personal
WD3PE7CD1JP602674|2018|Mercedes-Benz|Sprinter Cargo Van|2500 Standard Roof SWB RWD|||32500|34823|Boerne|TX|White|Unknown|no| 1| personal
4T1B11HK9KU729414|2019|Toyota|Camry|LE Automatic|Excellent Price|$855 off avg. list price|15328|37525|Fontana|CA|Black|Unknown|no| 1| personal
1C3CDFAA6FD252515|2015|Dodge|Dart|SE|||6995|41924|Bethany|OK|Black|Black|no| 1| fleet
3FAHP01198R231132|2008|Ford|Fusion|SE V6 AWD|||2900|151177|Minot|ND|Gray|Unknown|no| 3| personal
5NPD84LF4KH414079|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$1111 off avg. list price|13777|37652|Salisbury|MD|Silver|Gray|no| 1| personal
5FNYF4H59BB105357|2011|Honda|Pilot|EX-L 4WD|||8995|112505|Fredericksburg|VA|White|Gray|no| 1| personal
2C4RDGCG5KR579279|2019|Dodge|Grand Caravan|SXT|Excellent Price|$743 off avg. list price|16499|34833|Metairie|LA|Red|Black|no| 1| personal
1N4AZ0CP5FC333617|2015|Nissan|LEAF|S|Excellent Price|$1287 off avg. list price|7998|20745|Buford|GA|White|Black|no| 2| personal
3N1AB7AP8KY216550|2019|Nissan|Sentra|S CVT|Excellent Price|$663 off avg. list price|11500|32277|Fredericksburg|VA|Blue|Black|no| 1| fleet
JTDBVRBD1GA000706|2016|Toyota|Mirai|Sedan|Excellent Price|$2593 off avg. list price|11995|48918|San Jose|CA|White|Unknown|no| 1| fleet
3N1AB7AP3KY229240|2019|Nissan|Sentra|SV CVT|Excellent Price|$812 off avg. list price|12700|37711|Pensacola|FL|Silver|Black|no| 1| personal
3KPF24AD8KE051740|2019|Kia|Forte|LXS IVT|Excellent Price|$960 off avg. list price|11158|31978|Tampa|FL|Gray|Black|1| 1| personal
3N1AB7AP8KL613589|2019|Nissan|Sentra|SV CVT|Excellent Price|$1221 off avg. list price|9988|34573|Scottsdale|AZ|Black|Black|no| 1| personal
JTDEPRAE4LJ027832|2020|Toyota|Corolla|LE CVT|Excellent Price||14199|26037|Boerne|TX|Silver|Black|no| 1| personal
2C4RDGCG3KR679851|2019|Dodge|Grand Caravan|SXT|Excellent Price|$805 off avg. list price|16495|44273|New Bern|NC|Silver|Black|no| 1| personal
5NPD74LF6HH201565|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$922 off avg. list price|7990|91648|San Diego|CA|Silver|Gray|no| 2| personal
1FADP3F29EL448529|2014|Ford|Focus|SE Sedan|Excellent Price|$1050 off avg. list price|7196|74312|Rosedale|MD|Silver|Unknown|no| 1| personal
55SWF4JB2HU210806|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price|$2481 off avg. list price|21500|26917|Monterey Park|CA|White|Black|no| 1| personal
3FA6P0LU7FR220285|2015|Ford|Fusion|Hybrid SE FWD|Excellent Price|$2365 off avg. list price|10000|31455|Woodbridge|VA|White|Black|no| 1| personal
JTDZN3EU0C3054570|2012|Toyota|Prius v|Five|Excellent Price|$1013 off avg. list price|4991|166526|Ocala|FL|Gray|Unknown|no| 2| personal
KMHD84LF4KU741888|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$638 off avg. list price|12726|43492|Cookeville|TN|Silver|Gray|1| 1| personal
JTDEPRAE7LJ034872|2020|Toyota|Corolla|LE CVT|Excellent Price||15499|15985|Boerne|TX|White|Black|no| 1| personal
5XXGT4L33KG285040|2019|Kia|Optima|LX|Excellent Price|$794 off avg. list price|13995|30157|Miami|FL|Silver|Black|no| 1| personal
3N1AB7AP1JL624366|2018|Nissan|Sentra|SV CVT|Excellent Price|$1670 off avg. list price|10200|34006|Birmingham|AL|White|Black|no| 1| personal
3FA6P0LU7KR181210|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$625 off avg. list price|16675|33842|Fresno|CA|Gray|Black|no| 1| personal
19UUA86269A000423|2009|Acura|TL|FWD|||6499|150807|Wichita|KS|Gray|Black|no| 3| fleet
3FA6P0HD0KR171322|2019|Ford|Fusion|SE FWD|Excellent Price||16499|17569|Wichita Falls|TX|Blue|Black|no| 1| personal
1FTFW1EF0BFA61912|2011|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|||15950|124682|Albuquerque|NM|Blue|Unknown|no| 2| personal
KMHDH4AE7DU734351|2013|Hyundai|Elantra|GLS Sedan Automatic|Excellent Price|$1525 off avg. list price|7777|83521|Escondido|CA|Gray|Gray|no| 1| personal
1C4AJWAG6DL632134|2013|Jeep|Wrangler|Sport|||13995|106516|National City|CA|Green|Black|no| 3| personal
1HGCR2F81FA117490|2015|Honda|Accord|EX-L with Navigation Sedan I4 CVT|Excellent Price|$2590 off avg. list price|11999|59968|Jamaica|NY|Black|Beige|no| 2| fleet
JTMF1RFV4KJ012065|2019|Toyota|RAV4|LE AWD|Excellent Price|$2127 off avg. list price|19395|34070|Sierra Vista|AZ|Gray|Black|no| 2| personal
2G11Z5SA2K9138458|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1441 off avg. list price|16863|18850|Post Falls|ID|White|Black|no| 1| personal
1C3CCCAB7FN584399|2015|Chrysler|200|Limited FWD|||5800|101347|Orlando|FL|White|Black|1| 5| fleet
1VWBN7A30EC096033|2014|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|Excellent Price|$1423 off avg. list price|8610|101345|Charlotte|NC|Silver|Beige|1| 1| personal
2HGFC2F50HH522622|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$623 off avg. list price|14500|34927|Escondido|CA|White|Beige|1| 1| personal
5NPD84LFXHH177154|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic|Excellent Price|$1003 off avg. list price|10186|39147|Glendale|AZ|White|Beige|no| 1| personal
KMHGC4DD6EU259677|2014|Hyundai|Genesis|3.8|Excellent Price|$1703 off avg. list price|10793|88878|Bowling Green|KY|Black|Black|no| 1| personal
2G1WX15K219367827|2001|Chevrolet|Monte Carlo|SS|Excellent Price|$849 off avg. list price|3995|96066|Smyrna|DE|Silver|Black|no| 3| personal
3CZRM3H3XEG716915|2014|Honda|CR-V|LX FWD|Excellent Price|$1533 off avg. list price|9998|125629|Sacramento|CA|Black|Black|no| 1| personal
JTDEPRAE3LJ039535|2020|Toyota|Corolla|LE CVT|Great Price|$524 off avg. list price|14190|25964|Commerce|CA|Black|Unknown|no| 1| personal
3FA6P0HD9KR178933|2019|Ford|Fusion|SE FWD|Excellent Price|$1632 off avg. list price|17290|96|Ukiah|CA|Black|Black|no| 1| personal
5N1AT2MT1KC772970|2019|Nissan|Rogue|SL FWD|Excellent Price|$1694 off avg. list price|17980|30603|North Charleston|SC|Black|Black|no| 1| personal
JTHBJ46G772016808|2007|Lexus|ES|ES 350|Excellent Price|$759 off avg. list price|6900|151366|Phoenix|AZ|Silver|Gray|1| 3| personal
3FA6P0LU5KR262688|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price||14591|41216|Ft. Worth|TX|Gray|Black|no| 1| personal
1B3HB48B37D510714|2007|Dodge|Caliber|SXT FWD Manual|||2575|118981|Orlando|FL|Black|Black|2| 7| fleet
19XFB2F56DE065192|2013|Honda|Civic|LX Sedan Automatic|Excellent Price|$1326 off avg. list price|7543|89769|Tampa|FL|Gray|Gray|no| 1| personal
5YFEPRAE4LP053696|2020|Toyota|Corolla|LE CVT|Great Price|$290 off avg. list price|15990|10376|Doral|FL|White|Black|no| 1| personal
1FMCU0J95EUA14051|2014|Ford|Escape|Titanium FWD|Excellent Price|$1820 off avg. list price|10588|59223|Bel Air|MD|Black|Black|1| 2| personal
1FTEW1EG8JKC86170|2018|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|Excellent Price|$5084 off avg. list price|29995|25928|Wahoo|NE|Silver|Gray|1| 1| personal
1C3AN65LX5X043243|2005|Chrysler|Crossfire|Limited Roadster|||6987|80626|Sacremento|CA|Black|Gray|no| 4| fleet
4T1BF1FK6CU597217|2012|Toyota|Camry|LE I4 Automatic|Excellent Price|$1107 off avg. list price|7490|104198|Phoenix|AZ|White|Unknown|1| 4| personal
3FA6P0LU6KR206274|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$635 off avg. list price|17650|23175|Chehalis|WA|White|Gray|no| 1| personal
2T3BFREV2HW621215|2017|Toyota|RAV4|LE AWD|Excellent Price|$1155 off avg. list price|13294|98084|Turnersville|NJ|Black|Black|1| 1| personal
WBAGH83431DP31369|2001|BMW|7 Series|740iL|Excellent Price|$1147 off avg. list price|4997|286964|Raleigh|NC|Silver|Gray|1| 1| fleet
4T1B11HK1KU796170|2019|Toyota|Camry|LE Automatic|Excellent Price||15587|19489|San Antonio|TX|Silver|Black|no| 1| personal
3FA6P0D91KR186543|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1293 off avg. list price|23900|33451|Bluefield|WV|Silver|Unknown|no| 1| fleet
1FMCU9G92DUC52515|2013|Ford|Escape|SE 4WD|Excellent Price|$1047 off avg. list price|8200|96372|Winchester|VA|White|Unknown|no| 1| personal
KMHGC4DD9DU253631|2013|Hyundai|Genesis|3.8|Excellent Price|$1633 off avg. list price|7000|119514|Salt Lake City|UT|White|Beige|no| 2| fleet
1HGCR2F34HA164990|2017|Honda|Accord|LX Sedan CVT|Great Price|$500 off avg. list price|15200|21424|Pikeville|KY|White|Beige|no| 2| personal
3FA6P0LU9KR109442|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$733 off avg. list price|14797|34799|Roseville|MN|Black|Black|no| 1| personal
2T1BU4EE2BC600634|2011|Toyota|Corolla|LE Automatic|Excellent Price|$865 off avg. list price|5988|108578|Doral|FL|White|Unknown|no| 3| personal
5YFEPRAE9LP081316|2020|Toyota|Corolla|LE CVT|Great Price|$480 off avg. list price|14941|17939|New Port Richey|FL|Black|Black|no| 1| personal
3FA6P0LU0KR119616|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1475 off avg. list price|13900|30993|Elk Grove|CA|Silver|Black|no| 1| personal
