colorexterior,colorinterior,accidenthist,owner,usage,price,age,odo,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,bodytype,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain
WHITE,BLACK,N,1,PERSONAL,17.652,1,40.609,13.0,23,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BEIGE,N,2,PERSONAL,45.455,3,33.321,22.0,10,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
RED,OTHER,N,1,PERSONAL,18.995,1,31.556,25.0,3,2.126715603110482,98.53846153846153,SUV,5.5,22.0,N,AWD
SILVER,OTHER,N,1,FLEET,20.779,1,27.886,26.0,6,5.534839958792396,74.23076923076923,SUV,7.0,27.5,N,AWD
WHITE,OTHER,Y,2,FLEET,9.5,6,89.681,10.0,31,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,AWD
SILVER,OTHER,N,2,PERSONAL,9.99,7,43.478,6.0,27,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,14.99,1,28.229,14.0,14,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,33.185,3,43.666,22.0,49,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
SILVER,BLACK,N,1,PERSONAL,18.997,1,34.564,16.0,5,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,18.997,1,34.088,16.0,5,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
GRAY,GRAY,N,1,PERSONAL,16.0,1,35.647,13.0,14,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
BLACK,GRAY,N,2,PERSONAL,8.595,3,63.919,14.0,27,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,20.273,1,26.059,31.0,29,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
WHITE,GRAY,N,2,PERSONAL,7.5,6,96.857,5.0,31,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
WHITE,GRAY,N,1,PERSONAL,15.549,1,32.017,13.0,15,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,16.112,1,32.255,9.0,29,11.692583720044867,78.23076923076923,SEDAN,8.2,25.5,N,FWD
RED,BLACK,N,1,PERSONAL,14.319,1,31.742,13.0,27,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
BLACK,OTHER,N,2,PERSONAL,6.499,9,93.514,5.0,49,12.1872269830779,43.23076923076923,SUV,7.9,30.5,N,FWD
RED,OTHER,N,1,PERSONAL,12.36,3,42.203,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
SILVER,GRAY,N,2,PERSONAL,16.7,3,55.524,13.0,8,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,AWD
BLACK,BEIGE,N,1,PERSONAL,11.8,6,40.357,6.0,31,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,12.789,5,105.867,18.0,22,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,39.899,1,40.327,9.0,14,11.692583720044867,78.23076923076923,SUV,7.6,18.5,N,AWD
BLACK,BLACK,N,2,PERSONAL,18.872,1,45.172,31.0,3,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
SILVER,BLACK,N,2,PERSONAL,14.991,1,42.524,14.0,30,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
RED,BLACK,N,0,PERSONAL,20.99,1,3.824,31.0,14,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
WHITE,OTHER,Y,1,PERSONAL,7.497,9,167.711,18.0,33,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
OTHER,BLACK,N,2,FLEET,7.989,4,65.612,14.0,49,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
GRAY,BLACK,N,2,PERSONAL,9.7,5,82.825,16.0,31,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,32.988,3,39.518,22.0,49,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,AWD
SILVER,BLACK,N,1,PERSONAL,43.999,1,13.497,9.0,29,11.692583720044867,78.23076923076923,SUV,7.9,18.5,N,AWD
GRAY,GRAY,N,2,FLEET,5.995,9,98.397,18.0,11,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
BLUE,BLACK,N,1,PERSONAL,10.9,1,36.077,16.0,22,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,30.751,3,29.366,22.0,14,2.208680273976825,57.92307692307692,SEDAN,8.0,25.5,Y,FWD
BLACK,BLACK,N,1,PERSONAL,39.991,1,38.882,9.0,25,11.692583720044867,78.23076923076923,SUV,7.6,18.5,N,AWD
BLACK,BLACK,N,1,PERSONAL,15.971,1,52.171,14.0,6,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
BLUE,BLACK,N,1,PERSONAL,13.2,3,44.649,18.0,43,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,21.394,0,14.862,9.0,19,11.692583720044867,78.23076923076923,SUV,8.4,29.0,N,AWD
GRAY,BLACK,N,1,PERSONAL,11.329,1,29.346,10.0,27,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
BLACK,OTHER,N,1,PERSONAL,10.949,6,73.218,6.0,11,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,16.99,1,45.035,31.0,50,0.6898618253052382,94.76923076923077,VAN/MINIVAN,7.9,23.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,34.5,1,25.079,26.0,29,5.534839958792396,74.23076923076923,SUV,7.1,21.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,24.991,1,27.795,10.0,49,13.832688602095642,71.61538461538461,SUV,8.0,19.5,N,AWD
OTHER,BEIGE,Y,1,PERSONAL,18.699,3,34.286,8.0,34,1.7781767945930906,74.0,SEDAN,7.7,31.0,Y,FWD
RED,BLACK,N,1,FLEET,16.881,1,31.534,10.0,5,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,OTHER,N,1,PERSONAL,7.9,7,130.515,10.0,11,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,16.999,3,35.886,16.0,22,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,AWD
SILVER,BLACK,N,1,FLEET,11.495,1,9.95,10.0,47,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
GRAY,GRAY,N,1,PERSONAL,17.998,1,14.417,13.0,30,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,AWD
BLACK,BLACK,N,1,PERSONAL,8.9,3,99.997,16.0,27,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,14.15,1,32.271,14.0,27,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
BLACK,BEIGE,N,1,PERSONAL,12.5,3,18.05,13.0,39,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
BLACK,BEIGE,N,1,PERSONAL,26.888,2,25.891,22.0,49,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
GRAY,BLACK,Y,1,PERSONAL,8.998,6,121.433,16.0,3,6.28802759768661,76.23076923076923,SUV,7.4,23.5,N,AWD
SILVER,BLACK,N,1,PERSONAL,32.482,1,38.943,5.0,3,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
BLACK,BLACK,N,1,PERSONAL,16.99,1,27.441,9.0,49,11.692583720044867,78.23076923076923,SEDAN,8.2,25.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,23.999,2,14.051,2.0,15,1.6699578894174951,54.30769230769231,SEDAN,7.5,25.5,Y,AWD
GRAY,BLACK,Y,1,PERSONAL,12.994,3,36.626,13.0,31,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
RED,BLACK,N,2,FLEET,5.875,6,54.171,25.0,27,2.126715603110482,98.53846153846153,SEDAN,8.3,24.5,Y,FWD
BLACK,GRAY,N,2,PERSONAL,9.347,5,55.811,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
RED,BLACK,N,1,PERSONAL,18.75,1,11.249,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
BLUE,BLACK,N,1,FLEET,29.9,3,20.791,22.0,43,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
BLACK,BLACK,N,2,PERSONAL,9.795,9,52.297,10.0,47,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,AWD
WHITE,BLACK,N,1,PERSONAL,16.889,1,39.977,16.0,49,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,15.977,1,37.576,16.0,10,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,17.0,3,40.778,18.0,50,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,29.895,3,24.462,22.0,10,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
WHITE,BLACK,N,2,PERSONAL,11.83,1,35.17,14.0,27,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
BLUE,OTHER,N,1,PERSONAL,16.495,3,29.975,18.0,26,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
WHITE,BLACK,Y,1,PERSONAL,33.299,0,1.367,9.0,20,11.692583720044867,78.23076923076923,SUV,8.0,22.5,N,FWD
RED,BLACK,N,1,PERSONAL,18.488,0,6.008,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,OTHER,Y,2,PERSONAL,7.495,8,110.357,18.0,45,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
BLACK,BEIGE,N,2,PERSONAL,17.25,3,23.948,18.0,29,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
GRAY,GRAY,N,1,PERSONAL,14.975,6,21.231,6.0,49,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
OTHER,BLACK,N,1,PERSONAL,20.693,1,43.245,10.0,49,13.832688602095642,71.61538461538461,COUPE,8.3,26.0,Y,FWD
RED,BLACK,N,1,PERSONAL,9.495,1,24.411,16.0,50,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,19.9,1,23.965,16.0,3,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,11.998,3,73.054,16.0,49,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,18.398,1,28.319,5.0,31,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
SILVER,OTHER,N,1,PERSONAL,16.981,1,16.561,5.0,14,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
BLACK,BLACK,N,1,FLEET,15.698,1,29.614,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
WHITE,BLACK,N,2,PERSONAL,13.985,2,70.485,16.0,4,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,39.9,1,23.689,28.0,6,3.3940162460390058,72.07692307692308,SUV,6.5,18.5,N,AWD
BLACK,BEIGE,N,1,PERSONAL,23.186,3,32.436,2.0,10,1.6699578894174951,54.30769230769231,SEDAN,8.1,27.5,Y,FWD
BLACK,BLACK,N,1,PERSONAL,11.303,1,37.749,16.0,14,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
BLACK,GRAY,N,1,PERSONAL,23.203,0,20.577,9.0,40,11.692583720044867,78.23076923076923,SUV,8.4,29.0,N,AWD
BLACK,OTHER,N,1,PERSONAL,35.95,1,34.182,5.0,14,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
SILVER,GRAY,N,1,PERSONAL,18.325,3,30.024,18.0,27,8.336902292535045,48.69230769230769,SUV,8.5,29.0,N,FWD
WHITE,BLACK,N,2,PERSONAL,16.99,5,68.051,15.0,43,1.2036513555233697,55.38461538461539,SUV,8.5,24.5,Y,FWD
SILVER,GRAY,N,1,PERSONAL,12.995,1,34.479,13.0,29,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,Y,1,PERSONAL,16.995,1,26.432,9.0,37,11.692583720044867,78.23076923076923,SEDAN,7.8,32.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,17.038,0,15.315,14.0,29,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
RED,GRAY,N,1,FLEET,19.905,0,19.928,9.0,27,11.692583720044867,78.23076923076923,SEDAN,7.8,32.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,17.983,1,13.946,5.0,26,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
BLACK,OTHER,N,1,FLEET,10.5,7,106.641,8.0,11,1.7781767945930906,74.0,SUV,8.6,26.5,Y,AWD
RED,BLACK,N,2,PERSONAL,22.597,1,26.561,31.0,23,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
WHITE,BEIGE,N,1,PERSONAL,16.0,3,41.539,18.0,18,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
SILVER,OTHER,N,2,PERSONAL,12.995,7,99.277,15.0,18,1.2036513555233697,55.38461538461539,SUV,8.5,24.5,Y,FWD
BLACK,BLACK,Y,2,FLEET,11.95,5,65.899,16.0,31,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,15.5,1,40.17,10.0,46,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
GRAY,BLACK,Y,1,FLEET,16.996,1,31.328,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,15.25,1,40.499,10.0,6,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,OTHER,N,1,PERSONAL,23.5,3,27.25,22.0,49,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,AWD
WHITE,BLACK,N,1,PERSONAL,16.694,3,35.988,18.0,43,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,14.899,0,35.571,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
BLUE,BLACK,N,1,PERSONAL,10.899,2,34.614,14.0,22,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
WHITE,GRAY,N,1,PERSONAL,15.99,3,18.445,18.0,31,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
BLUE,BEIGE,N,1,PERSONAL,41.5,3,44.976,22.0,9,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
SILVER,BLACK,N,2,PERSONAL,5.393,8,130.846,16.0,14,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,12.598,1,11.679,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,8.999,3,60.14,14.0,7,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,16.968,0,12.291,14.0,15,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,33.911,3,28.707,22.0,5,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
RED,BLACK,N,1,PERSONAL,21.5,1,14.55,16.0,3,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,15.845,3,43.88,18.0,9,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,14.699,1,28.908,14.0,49,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,16.995,3,24.763,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
GRAY,BLACK,N,2,PERSONAL,6.971,10,51.875,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
GRAY,BLACK,N,1,FLEET,9.499,2,33.939,16.0,29,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,15.997,1,22.266,14.0,6,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
SILVER,BLACK,N,2,PERSONAL,13.799,3,31.81,18.0,43,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,39.995,3,45.911,22.0,43,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
WHITE,BLACK,N,1,PERSONAL,11.792,1,16.563,16.0,8,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
SILVER,OTHER,N,2,PERSONAL,7.495,8,125.702,5.0,45,12.1872269830779,43.23076923076923,HATCHBACK,7.6,52.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,19.995,1,34.25,16.0,49,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLUE,BLACK,N,1,PERSONAL,12.9,1,41.489,16.0,9,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
BLUE,BLACK,N,1,PERSONAL,11.995,1,32.837,16.0,27,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
BLUE,BLACK,N,1,PERSONAL,15.6,1,42.769,13.0,23,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,39.497,1,37.277,9.0,49,11.692583720044867,78.23076923076923,SUV,7.6,18.5,N,AWD
BLACK,BLACK,N,1,PERSONAL,23.995,1,42.95,16.0,7,6.28802759768661,76.23076923076923,SUV,7.4,23.5,N,AWD
BLACK,BLACK,N,2,PERSONAL,7.499,5,63.279,16.0,4,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,20.085,3,48.4,22.0,27,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
BLACK,BLACK,Y,1,PERSONAL,16.793,3,36.313,18.0,14,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
BLACK,BLACK,N,2,PERSONAL,2.995,11,175.56,6.0,11,2.2234046752368357,58.76923076923077,SEDAN,7.7,35.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,16.59,1,19.261,14.0,14,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,11.21,3,14.486,14.0,50,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
GRAY,BLACK,N,2,PERSONAL,13.99,6,109.478,22.0,9,2.208680273976825,57.92307692307692,SEDAN,8.0,25.5,Y,FWD
BLACK,OTHER,N,1,PERSONAL,28.369,1,0.1,10.0,50,13.832688602095642,71.61538461538461,COUPE,8.3,26.0,Y,FWD
BLUE,BLACK,N,1,FLEET,10.798,3,29.162,13.0,27,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
BLACK,OTHER,N,2,PERSONAL,20.9,6,79.356,22.0,33,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
WHITE,BLACK,N,1,PERSONAL,16.95,3,39.855,16.0,11,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,AWD
WHITE,BLACK,N,1,PERSONAL,36.9,1,20.285,26.0,27,5.534839958792396,74.23076923076923,SUV,7.1,21.0,N,FWD
SILVER,OTHER,N,2,FLEET,7.0,5,78.071,16.0,15,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,18.512,1,38.888,5.0,11,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,43.991,1,23.445,28.0,14,3.3940162460390058,72.07692307692308,SUV,6.5,18.5,N,AWD
BLACK,OTHER,N,1,PERSONAL,6.995,6,107.694,10.0,3,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,FWD
BLACK,GRAY,N,1,PERSONAL,14.251,1,27.396,10.0,27,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
WHITE,BLACK,N,2,PERSONAL,11.397,1,39.002,13.0,9,4.156328806440607,79.07692307692308,SEDAN,8.3,33.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,10.694,2,40.381,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,38.3,3,21.924,22.0,27,2.208680273976825,57.92307692307692,CONVERTIBLE,8.3,24.0,Y,FWD
GRAY,OTHER,N,1,PERSONAL,33.5,1,20.766,5.0,14,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
BLACK,BEIGE,N,2,FLEET,24.667,6,52.103,22.0,34,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
SILVER,BLACK,Y,1,PERSONAL,15.787,3,29.96,18.0,29,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,20.695,3,21.739,18.0,22,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
RED,BLACK,N,1,FLEET,10.795,1,14.337,16.0,10,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
GRAY,OTHER,N,1,PERSONAL,16.88,1,16.008,10.0,26,13.832688602095642,71.61538461538461,SUV,6.3,28.0,N,AWD
WHITE,BLACK,N,1,PERSONAL,18.888,0,16.124,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
BLUE,BLACK,N,2,PERSONAL,21.998,0,25.116,9.0,38,11.692583720044867,78.23076923076923,SUV,8.4,29.0,N,AWD
SILVER,BLACK,Y,1,PERSONAL,18.998,1,38.714,16.0,7,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
GRAY,OTHER,N,2,PERSONAL,34.955,3,22.329,22.0,39,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
WHITE,BLACK,N,1,PERSONAL,22.1,4,29.123,2.0,10,1.6699578894174951,54.30769230769231,SUV,8.0,25.0,Y,FWD
WHITE,OTHER,Y,2,PERSONAL,6.786,6,103.884,5.0,27,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,31.998,1,34.372,5.0,14,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
RED,BLACK,N,1,PERSONAL,15.0,1,10.15,14.0,6,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
BLACK,BLACK,Y,1,PERSONAL,17.92,3,41.283,18.0,14,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
WHITE,BLACK,N,2,PERSONAL,7.47,6,120.742,16.0,11,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
OTHER,OTHER,N,1,FLEET,19.999,3,51.581,22.0,31,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
BLACK,OTHER,N,1,PERSONAL,8.95,8,159.727,17.0,36,0.8766066421183164,65.53846153846153,SUV,7.9,23.5,Y,FWD
GRAY,BLACK,N,1,PERSONAL,10.541,2,48.15,16.0,33,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
GRAY,GRAY,N,1,PERSONAL,13.753,1,20.766,13.0,7,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
GRAY,OTHER,Y,1,PERSONAL,26.3,2,20.871,22.0,31,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
BLUE,GRAY,N,1,PERSONAL,5.995,8,73.011,9.0,31,11.692583720044867,78.23076923076923,SEDAN,7.8,32.5,N,FWD
SILVER,OTHER,N,1,PERSONAL,18.884,1,24.584,5.0,39,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,16.99,1,39.705,16.0,24,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLACK,BLACK,N,2,PERSONAL,41.5,1,0.01,9.0,34,11.692583720044867,78.23076923076923,SUV,7.6,18.5,N,AWD
GRAY,BLACK,Y,2,PERSONAL,6.2,10,120.646,16.0,31,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,17.498,1,31.118,9.0,29,11.692583720044867,78.23076923076923,SEDAN,8.2,25.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,13.911,1,35.711,13.0,7,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,18.991,1,29.024,9.0,38,11.692583720044867,78.23076923076923,SEDAN,8.2,25.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,18.377,3,40.954,18.0,7,8.336902292535045,48.69230769230769,SUV,8.5,29.0,N,AWD
WHITE,BLACK,Y,2,PERSONAL,5.0,7,132.492,14.0,43,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
SILVER,BLACK,N,2,PERSONAL,4.999,4,80.058,16.0,49,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,19.392,1,28.379,5.0,49,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,53.875,1,13.816,9.0,26,11.692583720044867,78.23076923076923,SUV,7.9,18.5,N,AWD
WHITE,BLACK,N,1,PERSONAL,11.332,1,41.613,10.0,9,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
BLACK,BLACK,N,2,FLEET,6.995,7,138.088,14.0,14,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
BLACK,BEIGE,N,1,PERSONAL,16.697,1,26.074,6.0,27,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,15.933,1,31.9,14.0,29,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,15.5,1,35.19,14.0,12,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
RED,OTHER,Y,2,FLEET,5.9,7,99.45,13.0,27,4.156328806440607,79.07692307692308,SEDAN,8.3,30.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,20.815,1,18.188,13.0,6,4.156328806440607,79.07692307692308,SUV,8.5,25.5,N,AWD
