colorexterior,colorinterior,accidenthist,owner,usage,price,age,odo,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,bodytype,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain
WHITE,GRAY,N,1,FLEET,19.777,1,21.37,5.0,11,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
RED,BLACK,N,1,PERSONAL,20.988,1,31.337,31.0,11,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
BLACK,BLACK,N,2,PERSONAL,17.995,1,36.287,5.0,27,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,16.659,1,29.681,10.0,40,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
WHITE,BEIGE,N,1,PERSONAL,12.99,3,29.977,13.0,48,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,12.157,1,36.573,14.0,49,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
GRAY,OTHER,N,2,PERSONAL,9.6,6,58.509,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,BLACK,Y,1,PERSONAL,10.491,1,31.82,10.0,14,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,16.205,1,29.073,5.0,49,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
GRAY,GRAY,N,1,FLEET,15.0,1,32.871,13.0,4,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,1,FLEET,45.95,1,12.239,9.0,26,11.692583720044867,78.23076923076923,SUV,7.6,18.5,N,AWD
WHITE,OTHER,N,1,PERSONAL,45.999,3,33.246,22.0,9,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
BLUE,OTHER,N,2,PERSONAL,20.977,1,36.782,13.0,31,4.156328806440607,79.07692307692308,SUV,8.5,25.5,N,AWD
BLACK,BLACK,N,1,PERSONAL,12.945,1,28.112,16.0,14,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
WHITE,BLACK,N,0,PERSONAL,14.985,1,5.187,14.0,27,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
WHITE,GRAY,Y,1,PERSONAL,18.995,0,12.753,5.0,26,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
WHITE,BLACK,N,2,PERSONAL,8.099,9,113.599,10.0,29,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,AWD
BLACK,BLACK,N,2,FLEET,22.991,2,50.955,22.0,23,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
WHITE,BEIGE,N,1,PERSONAL,25.398,1,29.878,11.0,49,1.929191497070014,60.07692307692308,SUV,8.4,25.0,N,AWD
BLUE,GRAY,N,1,PERSONAL,10.995,5,60.269,23.0,26,4.128452974634556,23.23076923076923,SUV,7.8,29.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,15.181,4,60.115,18.0,49,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
SILVER,GRAY,Y,2,FLEET,4.599,11,128.168,10.0,14,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,FWD
WHITE,GRAY,Y,2,PERSONAL,9.995,4,99.424,14.0,22,3.9890632445645786,73.38461538461539,VAN/MINIVAN,8.1,21.0,N,FWD
RED,GRAY,N,2,PERSONAL,10.995,3,40.126,13.0,26,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,42.59,1,29.324,28.0,14,3.3940162460390058,72.07692307692308,SUV,6.5,18.5,N,AWD
WHITE,BLACK,N,1,PERSONAL,13.298,1,31.207,16.0,6,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
WHITE,GRAY,N,1,PERSONAL,17.9,0,23.748,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,16.803,1,8.043,14.0,39,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
SILVER,GRAY,N,2,FLEET,6.9,4,76.373,13.0,5,4.156328806440607,79.07692307692308,SEDAN,8.3,33.0,N,FWD
BLACK,BEIGE,Y,2,FLEET,10.499,3,96.473,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
RED,BLACK,N,1,PERSONAL,15.999,3,44.013,18.0,14,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
BLUE,BLACK,N,2,FLEET,7.325,6,84.305,6.0,27,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
SILVER,GRAY,N,2,PERSONAL,12.999,7,100.599,10.0,29,13.832688602095642,71.61538461538461,SUV,7.3,20.5,N,FWD
BLACK,OTHER,N,2,FLEET,10.99,6,45.867,6.0,14,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,23.399,3,17.992,11.0,23,1.929191497070014,60.07692307692308,SUV,8.1,28.0,N,AWD
WHITE,GRAY,N,1,PERSONAL,9.999,4,60.599,13.0,10,4.156328806440607,79.07692307692308,SEDAN,8.3,30.5,N,FWD
BLACK,OTHER,N,1,PERSONAL,31.988,1,38.544,5.0,14,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
SILVER,OTHER,N,2,PERSONAL,9.985,7,62.596,22.0,14,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,AWD
BLACK,BLACK,N,1,FLEET,20.814,1,40.757,26.0,29,5.534839958792396,74.23076923076923,SUV,7.0,27.5,N,AWD
RED,BLACK,N,1,PERSONAL,14.535,6,45.553,6.0,4,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
SILVER,BLACK,N,2,PERSONAL,5.5,10,120.623,10.0,7,13.832688602095642,71.61538461538461,SUV,7.9,25.5,N,AWD
GRAY,OTHER,N,2,PERSONAL,12.977,5,41.143,18.0,49,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,17.4,1,23.417,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLACK,BLACK,N,2,FLEET,6.211,6,72.911,16.0,27,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
SILVER,OTHER,N,1,PERSONAL,9.0,6,77.049,5.0,39,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,BLACK,Y,1,PERSONAL,4.987,8,220.028,18.0,19,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
BLUE,BLACK,N,2,PERSONAL,3.69,11,182.825,5.0,49,12.1872269830779,43.23076923076923,SEDAN,8.1,36.0,N,FWD
RED,BEIGE,N,2,PERSONAL,4.795,9,170.007,23.0,34,4.128452974634556,23.23076923076923,WAGON,8.2,28.5,N,FWD
BLACK,BLACK,N,2,PERSONAL,12.497,7,70.261,8.0,43,1.7781767945930906,74.0,SUV,8.6,26.5,Y,AWD
BLACK,BLACK,N,1,FLEET,19.491,3,33.497,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
GRAY,GRAY,Y,2,PERSONAL,10.2,9,109.963,18.0,11,8.336902292535045,48.69230769230769,SUV,7.8,23.0,N,FWD
WHITE,OTHER,N,2,FLEET,6.99,8,127.302,18.0,10,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
SILVER,OTHER,N,2,PERSONAL,10.8,6,96.7,18.0,10,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,37.999,1,46.258,28.0,29,3.3940162460390058,72.07692307692308,SUV,6.5,18.5,N,AWD
WHITE,BLACK,N,1,PERSONAL,32.752,3,40.295,22.0,42,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
BLACK,BLACK,N,1,PERSONAL,31.3,1,6.871,25.0,14,2.126715603110482,98.53846153846153,SEDAN,7.3,24.5,N,AWD
BLUE,BLACK,N,1,PERSONAL,16.383,1,34.946,10.0,29,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
WHITE,OTHER,N,2,PERSONAL,8.999,7,62.602,18.0,10,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
SILVER,BLACK,Y,2,FLEET,6.499,5,123.318,10.0,31,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,BLACK,N,0,PERSONAL,39.95,1,10.567,26.0,39,5.534839958792396,74.23076923076923,SUV,7.1,21.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,44.511,1,24.882,9.0,34,11.692583720044867,78.23076923076923,SUV,7.9,18.5,N,AWD
WHITE,BLACK,N,1,PERSONAL,16.471,1,38.205,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
SILVER,BEIGE,N,2,PERSONAL,9.993,5,73.268,18.0,29,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,15.691,0,25.202,5.0,14,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
GRAY,GRAY,N,1,PERSONAL,11.999,1,42.727,13.0,29,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
SILVER,BLACK,N,1,FLEET,16.008,1,38.774,10.0,29,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,OTHER,N,1,PERSONAL,7.658,6,180.734,5.0,6,12.1872269830779,43.23076923076923,SEDAN,8.4,27.0,N,FWD
WHITE,BEIGE,N,1,PERSONAL,28.0,3,23.169,22.0,3,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
GRAY,BLACK,N,1,PERSONAL,10.992,1,35.408,10.0,10,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,10.0,5,31.455,10.0,31,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
WHITE,OTHER,N,1,PERSONAL,23.283,1,28.576,10.0,49,13.832688602095642,71.61538461538461,COUPE,8.3,26.0,Y,FWD
OTHER,OTHER,N,1,PERSONAL,16.699,0,3.196,5.0,23,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
BLACK,OTHER,Y,2,PERSONAL,9.461,5,75.217,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,32.487,1,22.552,5.0,22,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
BLUE,BLACK,Y,1,PERSONAL,14.999,1,17.154,16.0,14,6.28802759768661,76.23076923076923,SUV,6.8,28.5,N,AWD
BLACK,BLACK,Y,1,PERSONAL,25.732,3,21.022,22.0,9,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
RED,BLACK,N,1,PERSONAL,21.681,1,25.617,31.0,27,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
SILVER,BLACK,N,1,PERSONAL,9.995,1,33.787,10.0,27,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
BLUE,OTHER,Y,2,FLEET,5.995,13,120.767,8.0,14,1.7781767945930906,74.0,SUV,8.6,26.5,Y,AWD
SILVER,OTHER,N,1,PERSONAL,16.196,1,21.145,10.0,49,13.832688602095642,71.61538461538461,SUV,6.3,28.0,N,AWD
GRAY,BLACK,N,0,PERSONAL,19.994,1,21.954,26.0,27,5.534839958792396,74.23076923076923,SUV,7.0,27.5,N,AWD
BLACK,BLACK,N,1,FLEET,44.58,1,18.735,9.0,11,11.692583720044867,78.23076923076923,SUV,7.9,18.5,N,AWD
GRAY,BLACK,N,2,PERSONAL,5.0,8,150.186,11.0,10,1.929191497070014,60.07692307692308,SEDAN,8.3,30.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,11.995,1,29.028,13.0,11,4.156328806440607,79.07692307692308,SEDAN,8.3,33.0,N,FWD
WHITE,BLACK,Y,2,PERSONAL,28.995,3,28.985,22.0,43,2.208680273976825,57.92307692307692,SEDAN,8.0,25.5,Y,FWD
SILVER,GRAY,N,1,PERSONAL,24.372,3,33.009,22.0,27,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,AWD
WHITE,BLACK,N,1,PERSONAL,22.944,1,38.292,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,23.5,N,FWD
BLACK,BLACK,N,2,FLEET,9.996,1,10.502,10.0,27,13.832688602095642,71.61538461538461,SEDAN,7.9,31.0,N,FWD
WHITE,GRAY,N,2,PERSONAL,12.489,7,99.589,10.0,39,13.832688602095642,71.61538461538461,SUV,7.3,20.5,N,AWD
BLACK,BEIGE,N,2,PERSONAL,5.997,9,197.3,22.0,22,2.208680273976825,57.92307692307692,SEDAN,8.0,25.5,Y,FWD
SILVER,BLACK,N,1,PERSONAL,24.899,1,37.251,25.0,23,2.126715603110482,98.53846153846153,SUV,8.0,22.5,N,AWD
WHITE,OTHER,N,2,PERSONAL,6.899,10,207.027,16.0,2,6.28802759768661,76.23076923076923,SUV,7.4,16.5,N,AWD
GRAY,BLACK,N,1,PERSONAL,22.0,0,6.54,9.0,17,11.692583720044867,78.23076923076923,SUV,8.4,29.0,N,AWD
SILVER,OTHER,N,2,PERSONAL,8.64,8,92.0,5.0,49,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
WHITE,GRAY,N,1,PERSONAL,18.5,0,0.559,5.0,47,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
GRAY,BLACK,Y,2,PERSONAL,8.19,7,102.823,6.0,31,2.2234046752368357,58.76923076923077,HATCHBACK,8.6,28.0,N,FWD
WHITE,BLACK,Y,2,PERSONAL,23.0,3,20.54,11.0,45,1.929191497070014,60.07692307692308,SUV,8.1,28.0,N,AWD
OTHER,BLACK,N,1,FLEET,10.498,3,10.124,14.0,22,3.9890632445645786,73.38461538461539,SEDAN,8.4,36.0,N,FWD
SILVER,GRAY,N,2,FLEET,7.499,8,89.784,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
OTHER,OTHER,N,1,PERSONAL,15.195,1,23.555,10.0,27,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,14.991,1,28.579,10.0,30,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,BLACK,Y,2,PERSONAL,20.716,3,40.776,22.0,14,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,AWD
WHITE,BLACK,N,1,PERSONAL,18.48,1,30.074,16.0,11,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,20.917,1,27.707,26.0,7,5.534839958792396,74.23076923076923,SUV,7.0,27.5,N,AWD
BLACK,OTHER,N,1,PERSONAL,20.65,1,16.535,25.0,6,2.126715603110482,98.53846153846153,SUV,5.5,22.0,N,AWD
SILVER,BLACK,N,1,PERSONAL,29.994,3,39.304,2.0,49,1.6699578894174951,54.30769230769231,SUV,7.5,25.5,Y,FWD
RED,BLACK,N,1,PERSONAL,14.495,0,9.067,5.0,27,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
WHITE,GRAY,N,2,PERSONAL,7.499,6,154.354,23.0,27,4.128452974634556,23.23076923076923,SUV,7.8,29.5,N,FWD
BLACK,OTHER,N,1,PERSONAL,33.481,3,27.168,2.0,49,1.6699578894174951,54.30769230769231,SUV,7.5,25.5,Y,FWD
SILVER,BLACK,Y,1,FLEET,18.831,1,7.802,25.0,8,2.126715603110482,98.53846153846153,SUV,5.5,22.0,N,FWD
SILVER,BLACK,N,1,FLEET,12.721,1,30.701,16.0,29,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
SILVER,BLACK,N,2,PERSONAL,17.15,9,108.107,5.0,34,12.1872269830779,43.23076923076923,SUV,7.4,15.5,Y,AWD
RED,GRAY,Y,1,PERSONAL,11.899,3,25.514,13.0,43,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
GRAY,GRAY,N,1,PERSONAL,14.593,1,45.9,13.0,29,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
GRAY,OTHER,N,1,PERSONAL,21.275,1,14.871,25.0,12,2.126715603110482,98.53846153846153,SUV,5.5,22.0,N,AWD
SILVER,BLACK,N,1,PERSONAL,4.8,9,126.225,16.0,49,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
RED,GRAY,N,1,PERSONAL,13.114,1,38.003,13.0,27,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,46.45,1,16.521,28.0,26,3.3940162460390058,72.07692307692308,SUV,6.5,18.5,N,AWD
WHITE,BEIGE,N,2,PERSONAL,7.997,7,69.144,13.0,22,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
RED,OTHER,N,1,PERSONAL,15.497,1,19.323,5.0,27,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
WHITE,GRAY,N,2,PERSONAL,9.999,6,126.182,23.0,10,4.128452974634556,23.23076923076923,SUV,7.8,29.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,18.712,1,37.152,10.0,6,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,AWD
WHITE,GRAY,Y,1,PERSONAL,4.995,8,57.606,20.0,50,0.7338088088347337,93.76923076923077,HATCHBACK,5.3,39.5,N,FWD
BLACK,GRAY,N,1,PERSONAL,14.998,3,12.025,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,37.4,3,54.696,22.0,10,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
BLACK,GRAY,N,2,PERSONAL,4.994,7,110.889,13.0,43,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
BLACK,BLACK,Y,2,PERSONAL,10.588,6,59.223,10.0,45,13.832688602095642,71.61538461538461,SUV,8.3,25.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,20.995,3,37.825,18.0,34,8.336902292535045,48.69230769230769,SUV,8.5,29.0,N,AWD
WHITE,BLACK,N,1,PERSONAL,14.995,1,13.871,14.0,49,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,21.648,1,31.07,16.0,48,6.28802759768661,76.23076923076923,SEDAN,7.7,33.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,18.995,1,21.657,10.0,10,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,OTHER,N,1,PERSONAL,12.8,3,89.743,18.0,50,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,15.495,3,78.332,18.0,11,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
RED,BEIGE,Y,1,PERSONAL,14.878,3,19.041,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
GRAY,GRAY,N,2,FLEET,6.396,7,118.847,13.0,33,4.156328806440607,79.07692307692308,SEDAN,8.3,30.5,N,FWD
WHITE,BLACK,N,2,FLEET,25.485,2,19.592,22.0,39,2.208680273976825,57.92307692307692,SUV,8.4,19.0,Y,FWD
SILVER,BLACK,N,1,PERSONAL,16.498,1,27.341,9.0,49,11.692583720044867,78.23076923076923,SEDAN,8.2,25.5,N,FWD
WHITE,BLACK,N,1,PERSONAL,13.5,1,33.813,13.0,47,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,0,PERSONAL,17.2,0,24.418,14.0,10,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
WHITE,OTHER,N,1,PERSONAL,15.997,3,24.115,18.0,8,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
WHITE,BLACK,N,2,PERSONAL,10.995,6,78.57,6.0,39,2.2234046752368357,58.76923076923077,SEDAN,7.8,30.5,N,FWD
SILVER,BLACK,N,1,PERSONAL,16.146,1,5.001,14.0,33,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
GRAY,OTHER,N,1,PERSONAL,18.998,1,37.46,10.0,49,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,AWD
WHITE,BLACK,N,1,PERSONAL,17.41,1,8.678,14.0,49,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
BLUE,BLACK,N,2,FLEET,8.048,3,117.164,13.0,29,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
BLUE,BLACK,N,2,PERSONAL,7.999,4,62.062,14.0,49,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,11.998,1,21.731,6.0,27,2.2234046752368357,58.76923076923077,SEDAN,7.7,35.0,N,FWD
BLACK,GRAY,N,1,FLEET,9.999,3,37.873,13.0,31,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,33.5,3,18.297,22.0,49,2.208680273976825,57.92307692307692,SEDAN,8.0,25.5,Y,FWD
BLACK,BLACK,N,1,PERSONAL,16.65,1,37.801,16.0,27,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,AWD
WHITE,OTHER,N,1,PERSONAL,31.997,1,35.781,5.0,22,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
BLACK,BLACK,N,1,PERSONAL,38.411,1,39.491,9.0,20,11.692583720044867,78.23076923076923,SUV,7.9,18.5,N,AWD
WHITE,OTHER,N,2,FLEET,8.495,7,93.298,10.0,39,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,14.997,1,34.177,10.0,14,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,FWD
GRAY,BLACK,N,2,PERSONAL,12.5,8,94.0,8.0,31,1.7781767945930906,74.0,SUV,7.7,23.0,Y,FWD
BLUE,GRAY,Y,2,FLEET,4.975,12,116.205,10.0,10,13.832688602095642,71.61538461538461,SEDAN,8.2,26.0,N,AWD
SILVER,BLACK,N,1,PERSONAL,18.747,1,46.631,28.0,18,3.3940162460390058,72.07692307692308,SUV,7.8,28.0,N,FWD
BLACK,OTHER,Y,2,FLEET,3.839,12,124.866,14.0,39,3.9890632445645786,73.38461538461539,SEDAN,8.4,28.5,N,FWD
SILVER,BLACK,N,1,FLEET,17.995,1,33.578,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
GRAY,BLACK,N,1,FLEET,12.391,1,34.678,16.0,29,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
BLACK,GRAY,N,1,PERSONAL,16.295,1,36.23,13.0,18,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
WHITE,BEIGE,N,2,FLEET,5.35,11,166.58,5.0,29,12.1872269830779,43.23076923076923,SEDAN,8.7,35.0,N,FWD
GRAY,BLACK,N,1,FLEET,12.671,1,46.42,14.0,29,3.9890632445645786,73.38461538461539,WAGON,8.5,28.5,N,FWD
GRAY,BLACK,N,1,PERSONAL,32.422,1,39.44,5.0,23,12.1872269830779,43.23076923076923,SUV,7.5,19.0,N,AWD
BLACK,BLACK,N,1,PERSONAL,16.981,0,23.438,9.0,14,11.692583720044867,78.23076923076923,SEDAN,7.8,32.5,N,FWD
BLACK,BLACK,N,1,PERSONAL,16.85,1,40.771,16.0,45,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,FWD
BLUE,BLACK,N,1,PERSONAL,10.966,1,30.301,16.0,49,6.28802759768661,76.23076923076923,SEDAN,6.9,35.0,N,FWD
GRAY,OTHER,N,2,PERSONAL,8.995,8,79.974,6.0,27,2.2234046752368357,58.76923076923077,HATCHBACK,8.6,28.0,N,FWD
BLUE,OTHER,N,1,PERSONAL,12.998,3,86.823,18.0,27,8.336902292535045,48.69230769230769,SEDAN,8.2,34.0,N,FWD
RED,BLACK,N,1,FLEET,16.499,0,7.6,5.0,10,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
BLACK,BLACK,N,1,PERSONAL,26.998,3,46.441,8.0,29,1.7781767945930906,74.0,SEDAN,8.5,25.0,Y,AWD
GRAY,GRAY,N,1,PERSONAL,13.99,1,22.975,13.0,9,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
BLUE,OTHER,N,1,PERSONAL,30.655,3,23.409,2.0,10,1.6699578894174951,54.30769230769231,SUV,7.5,25.5,Y,AWD
WHITE,BLACK,Y,1,PERSONAL,23.112,3,30.694,22.0,10,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,AWD
WHITE,BLACK,N,0,PERSONAL,39.95,1,16.239,26.0,39,5.534839958792396,74.23076923076923,SUV,7.1,21.0,N,FWD
SILVER,GRAY,N,1,PERSONAL,15.668,1,38.422,13.0,13,4.156328806440607,79.07692307692308,SUV,7.9,26.5,N,FWD
WHITE,BEIGE,N,1,PERSONAL,14.0,1,33.374,13.0,49,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
WHITE,BEIGE,N,1,PERSONAL,25.588,2,22.041,22.0,49,2.208680273976825,57.92307692307692,SEDAN,7.9,28.5,Y,FWD
WHITE,OTHER,Y,2,PERSONAL,15.991,4,38.295,2.0,27,1.6699578894174951,54.30769230769231,SEDAN,8.1,27.5,Y,FWD
SILVER,GRAY,N,2,PERSONAL,4.95,11,149.999,5.0,30,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,17.57,0,28.862,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
SILVER,OTHER,N,2,FLEET,9.998,3,57.351,16.0,50,6.28802759768661,76.23076923076923,SEDAN,7.2,33.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,24.0,1,12.816,31.0,19,0.6898618253052382,94.76923076923077,SEDAN,8.0,20.5,N,AWD
BLACK,BLACK,N,1,PERSONAL,20.886,3,27.726,18.0,9,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
WHITE,BLACK,N,1,PERSONAL,18.976,0,0.494,5.0,49,12.1872269830779,43.23076923076923,SEDAN,7.9,32.0,N,FWD
RED,BLACK,N,2,PERSONAL,8.343,3,107.486,13.0,29,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
GRAY,BLACK,N,1,PERSONAL,14.599,0,0.17,13.0,31,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
SILVER,OTHER,N,2,PERSONAL,5.948,11,140.229,16.0,39,6.28802759768661,76.23076923076923,SUV,7.8,24.0,N,FWD
WHITE,GRAY,N,1,PERSONAL,8.513,9,161.724,7.0,39,0.7127111277128115,76.53846153846153,SUV,7.3,25.5,Y,FWD
SILVER,BLACK,N,1,PERSONAL,18.43,1,30.916,16.0,14,6.28802759768661,76.23076923076923,SUV,7.4,29.5,N,AWD
BLACK,BLACK,Y,2,PERSONAL,16.99,3,11.672,18.0,43,8.336902292535045,48.69230769230769,SEDAN,8.1,34.0,N,FWD
SILVER,BLACK,N,1,PERSONAL,13.658,1,34.844,13.0,16,4.156328806440607,79.07692307692308,SEDAN,8.1,31.0,N,FWD
