vin,make,model,pricecategory,price,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,bodytype,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain,age,odo
3FA6P0LU7KR240465,FORD,FUSION,GREAT PRICE,15999.0,AMHERST,OH,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,15,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,29.05
KNDJP3A52K7008039,KIA,SOUL,FAIR PRICE,14495.0,OGDEN,UT,SILVER,BLACK,N,1,PERSONAL,Y,WAGON,14.0,26,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,19.257
4JGDA5HB7HA875157,MERCEDES-BENZ,GLE,GREAT PRICE,28644.0,PASCO,WA,SILVER,BLACK,Y,1,FLEET,Y,SUV,22.0,39,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,45.551
JN8AT2MV1KW388342,NISSAN,ROGUE,EXCELLENT PRICE,18888.0,BRONX,NY,GRAY,BLACK,N,1,PERSONAL,Y,SUV,16.0,50,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,1.0,7.61
19XFC2F50HE209872,HONDA,CIVIC,EXCELLENT PRICE,14962.0,PATCHOGUE,NY,WHITE,GRAY,N,1,PERSONAL,Y,SEDAN,18.0,50,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,3.0,31.228
KMHDH4AE2FU419198,HYUNDAI,ELANTRA,EXCELLENT PRICE,7785.0,DULUTH,GA,GRAY,GRAY,N,2,FLEET,Y,SEDAN,13.0,10,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,5.0,79.586
1GYEK63N43R285483,CADILLAC,ESCALADE,EXCELLENT PRICE,3900.0,DALLAS,TX,WHITE,BEIGE,Y,2,FLEET,N,SUV,12.0,14,0.8453554773218747,80.23076923076924,6.9,18.5,Y,AWD,11.547138900174604,146.56620378416707
55SWF4JB9HU225769,MERCEDES-BENZ,CCLASS,EXCELLENT PRICE,22873.0,CARROLLTON,TX,GRAY,BLACK,N,1,PERSONAL,N,SEDAN,22.0,14,2.208680273976825,57.92307692307693,7.9,28.5,Y,AWD,3.0,26.141
19XFC2F7XGE098506,HONDA,CIVIC,EXCELLENT PRICE,14998.0,BIRMINGHAM,AL,GRAY,UNKNOWN,Y,1,PERSONAL,Y,SEDAN,18.0,8,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,4.0,36.552
WVWHV71K69W102362,VOLKSWAGEN,GTI,EXCELLENT PRICE,5500.0,ORLANDO,FL,WHITE,GRAY,N,2,PERSONAL,Y,HATCHBACK,6.0,27,2.223404675236836,58.769230769230774,8.6,28.0,N,FWD,11.0,115.328
1GNSKHKC9KR387856,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,STARKE,FL,WHITE,BLACK,N,1,PERSONAL,Y,SUV,9.0,27,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,41.081
2FMDK39CX8BA94310,FORD,EDGE,EXCELLENT PRICE,6495.0,HOUSTON,TX,WHITE,UNKNOWN,N,2,PERSONAL,N,SUV,10.0,14,13.832688602095642,71.61538461538461,7.9,25.5,N,FWD,11.547138900174604,120.628
5XXGT4L36KG318824,KIA,OPTIMA,GREAT PRICE,14489.0,TULSA,OK,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,14.0,3,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,59.652
4T1B11HK9KU267193,TOYOTA,CAMRY,EXCELLENT PRICE,19671.0,SAN ANTONIO,TX,WHITE,UNKNOWN,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,28.399
3N1CN7AP8KL813646,NISSAN,VERSA,EXCELLENT PRICE,10350.0,JACKSONVILLE,NC,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,22,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,38.329
3KPFK4A78HE059629,KIA,FORTE,EXCELLENT PRICE,9795.0,WALLINGFORD,CT,BLUE,BLACK,N,1,PERSONAL,Y,SEDAN,14.0,44,3.9890632445645786,73.38461538461539,8.4,36.0,N,FWD,3.0,48.806
WBANW135X8CZ73573,BMW,5 SERIES,EXCELLENT PRICE,5995.0,PLANTATION,FL,WHITE,BEIGE,Y,2,PERSONAL,Y,SEDAN,8.0,27,1.7781767945930906,74.0,8.5,25.0,Y,FWD,11.547138900174604,93.67
1G1ZD5ST8LF003075,CHEVROLET,MALIBU,FAIR PRICE,16539.0,PASADENA,TX,SILVER,BLACK,N,1,PERSONAL,N,SEDAN,9.0,14,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,0.0,25.717
1FAHP2EW5CG139842,FORD,TAURUS,EXCELLENT PRICE,8199.0,CHANDLER,AZ,WHITE,GRAY,Y,2,PERSONAL,Y,SEDAN,10.0,29,13.832688602095642,71.61538461538461,7.2,22.0,N,FWD,8.0,95.489
3FA6P0RU5KR206449,FORD,FUSION,GREAT PRICE,19194.0,HARRISONVILLE,MO,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,6,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,24.465
19XFB2F56FE060402,HONDA,CIVIC,EXCELLENT PRICE,9461.0,OCALA,FL,BLACK,UNKNOWN,Y,2,PERSONAL,Y,SEDAN,18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,5.0,75.217
1N4AZ0CP5DC422276,NISSAN,LEAF,EXCELLENT PRICE,5476.0,GARDENDALE,AL,GRAY,GRAY,N,2,FLEET,Y,HATCHBACK,16.0,8,6.28802759768661,76.23076923076924,7.7,40.888782705472316,N,FWD,7.0,46.092
1G4HR52K4WH419155,BUICK,LESABRE,EXCELLENT PRICE,2800.0,INDIANAPOLIS,IN,WHITE,BEIGE,N,2,PERSONAL,Y,SEDAN,3.0,7,1.0989843197019002,82.92307692307692,7.9,28.5,U,FWD,11.547138900174604,97.787
1C6RR6TT5KS686802,RAM,1500 CLASSIC,EXCELLENT PRICE,27598.0,FORT SMITH,AR,WHITE,BLACK,N,1,PERSONAL,Y,PICKUP,19.0,5,4.144945910843808,98.15384615384615,7.9,28.5,U,FWD,1.0,11.428
4T1B11HK8KU725340,TOYOTA,CAMRY,GREAT PRICE,19087.0,LUGOFF,SC,BLACK,UNKNOWN,N,1,PERSONAL,Y,SEDAN,5.0,23,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,21.018
5J6RE3H79BL010999,HONDA,CRV,EXCELLENT PRICE,7275.0,WENDELL,NC,WHITE,GRAY,N,1,PERSONAL,Y,SUV,18.0,22,8.336902292535045,48.69230769230769,8.5,29.0,N,FWD,9.0,146.56620378416707
3FA6P0LU1KR187570,FORD,FUSION,GREAT PRICE,16368.0,SCHAUMBURG,IL,WHITE,GRAY,N,1,PERSONAL,Y,SEDAN,10.0,9,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,34.267
JTJYARBZ7H2070219,LEXUS,NX,EXCELLENT PRICE,24154.0,MACON,GA,BLACK,BEIGE,N,1,PERSONAL,Y,SUV,2.0,10,1.6699578894174951,54.30769230769231,8.0,25.0,Y,FWD,3.0,23.059
2LMHJ5ATXKBL03892,LINCOLN,MKT,EXCELLENT PRICE,26888.0,DACONO,CO,SILVER,BLACK,N,1,PERSONAL,Y,SUV,7.0,33,0.7127111277128115,76.53846153846153,7.2,18.0,Y,AWD,1.0,16.346
2C4RDGCG0KR679628,DODGE,GRAND CARAVAN,GREAT PRICE,19500.0,CHEHALIS,WA,BLACK,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,39,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,37.918
1G1ZD5STXKF139075,CHEVROLET,MALIBU,EXCELLENT PRICE,12900.0,PALM BEACH GARDENS,FL,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,27,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,1.0,35.333
5NPD84LFXHH179552,HYUNDAI,ELANTRA,EXCELLENT PRICE,12499.0,MYRTLE BEACH,SC,BLUE,BLACK,N,1,PERSONAL,Y,SEDAN,13.0,23,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,34.654
1VWLA7A35KC014227,VOLKSWAGEN,PASSAT,GREAT PRICE,18490.0,MIDDLETON,WI,WHITE,BEIGE,N,1,PERSONAL,Y,SEDAN,6.0,24,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,1.0,12.518
WDC0G4KBXJV017985,MERCEDES-BENZ,GLC,EXCELLENT PRICE,32943.0,NANUET,NY,SILVER,BLACK,N,1,PERSONAL,Y,SUV,22.0,50,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,21.188
1GAZGPFP9K1305924,CHEVROLET,EXPRESS PASSENGER,EXCELLENT PRICE,22500.0,MT. PLEASANT,SC,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,23,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,21.85
19XFC2F72HE043789,HONDA,CIVIC,GREAT PRICE,12898.0,PALMETTO BAY,FL,BLACK,BLACK,Y,1,PERSONAL,Y,SEDAN,18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,3.0,41.335
2T3BF4DV5BW169160,TOYOTA,RAV4,EXCELLENT PRICE,10300.0,NEWARK,DE,BLACK,GRAY,N,1,PERSONAL,Y,SUV,5.0,35,12.1872269830779,43.230769230769226,7.9,30.5,N,AWD,9.0,77.648
2C3CCAEG2KH722458,CHRYSLER,300,EXCELLENT PRICE,26995.0,FOLEY,AL,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,8,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,12.498
JN8AS5MT5FW164354,NISSAN,ROGUE SELECT,EXCELLENT PRICE,7995.0,RALEIGH,NC,WHITE,GRAY,N,2,PERSONAL,Y,SUV,16.0,22,6.28802759768661,76.23076923076924,6.8,28.5,N,FWD,5.0,83.162
5FNYF28747B037059,HONDA,PILOT,EXCELLENT PRICE,3652.0,TOOELE,UT,WHITE,GREEN,N,2,PERSONAL,Y,SUV,18.0,26,8.336902292535045,48.69230769230769,7.8,23.0,N,FWD,11.547138900174604,146.56620378416707
2T2ZZMCA4HC046582,LEXUS,RX,EXCELLENT PRICE,27298.0,PALMETTO BAY,FL,WHITE,GRAY,Y,1,PERSONAL,Y,SUV,2.0,27,1.6699578894174951,54.30769230769231,7.5,25.5,Y,FWD,3.0,31.751
JM1BL1L88C1541366,MAZDA,MAZDA3,NOT LISTED,3573.0,COUNTRYSIDE,IL,GRAY,BLACK,Y,1,PERSONAL,N,SEDAN,11.0,9,1.9291914970700141,60.07692307692307,8.3,30.5,N,FWD,8.0,130.707
3N1AB7AP1KY264777,NISSAN,SENTRA,EXCELLENT PRICE,11699.0,VICTORVILLE,CA,RED,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,36.929
1FMCU9EG5AKD43187,FORD,ESCAPE,EXCELLENT PRICE,5066.0,ARLINGTON HEIGHTS,IL,BLACK,BLACK,N,1,PERSONAL,Y,SUV,10.0,9,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,10.0,146.56620378416707
1HGCR2F32HA132393,HONDA,ACCORD,GREAT PRICE,16399.0,SEA GIRT,NJ,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,18.0,43,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,33.876
3C6JR6DT7FG626304,RAM,1500,EXCELLENT PRICE,9900.0,SUMMERVILLE,GA,WHITE,GRAY,N,1,PERSONAL,Y,PICKUP,19.0,10,4.144945910843808,98.15384615384615,8.7,22.5,N,FWD,5.0,130.099
1N4BL4BV1KN324554,NISSAN,ALTIMA,GREAT PRICE,17500.0,SELMA,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,21.288
JM3KFADL1H0227623,MAZDA,CX5,GREAT PRICE,20980.0,LONGWOOD,FL,GRAY,BLACK,N,1,PERSONAL,Y,SUV,11.0,27,1.9291914970700141,60.07692307692307,8.1,28.0,N,FWD,3.0,36.503
3N1CN7AP5KL815984,NISSAN,VERSA,EXCELLENT PRICE,9495.0,JAMAICA,NY,RED,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,50,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,24.411
JHMGE8H50CC019454,HONDA,FIT,EXCELLENT PRICE,5000.0,ARLINGTON,VA,RED,BLACK,N,2,PERSONAL,Y,HATCHBACK,18.0,31,8.336902292535045,48.69230769230769,8.7,36.5,N,FWD,8.0,146.56620378416707
1FTFW1EF2DFB92116,FORD,F150,EXCELLENT PRICE,16499.0,DUNDALK,MD,WHITE,UNKNOWN,N,1,PERSONAL,Y,PICKUP,10.0,45,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,7.0,88.659
JA4AS3AAXKZ040036,MITSUBISHI,ECLIPSE CROSS,EXCELLENT PRICE,15097.0,ORLANDO,FL,GRAY,BLACK,N,1,PERSONAL,Y,SUV,20.0,27,0.7338088088347337,93.76923076923076,5.8,27.5,N,FWD,1.0,22.078
5N1DR2AN0LC583925,NISSAN,PATHFINDER,EXCELLENT PRICE,24390.0,MONTCLAIR,CA,WHITE,BLACK,N,1,FLEET,Y,SUV,16.0,49,6.28802759768661,76.23076923076924,7.4,23.5,N,FWD,0.0,1.902
YV4952CZ6B1583053,VOLVO,XC90,EXCELLENT PRICE,8420.0,DES PLAINES,IL,BLACK,UNKNOWN,N,1,PERSONAL,Y,SUV,29.0,9,0.6631075808160745,82.53846153846153,7.3,25.0,Y,AWD,9.0,111.579
JN8AT2MV7HW017078,NISSAN,ROGUE,GREAT PRICE,17271.0,CONWAY,AR,WHITE,BLACK,N,1,PERSONAL,Y,SUV,16.0,5,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,35.977
2G1WB5EK1B1213907,CHEVROLET,IMPALA,EXCELLENT PRICE,3425.0,ORLANDO,FL,SILVER,GRAY,Y,2,FLEET,Y,SEDAN,9.0,27,11.692583720044867,78.23076923076924,8.2,25.5,N,FWD,9.0,146.56620378416707
1VWLA7A33KC009835,VOLKSWAGEN,PASSAT,GREAT PRICE,16135.0,TRACY,CA,BLACK,BEIGE,N,1,PERSONAL,Y,SEDAN,6.0,49,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,1.0,27.113
5N1AT2MT2KC771441,NISSAN,ROGUE,FAIR PRICE,18489.0,ALCOA,TN,BLACK,BLACK,Y,1,PERSONAL,Y,SUV,16.0,11,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,32.835
WDCTG4GB9JU000221,MERCEDES-BENZ,GLA,GREAT PRICE,27500.0,HOFFMAN ESTATES,IL,WHITE,BLACK,N,1,PERSONAL,Y,SUV,22.0,9,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,13.016
JTNBE46K273041440,TOYOTA,CAMRY,NOT LISTED,4000.0,SALT LAKE CITY,UT,SILVER,UNKNOWN,N,2,PERSONAL,N,SEDAN,5.0,26,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,11.547138900174604,146.56620378416707
5NPD74LF0HH210228,HYUNDAI,ELANTRA,EXCELLENT PRICE,8765.0,SAINT PETERSBURG,FL,WHITE,GRAY,N,2,PERSONAL,Y,SEDAN,13.0,27,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,80.233
JTMWFREV4FD051391,TOYOTA,RAV4,EXCELLENT PRICE,15788.0,MARINA DEL REY,CA,SILVER,BLACK,N,2,PERSONAL,Y,SUV,5.0,49,12.1872269830779,43.230769230769226,7.9,30.5,N,FWD,5.0,55.056
2C4RDGCG8KR751806,DODGE,GRAND CARAVAN,FAIR PRICE,18073.0,PHOENIX,AZ,BLACK,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,29,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,14.421
3FA6P0MU1KR123012,FORD,FUSION,EXCELLENT PRICE,16000.0,AUSTIN,TX,BLACK,UNKNOWN,N,1,PERSONAL,N,SEDAN,10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,42.778
5N1AT2MV0HC760741,NISSAN,ROGUE,EXCELLENT PRICE,16577.0,STAFFORD,VA,BLACK,BLACK,Y,1,FLEET,Y,SUV,16.0,31,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,27.617
KNMAT2MT1KP513814,NISSAN,ROGUE,GREAT PRICE,17364.0,DALLAS,TX,BLACK,BLACK,N,1,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,37.534
KMHD84LF8KU766728,HYUNDAI,ELANTRA,GREAT PRICE,15000.0,ALBUQUERQUE,NM,GRAY,GRAY,N,1,FLEET,Y,SEDAN,13.0,4,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,32.871
2T2ZZMCA1HC069186,LEXUS,RX,GREAT PRICE,33988.0,GRAPEVINE,TX,BLACK,BROWN,N,1,PERSONAL,N,SUV,2.0,14,1.6699578894174951,54.30769230769231,7.5,25.5,Y,FWD,3.0,34.522
5NPD84LF1KH423001,HYUNDAI,ELANTRA,GREAT PRICE,13250.0,INDIANAPOLIS,IN,WHITE,BEIGE,Y,1,PERSONAL,Y,SEDAN,13.0,7,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,34.304
3FA6P0D91KR139626,FORD,FUSION,EXCELLENT PRICE,17998.0,TAMPA,FL,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,27,13.832688602095642,71.61538461538461,8.2,26.0,N,AWD,1.0,37.024
3GCUKREC4FG188299,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,16888.0,CHANTILLY,VA,SILVER,GRAY,Y,1,PERSONAL,Y,PICKUP,9.0,31,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,5.0,140.357
2C4RDGCG4KR656322,DODGE,GRAND CARAVAN,GREAT PRICE,18859.0,CARROLLTON,GA,WHITE,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,10,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,31.727
1GNDT13S052293008,CHEVROLET,TRAILBLAZER,NOT LISTED,2900.0,GREENSBURG,IN,WHITE,GRAY,N,2,PERSONAL,N,SUV,9.0,7,11.692583720044867,78.23076923076924,7.5,24.5,N,AWD,11.547138900174604,146.56620378416707
1N4BL4EV0KC258926,NISSAN,ALTIMA,GREAT PRICE,18450.0,PHOENIX,AZ,SILVER,BLACK,N,1,FLEET,Y,SEDAN,16.0,29,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,27.326
KNDJP3A50E7025457,KIA,SOUL,EXCELLENT PRICE,9498.0,BELLFLOWER,CA,WHITE,BLACK,N,2,PERSONAL,Y,WAGON,14.0,49,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,6.0,73.235
1FATP8UH3K5159842,FORD,MUSTANG,GREAT PRICE,24194.0,SEGUIN,TX,BLACK,BLACK,N,0,PERSONAL,N,COUPE,10.0,14,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,22.338
3FA6P0LU2KR141388,FORD,FUSION,GREAT PRICE,15119.0,FISHERS,IN,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,7,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,37.113
1N4AL3APXFC178620,NISSAN,ALTIMA,EXCELLENT PRICE,8990.0,TAMPA,FL,WHITE,BEIGE,N,2,PERSONAL,Y,SEDAN,16.0,27,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,86.105
2G61M5S32K9149020,CADILLAC,XTS,EXCELLENT PRICE,23950.0,ALBUQUERQUE,NM,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,12.0,4,0.8453554773218747,80.23076923076924,7.2,23.5,Y,FWD,1.0,35.127
1GCRYDEDXLZ171504,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,32995.0,NEWNAN,GA,BLACK,BLACK,N,1,PERSONAL,Y,PICKUP,9.0,10,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,0.0,4.461
KNDJP3A54H7461524,KIA,SOUL,EXCELLENT PRICE,13300.0,PADUCAH,KY,SILVER,GRAY,N,2,PERSONAL,Y,WAGON,14.0,19,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,3.0,23.684
4T1B11HK4KU738120,TOYOTA,CAMRY,EXCELLENT PRICE,19340.0,STAFFORD,TX,BLACK,GRAY,N,1,FLEET,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,16.463
3FADP4EJXKM155411,FORD,FIESTA,GREAT PRICE,9898.0,WEST PALM BEACH,FL,WHITE,BLACK,Y,1,PERSONAL,Y,SEDAN,10.0,27,13.832688602095642,71.61538461538461,7.9,31.0,N,FWD,1.0,9.793
1HGCR2F12HA266240,HONDA,ACCORD,EXCELLENT PRICE,14471.0,CALIFORNIA,MD,GRAY,UNKNOWN,N,1,PERSONAL,Y,SEDAN,18.0,45,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,86.0
2C3CCABG0KH516110,CHRYSLER,300,EXCELLENT PRICE,17913.0,METAIRIE,LA,GRAY,BLACK,Y,1,PERSONAL,Y,SEDAN,31.0,18,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,43.176
3C6UR5JJ7KG603979,RAM,2500,EXCELLENT PRICE,34643.531376481704,CROSSVILLE,TN,WHITE,BLACK,N,0,PERSONAL,Y,PICKUP,19.0,11,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,1.0,15.359
1HGCR2F38HA093485,HONDA,ACCORD,EXCELLENT PRICE,14777.0,EL PASO,TX,GRAY,UNKNOWN,N,1,PERSONAL,N,SEDAN,18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,59.767
3N1AB7AP0KL612825,NISSAN,SENTRA,GREAT PRICE,12375.0,CHANDLER,AZ,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,29,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,41.347
2C3CDXCT6KH609161,DODGE,CHARGER,GREAT PRICE,32450.0,NEWPORT NEWS,VA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,25.0,31,2.126715603110482,98.53846153846152,7.3,24.5,N,AWD,1.0,19.683
KNDJN2A27K7676490,KIA,SOUL,EXCELLENT PRICE,11748.0,NORMAN,OK,BLACK,GRAY,N,1,PERSONAL,Y,WAGON,14.0,3,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,34.08
4T1BF32K13U051202,TOYOTA,CAMRY,NOT LISTED,3950.0,ADDISON,IL,BLACK,GRAY,N,2,PERSONAL,N,SEDAN,5.0,9,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,11.547138900174604,145.787
JTEBU5JR0K5665683,TOYOTA,4RUNNER,GREAT PRICE,33800.0,ELIZABETH CITY,NC,GRAY,GRAY,N,1,PERSONAL,Y,SUV,5.0,22,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,28.728
WDCTG4GB3JJ528211,MERCEDES-BENZ,GLA,GREAT PRICE,22395.0,MONROE,NC,BLACK,UNKNOWN,N,1,PERSONAL,Y,SUV,22.0,22,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,35.638
2C3CDZBTXKH583452,DODGE,CHALLENGER,EXCELLENT PRICE,25489.0,PENSACOLA,FL,RED,BLACK,N,1,PERSONAL,Y,COUPE,25.0,27,2.126715603110482,98.53846153846152,8.3,24.5,Y,AWD,1.0,28.055
1FA6P0H77F5109709,FORD,FUSION,EXCELLENT PRICE,6499.0,PORTSMOUTH,VA,SILVER,BLACK,Y,2,FLEET,Y,SEDAN,10.0,31,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,5.0,123.318
3KPF24AD5KE005055,KIA,FORTE,EXCELLENT PRICE,12184.0,GAINESVILLE,FL,BLACK,BLACK,N,2,PERSONAL,Y,SEDAN,14.0,27,3.9890632445645786,73.38461538461539,8.4,36.0,N,FWD,1.0,29.291
1N4AL3AP4HC213171,NISSAN,ALTIMA,EXCELLENT PRICE,12998.0,HENDERSON,NV,RED,BLACK,Y,1,PERSONAL,Y,SEDAN,16.0,38,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,3.0,49.159
2T3BFREV7HW567278,TOYOTA,RAV4,EXCELLENT PRICE,15300.0,WOODBRIDGE,VA,GRAY,BLACK,N,1,PERSONAL,Y,SUV,5.0,31,12.1872269830779,43.230769230769226,7.9,30.5,N,AWD,3.0,24.0
KMHD74LF8HU423588,HYUNDAI,ELANTRA,EXCELLENT PRICE,12500.0,BURLINGTON,WA,BLACK,BEIGE,N,1,PERSONAL,Y,SEDAN,13.0,39,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,18.05
58ABK1GG6HU057971,LEXUS,ES,EXCELLENT PRICE,23944.0,MISSION VIEJO,CA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,2.0,49,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,3.0,44.162
3GKALPEV0LL123446,GMC,TERRAIN,EXCELLENT PRICE,22995.0,HENDERSON,NV,WHITE,BLACK,N,1,PERSONAL,Y,SUV,28.0,38,3.3940162460390058,72.07692307692308,7.8,28.0,N,FWD,0.0,17.928
1GAZGPFG1K1157560,CHEVROLET,EXPRESS PASSENGER,GREAT PRICE,22694.0,O'FALLON,IL,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,9,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,30.742
5N1AT2MVXHC825174,NISSAN,ROGUE,GREAT PRICE,16999.0,CONCORD,NC,BLACK,BLACK,N,1,PERSONAL,Y,SUV,16.0,22,6.28802759768661,76.23076923076924,7.4,29.5,N,AWD,3.0,35.886
3GCPCREC1FG454985,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,22890.0,RIVERSIDE,CA,BROWN,BLACK,N,2,PERSONAL,Y,PICKUP,9.0,49,11.692583720044867,78.23076923076924,8.4,21.5,N,FWD,5.0,91.66
4T1B11HK3KU758570,TOYOTA,CAMRY,GREAT PRICE,17457.0,WINTER PARK,FL,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,27,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,28.121
5NMS2CAD5KH113497,HYUNDAI,SANTA FE,GREAT PRICE,18989.0,COLORADO SPRINGS,CO,SILVER,BLACK,N,1,PERSONAL,Y,SUV,13.0,33,4.156328806440607,79.07692307692308,8.5,25.5,N,AWD,1.0,23.138
2T1BURHE1JC103999,TOYOTA,COROLLA,EXCELLENT PRICE,13995.0,LYNNWOOD,WA,UNKNOWN,UNKNOWN,Y,1,PERSONAL,Y,SEDAN,5.0,39,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,2.0,27.987
2T2BZMCAXHC069849,LEXUS,RX,EXCELLENT PRICE,30000.0,BEDFORD,NH,SILVER,BEIGE,Y,1,PERSONAL,Y,SUV,2.0,36,1.6699578894174951,54.30769230769231,7.5,25.5,Y,AWD,3.0,46.122
